symbol,name,currency,summary,category_group,category,family,exchange,mic
AAANX,Horizon Active Asset Allocation Fund Investor Class,USD,The Horizon Active Asset Allocation Fund Investor Class seeks to provide long-term capital appreciation by actively managing a diversified portfolio of investments. The fund's asset allocation is adjusted based on market conditions and economic forecasts. Horizon Investments manages the fund with a focus on risk-adjusted returns.,Equities,Blend,Horizon Investments,NAS,
AAAOX,American Century One Choice Blend+ 2020 Portfolio I Class,USD,"The American Century One Choice Blend+ 2020 Portfolio I Class is a target-date fund designed for investors planning to retire around the year 2020. The fund's asset allocation becomes more conservative over time, shifting from a greater emphasis on stocks to a greater emphasis on bonds as the target date approaches. American Century Investments manages this fund.",Target Date,Target Date,American Investments,NAS,
AAAPX,DWS RREEF Real Assets Fund - Class C,USD,"The DWS RREEF Real Assets Fund - Class C invests in a diversified portfolio of real assets, including real estate, infrastructure, and commodities. The fund seeks to provide investors with long-term capital appreciation and income by allocating capital across different real asset sectors. DWS Group, headquartered in Germany, manages the fund.",Real Estate,Commodities Broad Basket,DWS,NAS,
AAAQX,DWS RREEF Real Assets Fund - Class R,USD,"The DWS RREEF Real Assets Fund - Class R invests in a diversified portfolio of real assets, including real estate, infrastructure, and commodities. The fund seeks to provide investors with long-term capital appreciation and income by allocating capital across different real asset sectors. DWS Group, headquartered in Germany, manages the fund.",Real Estate,Commodities Broad Basket,DWS,NAS,
AAARX,American Century Strategic Allocation: Aggressive Fund R Class,USD,"The American Century Strategic Allocation: Aggressive Fund R Class seeks long-term capital appreciation through a diversified portfolio of investments. The fund uses an aggressive asset allocation strategy, investing primarily in stocks, with smaller allocations to bonds and other asset classes. American Century Investments manages the asset allocation strategy.",Equities,Equities,American Investments,NAS,
AAASX,DWS RREEF Real Assets Fund - Class S,USD,"The DWS RREEF Real Assets Fund - Class S invests in a diversified portfolio of real assets, including real estate, infrastructure, and commodities. The fund seeks to provide investors with long-term capital appreciation and income by allocating capital across different real asset sectors. DWS Group, headquartered in Germany, manages the fund.",Real Estate,Commodities Broad Basket,DWS,NAS,
AAATX,American Funds 2010 Target Date Retirement Fund Class A,USD,"The American Funds 2010 Target Date Retirement Fund Class A is a target-date fund designed for investors planning to retire around the year 2010. The fund's asset allocation becomes more conservative over time, shifting from a greater emphasis on stocks to a greater emphasis on bonds as the target date approaches. American Funds manages this fund.",Target Date,Target Date,American Investments,NAS,
AAAUX,American Century Strategic Allocation: Aggressive Fund R6 Class,USD,"The American Century Strategic Allocation: Aggressive Fund R6 Class seeks long-term capital appreciation through a diversified portfolio of investments. The fund uses an aggressive asset allocation strategy, investing primarily in stocks, with smaller allocations to bonds and other asset classes. American Century Investments manages the asset allocation strategy.",Equities,Equities,American Investments,NAS,
AAAVX,DWS RREEF Real Assets Fund - Class R6,USD,"The DWS RREEF Real Assets Fund - Class R6 invests in a diversified portfolio of real assets, including real estate, infrastructure, and commodities. The fund seeks to provide investors with long-term capital appreciation and income by allocating capital across different real asset sectors. DWS Group, headquartered in Germany, manages the fund.",Real Estate,Commodities Broad Basket,DWS,NAS,
AAAWX,DWS RREEF Real Assets Fund - Class T,USD,"The DWS RREEF Real Assets Fund - Class T invests in a diversified portfolio of real assets, including real estate, infrastructure, and commodities. The fund seeks to provide investors with long-term capital appreciation and income by allocating capital across different real asset sectors. DWS Group, headquartered in Germany, manages the fund.",Real Estate,Commodities Broad Basket,DWS,NAS,
AAAZX,DWS RREEF Real Assets Fund - Class Inst,USD,"The DWS RREEF Real Assets Fund - Class Inst invests in a diversified portfolio of real assets, including real estate, infrastructure, and commodities. The fund seeks to provide investors with long-term capital appreciation and income by allocating capital across different real asset sectors. DWS Group, headquartered in Germany, manages the fund.",Real Estate,Commodities Broad Basket,DWS,NAS,
AABAX,Cavanal Hill Active Core Fund Class A,USD,"The Cavanal Hill Active Core Fund Class A seeks long-term capital appreciation by investing in a diversified portfolio of equity securities. The fund uses a fundamental, research-driven approach to select securities. Cavanal Hill Investment Management, a subsidiary of BOK Financial Corporation, manages the fund.",Equities,Equities,Cavanal Hill funds,NAS,
AABCX,Putnam Dynamic Asset Allocation Balanced Fund Class C,USD,"The Putnam Dynamic Asset Allocation Balanced Fund Class C seeks capital appreciation and income by investing in a diversified portfolio of stocks, bonds, and other assets. The fund's asset allocation is actively managed, adjusting based on market conditions and economic forecasts. Putnam Investments manages the fund.",Equities,Blend,Putnam,NAS,
AABEX,American Century One Choice Blend+ 2020 Portfolio A Class,USD,"The American Century One Choice Blend+ 2020 Portfolio A Class is a target-date fund designed for investors planning to retire around the year 2020. The fund's asset allocation becomes more conservative over time, shifting from a greater emphasis on stocks to a greater emphasis on bonds as the target date approaches. American Century Investments manages this fund.",Target Date,Target Date,American Investments,NAS,
AABFX,Thrivent Balanced Income Plus Fund Class A,USD,"The Thrivent Balanced Income Plus Fund Class A seeks to provide a balance of current income and long-term capital appreciation. The fund invests in a diversified portfolio of stocks, bonds, and other income-producing securities. Thrivent Asset Management is the investment advisor for the fund.",Equities,Blend,Thrivent Funds,NAS,
AABGX,American Century One Choice Blend+ 2020 Portfolio R Class,USD,"The American Century One Choice Blend+ 2020 Portfolio R Class is a target-date fund designed for investors planning to retire around the year 2020. The fund's asset allocation becomes more conservative over time, shifting from a greater emphasis on stocks to a greater emphasis on bonds as the target date approaches. American Century Investments manages this fund.",Target Date,Target Date,American Investments,NAS,
AABHX,American Century One Choice Blend+ 2020 Portfolio R6 Class,USD,"The American Century One Choice Blend+ 2020 Portfolio R6 Class is a target-date fund designed for investors planning to retire around the year 2020. The fund's asset allocation becomes more conservative over time, shifting from a greater emphasis on stocks to a greater emphasis on bonds as the target date approaches. American Century Investments manages this fund.",Target Date,Target Date,American Investments,NAS,
AABJX,American Century One Choice Blend+ 2025 Portfolio Investor Class,USD,"The American Century One Choice Blend+ 2025 Portfolio Investor Class is a target-date fund designed for investors planning to retire around the year 2025. The fund's asset allocation becomes more conservative over time, shifting from a greater emphasis on stocks to a greater emphasis on bonds as the target date approaches. American Century Investments manages this fund.",Target Date,Target Date,American Investments,NAS,
AABKX,American Century One Choice Blend+ 2025 Portfolio I Class,USD,"The American Century One Choice Blend+ 2025 Portfolio I Class is a target-date fund designed for investors planning to retire around the year 2025. The fund's asset allocation becomes more conservative over time, shifting from a greater emphasis on stocks to a greater emphasis on bonds as the target date approaches. American Century Investments manages this fund.",Target Date,Target Date,American Investments,NAS,
AABOX,Cavanal Hill Bond Fund Class A,USD,"The Cavanal Hill Bond Fund Class A seeks to provide current income while preserving capital. The fund invests primarily in a diversified portfolio of investment-grade bonds. Cavanal Hill Investment Management, a subsidiary of BOK Financial Corporation, manages the fund.",Fixed Income,Investment Grade Bonds,Cavanal Hill funds,NAS,
AABPX,American Beacon Balanced Fund Investor Class,USD,"The American Beacon Balanced Fund Investor Class seeks to provide a balance of current income and capital appreciation. The fund invests in a diversified portfolio of stocks and bonds, with a moderate allocation to equities. American Beacon Advisors, Inc. manages the fund.",Equities,Blend,American Investments,NAS,
AABQX,American Century One Choice Blend+ 2025 Portfolio A Class,USD,"The American Century One Choice Blend+ 2025 Portfolio A Class is a target-date fund designed for investors planning to retire around the year 2025. The fund's asset allocation becomes more conservative over time, shifting from a greater emphasis on stocks to a greater emphasis on bonds as the target date approaches. American Century Investments manages this fund.",Target Date,Target Date,American Investments,NAS,
AABRX,American Century One Choice Blend+ 2025 Portfolio R Class,USD,"The American Century One Choice Blend+ 2025 Portfolio R Class is a target-date fund designed for investors planning to retire around the year 2025. The fund's asset allocation becomes more conservative over time, shifting from a greater emphasis on stocks to a greater emphasis on bonds as the target date approaches. American Century Investments manages this fund.",Target Date,Target Date,American Investments,NAS,
AABTX,American Funds 2015 Target Date Retirement Fund Class A,USD,"The American Funds 2015 Target Date Retirement Fund Class A is a target-date fund designed for investors planning to retire around the year 2015. The fund's asset allocation becomes more conservative over time, shifting from a greater emphasis on stocks to a greater emphasis on bonds as the target date approaches. American Funds manages this fund.",Target Date,Target Date,American Investments,NAS,
AABVX,American Century One Choice Blend+ 2025 Portfolio R6 Class,USD,"The American Century One Choice Blend+ 2025 Portfolio R6 Class is a target-date fund designed for investors planning to retire around the year 2025. The fund's asset allocation becomes more conservative over time, shifting from a greater emphasis on stocks to a greater emphasis on bonds as the target date approaches. American Century Investments manages this fund.",Target Date,Target Date,American Investments,NAS,
AABWX,American Century One Choice Blend+ 2030 Portfolio Investor Class,USD,"The American Century One Choice Blend+ 2030 Portfolio Investor Class is a target-date fund designed for investors planning to retire around the year 2030. The fund's asset allocation becomes more conservative over time, shifting from a greater emphasis on stocks to a greater emphasis on bonds as the target date approaches. American Century Investments manages this fund.",Target Date,Target Date,American Investments,NAS,
AABYX,American Beacon AHL TargetRisk Core Fund Y Class,USD,"The American Beacon AHL TargetRisk Core Fund Y Class is a multi-asset fund that seeks to provide a targeted level of risk while generating returns. The fund utilizes a systematic investment approach managed by AHL, a division of Man Group. American Beacon Advisors serves as the investment manager and provides distribution services.",Alternatives,Blend,American Investments,NAS,
AABZX,American Century Asset Allocation Portfolios Inc. - One Choice Blend 2030 Portfolio Fund,USD,"The American Century Asset Allocation Portfolios Inc. - One Choice Blend 2030 Portfolio Fund is a target-date fund designed for investors planning to retire around the year 2030. The fund's asset allocation becomes more conservative over time, shifting from a greater emphasis on stocks to a greater emphasis on bonds as the target date approaches. American Century Investments manages this fund.",Target Date,Target Date,,NAS,
AACBX,Cavanal Hill Active Core Fund Class C,USD,"The Cavanal Hill Active Core Fund Class C seeks long-term capital appreciation by investing in a diversified portfolio of equity securities. The fund uses a fundamental, research-driven approach to select securities. Cavanal Hill Investment Management, a subsidiary of BOK Financial Corporation, manages the fund.",Equities,Equities,Cavanal Hill funds,NAS,
AACCX,American Century Strategic Allocation: Conservative Fund C Class,USD,"The American Century Strategic Allocation: Conservative Fund C Class seeks to provide long-term capital appreciation and income through a diversified portfolio of investments. The fund uses a conservative asset allocation strategy, investing primarily in bonds, with smaller allocations to stocks and other asset classes. American Century Investments manages the asset allocation strategy.",Equities,Bonds,American Investments,NAS,
AACDX,American Century Strategic Allocation: Conservative Fund R6 Class,USD,"The American Century Strategic Allocation: Conservative Fund R6 Class seeks to provide long-term capital appreciation and income through a diversified portfolio of investments. The fund uses a conservative asset allocation strategy, investing primarily in bonds, with smaller allocations to stocks and other asset classes. American Century Investments manages the asset allocation strategy.",Equities,Bonds,American Investments,NAS,
AACFX,Invesco Greater China Fund Class A,USD,"The Invesco Greater China Fund Class A seeks long-term capital appreciation by investing primarily in equity securities of companies located in, or with their principal operations in, Greater China. This includes mainland China, Hong Kong, and Taiwan. Invesco Advisers, Inc. manages the fund.",Equities,Emerging Markets,Invesco Asset Management,NAS,
AACGX,American Century Strategic Allocation: Conservative Fund R5 Class,USD,"The American Century Strategic Allocation: Conservative Fund R5 Class seeks to provide long-term capital appreciation and income through a diversified portfolio of investments. The fund uses a conservative asset allocation strategy, investing primarily in bonds, with smaller allocations to stocks and other asset classes. American Century Investments manages the asset allocation strategy.",Equities,Bonds,American Investments,NAS,
AACHX,American Century One Choice Blend+ 2030 Portfolio R Class,USD,"The American Century One Choice Blend+ 2030 Portfolio R Class is a target-date fund designed for investors planning to retire around the year 2030. The fund's asset allocation becomes more conservative over time, shifting from a greater emphasis on stocks to a greater emphasis on bonds as the target date approaches. American Century Investments manages this fund.",Target Date,Target Date,American Investments,NAS,
AACIX,American Beacon Mid-Cap Value Fund R5 Class,USD,"The American Beacon Mid-Cap Value Fund R5 Class seeks to achieve long-term capital appreciation by investing primarily in a diversified portfolio of mid-capitalization companies that are considered to be undervalued. The fund employs a value investment strategy, focusing on companies with strong fundamentals that are trading at a discount to their intrinsic value. American Beacon Advisors manages the fund.",Equities,Value,American Investments,NAS,
AACJX,American Century One Choice Blend+ 2030 Portfolio R6 Class,USD,"The American Century One Choice Blend+ 2030 Portfolio R6 Class is a target-date fund designed for investors planning to retire around the year 2030. The fund's asset allocation becomes more conservative over time, shifting from a greater emphasis on stocks to a greater emphasis on bonds as the target date approaches. American Century Investments manages this fund.",Target Date,Target Date,American Investments,NAS,
AACKX,American Century One Choice Blend+ 2035 Portfolio Investor Class,USD,"The American Century One Choice Blend+ 2035 Portfolio Investor Class is a target-date fund designed for investors planning to retire around the year 2035. The fund's asset allocation becomes more conservative over time, shifting from a greater emphasis on stocks to a greater emphasis on bonds as the target date approaches. American Century Investments manages this fund.",Target Date,Target Date,American Investments,NAS,
AACLX,American Century One Choice Blend+ 2035 Portfolio I Class,USD,"The American Century One Choice Blend+ 2035 Portfolio I Class is a target-date fund designed for investors planning to retire around the year 2035. The fund's asset allocation becomes more conservative over time, shifting from a greater emphasis on stocks to a greater emphasis on bonds as the target date approaches. American Century Investments manages this fund.",Target Date,Target Date,American Investments,NAS,
AACMX,American Century One Choice Blend+ 2035 Portfolio A Class,USD,"The American Century One Choice Blend+ 2035 Portfolio A Class is a target-date fund designed for investors planning to retire around the year 2035. The fund's asset allocation becomes more conservative over time, shifting from a greater emphasis on stocks to a greater emphasis on bonds as the target date approaches. American Century Investments manages this fund.",Target Date,Target Date,American Investments,NAS,
AACOX,Cavanal Hill Opportunistic Fund Class C,USD,"The Cavanal Hill Opportunistic Fund Class C seeks to generate long-term capital appreciation by investing in a broad range of asset classes and investment strategies. The fund employs an opportunistic approach, seeking to identify undervalued or mispriced assets. Cavanal Hill Investment Management, a subsidiary of BOK Financial Corporation, manages the fund.",Equities,Alternative,Cavanal Hill funds,NAS,
AACPX,American Century One Choice Blend+ 2035 Portfolio R Class,USD,"The American Century One Choice Blend+ 2035 Portfolio R Class is a target-date fund designed for investors planning to retire around the year 2035. The fund's asset allocation becomes more conservative over time, shifting from a greater emphasis on stocks to a greater emphasis on bonds as the target date approaches. American Century Investments manages this fund.",Target Date,Target Date,American Investments,NAS,
AACQX,American Century One Choice Blend+ 2035 Portfolio R6 Class,USD,"The American Century One Choice Blend+ 2035 Portfolio R6 Class is a target-date fund designed for investors planning to retire around the year 2035. The fund's asset allocation becomes more conservative over time, shifting from a greater emphasis on stocks to a greater emphasis on bonds as the target date approaches. American Century Investments manages this fund.",Target Date,Target Date,American Investments,NAS,
AACRX,American Century Strategic Allocation: Conservative Fund R Class,USD,"The American Century Strategic Allocation: Conservative Fund R Class seeks to provide long-term capital appreciation and income through a diversified portfolio of investments. The fund uses a conservative asset allocation strategy, investing primarily in bonds, with smaller allocations to stocks and other asset classes. American Century Investments manages the asset allocation strategy.",Equities,Bonds,American Investments,NAS,
AACSX,American Century Asset Allocation Portfolios Inc. - One Choice Blend 2040 Portfolio Fund,USD,"The American Century Asset Allocation Portfolios Inc. - One Choice Blend 2040 Portfolio Fund is a target-date fund designed for investors planning to retire around the year 2040. The fund's asset allocation becomes more conservative over time, shifting from a greater emphasis on stocks to a greater emphasis on bonds as the target date approaches. American Century Investments manages this fund.",Target Date,Target Date,,NAS,
AACTX,American Funds 2020 Target Date Retirement Fund Class A,USD,"The American Funds 2020 Target Date Retirement Fund Class A is a target-date fund designed for investors planning to retire around the year 2020. The fund's asset allocation becomes more conservative over time, shifting from a greater emphasis on stocks to a greater emphasis on bonds as the target date approaches. American Funds manages this fund.",Target Date,Target Date,American Investments,NAS,
AACUX,American Century One Choice Blend+ 2040 Portfolio I Class,USD,"The American Century One Choice Blend+ 2040 Portfolio I Class is a target-date fund designed for investors planning to retire around the year 2040. The fund's asset allocation becomes more conservative over time, shifting from a greater emphasis on stocks to a greater emphasis on bonds as the target date approaches. American Century Investments manages this fund.",Target Date,Target Date,American Investments,NAS,
AACVX,American Century Asset Allocation Portfolios Inc. - One Choice Blend 2040 Portfolio Fund,USD,"The American Century Asset Allocation Portfolios Inc. - One Choice Blend 2040 Portfolio Fund is a target-date fund designed for investors planning to retire around the year 2040. The fund's asset allocation becomes more conservative over time, shifting from a greater emphasis on stocks to a greater emphasis on bonds as the target date approaches. American Century Investments manages this fund.",Target Date,Target Date,,NAS,
AACWIX,Acadian Collective Investment Trust - Acadian All Country World EX US Equity CIT Fund,USD,"The Acadian Collective Investment Trust - Acadian All Country World EX US Equity CIT Fund seeks long-term capital appreciation by investing primarily in equity securities of companies located outside of the United States. The fund utilizes a quantitative investment approach, seeking to identify undervalued securities. Acadian Asset Management is the investment advisor.",Equities,Equities,,NAS,
AACWX,American Century One Choice Blend+ 2040 Portfolio R Class,USD,"The American Century One Choice Blend+ 2040 Portfolio R Class is a target-date fund designed for investors planning to retire around the year 2040. The fund's asset allocation becomes more conservative over time, shifting from a greater emphasis on stocks to a greater emphasis on bonds as the target date approaches. American Century Investments manages this fund.",Target Date,Target Date,American Investments,NAS,
AACZX,American Century One Choice Blend+ 2040 Portfolio R6 Class,USD,"The American Century One Choice Blend+ 2040 Portfolio R6 Class is a target-date fund designed for investors planning to retire around the year 2040. The fund's asset allocation becomes more conservative over time, shifting from a greater emphasis on stocks to a greater emphasis on bonds as the target date approaches. American Century Investments manages this fund.",Target Date,Target Date,American Investments,NAS,
AADAX,Invesco Select Risk: Growth Investor Fund Class A,USD,"The Invesco Select Risk: Growth Investor Fund Class A seeks capital appreciation by investing in a diversified portfolio of stocks and bonds, with a greater emphasis on stocks. The fund's asset allocation is managed to provide a moderate level of risk. Invesco Advisers, Inc. manages the fund.",Equities,Blend,Invesco Asset Management,NAS,
AADBX,American Beacon Balanced Fund R5 Class,USD,"The American Beacon Balanced Fund R5 Class seeks to provide a balance of current income and capital appreciation. The fund invests in a diversified portfolio of stocks and bonds, with a moderate allocation to equities. American Beacon Advisors, Inc. manages the fund.",Equities,Blend,American Investments,NAS,
AADCX,Invesco Select Risk: Growth Investor Fund Class C,USD,"The Invesco Select Risk: Growth Investor Fund Class C seeks capital appreciation by investing in a diversified portfolio of stocks and bonds, with a greater emphasis on stocks. The fund's asset allocation is managed to provide a moderate level of risk. Invesco Advisers, Inc. manages the fund.",Equities,Blend,Invesco Asset Management,NAS,
AADEX,American Beacon Large Cap Value Fund R5 Class,USD,"The American Beacon Large Cap Value Fund R5 Class seeks to provide long-term capital appreciation by investing primarily in a diversified portfolio of large-capitalization companies that are considered to be undervalued. The fund employs a value investment strategy, focusing on companies with strong fundamentals that are trading at a discount to their intrinsic value. American Beacon Advisors manages the fund.",Equities,Value,American Investments,NAS,
AADGX,Aasgard Small & Mid-Cap Fund No Load Class,USD,"The Aasgard Small & Mid-Cap Fund No Load Class seeks long-term capital appreciation by investing primarily in a diversified portfolio of small and mid-capitalization companies. The fund employs a fundamental, bottom-up investment approach. Aasgard Asset Management manages the fund.",Equities,Small Cap,Aasgard,NAS,
AADHX,American Century One Choice Blend+ 2045 Portfolio Investor Class,USD,"The American Century One Choice Blend+ 2045 Portfolio Investor Class is a target-date fund designed for investors planning to retire around the year 2045. The fund's asset allocation becomes more conservative over time, shifting from a greater emphasis on stocks to a greater emphasis on bonds as the target date approaches. American Century Investments manages this fund.",Target Date,Target Date,American Investments,NAS,
AADIX,Invesco Select Risk: Growth Investor Fund Class R5,USD,"The Invesco Select Risk: Growth Investor Fund Class R5 seeks capital appreciation by investing in a diversified portfolio of stocks and bonds, with a greater emphasis on stocks. The fund's asset allocation is managed to provide a moderate level of risk. Invesco Advisers, Inc. manages the fund.",Equities,Blend,Invesco Asset Management,NAS,
AADJX,American Century One Choice Blend+ 2045 Portfolio I Class,USD,"The American Century One Choice Blend+ 2045 Portfolio I Class is a target-date fund designed for investors planning to retire around the year 2045. The fund's asset allocation becomes more conservative over time, shifting from a greater emphasis on stocks to a greater emphasis on bonds as the target date approaches. American Century Investments manages this fund.",Target Date,Target Date,American Investments,NAS,
AADKX,American Century One Choice Blend+ 2045 Portfolio A Class,USD,"The American Century One Choice Blend+ 2045 Portfolio A Class is a target-date fund designed for investors planning to retire around the year 2045. The fund's asset allocation becomes more conservative over time, shifting from a greater emphasis on stocks to a greater emphasis on bonds as the target date approaches. American Century Investments manages this fund.",Target Date,Target Date,American Investments,NAS,
AADLX,American Century One Choice Blend+ 2045 Portfolio R Class,USD,"The American Century One Choice Blend+ 2045 Portfolio R Class is a target-date fund designed for investors planning to retire around the year 2045. The fund's asset allocation becomes more conservative over time, shifting from a greater emphasis on stocks to a greater emphasis on bonds as the target date approaches. American Century Investments manages this fund.",Target Date,Target Date,American Investments,NAS,
AADMX,American Century One Choice Blend+ 2045 Portfolio R6 Class,USD,"The American Century One Choice Blend+ 2045 Portfolio R6 Class is a target-date fund designed for investors planning to retire around the year 2045. The fund's asset allocation becomes more conservative over time, shifting from a greater emphasis on stocks to a greater emphasis on bonds as the target date approaches. American Century Investments manages this fund.",Target Date,Target Date,American Investments,NAS,
AADNX,American Century One Choice Blend+ 2050 Portfolio Investor Class,USD,"The American Century One Choice Blend+ 2050 Portfolio Investor Class is a target-date fund designed for investors planning to retire around the year 2050. The fund's asset allocation becomes more conservative over time, shifting from a greater emphasis on stocks to a greater emphasis on bonds as the target date approaches. American Century Investments manages this fund.",Target Date,Target Date,American Investments,NAS,
AADOX,American Century One Choice Blend+ 2050 Portfolio I Class,USD,"The American Century One Choice Blend+ 2050 Portfolio I Class is a target-date fund designed for investors planning to retire around the year 2050. The fund's asset allocation becomes more conservative over time, shifting from a greater emphasis on stocks to a greater emphasis on bonds as the target date approaches. American Century Investments manages this fund.",Target Date,Target Date,American Investments,NAS,
AADPX,American Century One Choice Blend+ 2050 Portfolio A Class,USD,"The American Century One Choice Blend+ 2050 Portfolio A Class is a target-date fund designed for investors planning to retire around the year 2050. The fund's asset allocation becomes more conservative over time, shifting from a greater emphasis on stocks to a greater emphasis on bonds as the target date approaches. American Century Investments manages this fund.",Target Date,Target Date,American Investments,NAS,
AADQX,American Century One Choice Blend+ 2050 Portfolio R Class,USD,"The American Century One Choice Blend+ 2050 Portfolio R Class is a target-date fund designed for investors planning to retire around the year 2050. The fund's asset allocation becomes more conservative over time, shifting from a greater emphasis on stocks to a greater emphasis on bonds as the target date approaches. American Century Investments manages this fund.",Target Date,Target Date,American Investments,NAS,
AADRX,Invesco Select Risk: Growth Investor Fund Class R,USD,"The Invesco Select Risk: Growth Investor Fund Class R seeks capital appreciation by investing in a diversified portfolio of stocks and bonds, with a greater emphasis on stocks. The fund's asset allocation is managed to provide a moderate level of risk. Invesco Advisers, Inc. manages the fund.",Equities,Blend,Invesco Asset Management,NAS,
AADSX,Invesco Select Risk: Growth Investor Fund Class S,USD,"The Invesco Select Risk: Growth Investor Fund Class S seeks capital appreciation by investing in a diversified portfolio of stocks and bonds, with a greater emphasis on stocks. The fund's asset allocation is managed to provide a moderate level of risk. Invesco Advisers, Inc. manages the fund.",Equities,Blend,Invesco Asset Management,NAS,
AADTX,American Funds 2025 Target Date Retirement Fund Class A,USD,"The American Funds 2025 Target Date Retirement Fund Class A is a target-date fund designed for investors planning to retire around the year 2025. The fund's asset allocation becomes more conservative over time, shifting from a greater emphasis on stocks to a greater emphasis on bonds as the target date approaches. American Funds manages this fund.",Target Date,Target Date,American Investments,NAS,
AADUX,American Century One Choice Blend+ 2050 Portfolio R6 Class,USD,"The American Century One Choice Blend+ 2050 Portfolio R6 Class is a target-date fund designed for investors planning to retire around the year 2050. The fund's asset allocation becomes more conservative over time, shifting from a greater emphasis on stocks to a greater emphasis on bonds as the target date approaches. American Century Investments manages this fund.",Target Date,Target Date,American Investments,NAS,
AADVX,American Century One Choice Blend+ 2055 Portfolio Investor Class,USD,"The American Century One Choice Blend+ 2055 Portfolio Investor Class is a target-date fund designed for investors planning to retire around the year 2055. The fund's asset allocation becomes more conservative over time, shifting from a greater emphasis on stocks to a greater emphasis on bonds as the target date approaches. American Century Investments manages this fund.",Target Date,Target Date,American Investments,NAS,
AADWX,American Century One Choice Blend+ 2055 Portfolio I Class,USD,"The American Century One Choice Blend+ 2055 Portfolio I Class is a target-date fund designed for investors planning to retire around the year 2055. The fund's asset allocation becomes more conservative over time, shifting from a greater emphasis on stocks to a greater emphasis on bonds as the target date approaches. American Century Investments manages this fund.",Target Date,Target Date,American Investments,NAS,
