symbol,name,currency,summary,category_group,category,family,exchange,mic
0P0001HA7M.NZ,QuayStreet Balanced Fund,NZD,"QuayStreet Balanced Fund is a fund offered by QuayStreet Asset Management, a New Zealand-based investment firm, that invests in a mix of asset classes, including equities and fixed income. The fund aims to provide a balance between capital growth and income. Specific details on the fund's asset allocation and investment strategy would require further information from QuayStreet.",Financials,Blend,QuayStreet Asset Management Limited,NZE,XNZE
0P0001HA7N.NZ,QuayStreet Conservative Fund,NZD,"QuayStreet Conservative Fund is a fund offered by QuayStreet Asset Management, a New Zealand-based investment firm, that invests in a mix of asset classes, with a focus on preserving capital. The fund typically has a higher allocation to fixed income and lower allocation to equities compared to a balanced fund. Specific details on the fund's asset allocation and investment strategy would require further information from QuayStreet.",Alternative,Blend,QuayStreet Asset Management Limited,NZE,XNZE
0P0001HA7O.NZ,QuayStreet Fixed Interest Fund,NZD,"QuayStreet Fixed Interest Fund is a fund offered by QuayStreet Asset Management, a New Zealand-based investment firm, that invests primarily in fixed-interest securities. The fund aims to provide investors with a steady stream of income. Specific details on the fund's investment strategy and the types of fixed-interest securities it invests in would require further information from QuayStreet.",Fixed Income,Bonds,QuayStreet Asset Management Limited,NZE,XNZE
0P0001HA7P.NZ,QuayStreet Growth Fund,NZD,"QuayStreet Growth Fund is a fund offered by QuayStreet Asset Management, a New Zealand-based investment firm, that invests primarily in growth-oriented assets, such as equities. The fund aims to provide investors with long-term capital appreciation. Specific details on the fund's investment strategy and stock selection would require further information from QuayStreet.",Equities,Growth,QuayStreet Asset Management Limited,NZE,XNZE
0P0001HA7Q.NZ,QuayStreet Income Fund,NZD,"QuayStreet Income Fund is a fund offered by QuayStreet Asset Management, a New Zealand-based investment firm, that invests primarily in income-generating assets. The fund aims to provide investors with a regular stream of income. Specific details on the fund's investment strategy and the types of income-generating assets it invests in would require further information from QuayStreet.",Financials,Bonds,QuayStreet Asset Management Limited,NZE,XNZE
0P0001HA7R.NZ,QuayStreet International Equity Fund,NZD,"QuayStreet International Equity Fund is a fund offered by QuayStreet Asset Management, a New Zealand-based investment firm, that invests primarily in equities of companies located outside of New Zealand. The fund aims to provide investors with exposure to international stock markets. Specific details on the fund's investment strategy and stock selection would require further information from QuayStreet.",Equities,Equities,QuayStreet Asset Management Limited,NZE,XNZE
0P0001HA7S.NZ,QuayStreet NZ Equity Fund,NZD,"QuayStreet NZ Equity Fund is a fund offered by QuayStreet Asset Management, a New Zealand-based investment firm, that invests primarily in equities of companies located in New Zealand. The fund aims to provide investors with exposure to the New Zealand stock market. Specific details on the fund's investment strategy and stock selection would require further information from QuayStreet.",Equities,Equities,QuayStreet Asset Management Limited,NZE,XNZE
0P0001HA7T.NZ,QuayStreet Socially Responsible Investment Fund,NZD,"QuayStreet Socially Responsible Investment Fund is a fund offered by QuayStreet Asset Management, a New Zealand-based investment firm, that invests in companies that meet certain environmental, social, and governance (ESG) criteria. The fund aims to provide investors with long-term capital appreciation while promoting socially responsible investing. Specific details on the fund's ESG criteria and investment strategy would require further information from QuayStreet.",Financials,Equities,QuayStreet Asset Management Limited,NZE,XNZE
0P0001HZWF.NZ,JUNO KiwiSaver Balanced Fund,NZD,"JUNO KiwiSaver Balanced Fund is a managed investment fund, part of the KiwiSaver scheme in New Zealand, that aims to provide a balance between capital growth and income. The fund invests in a diversified portfolio of assets, including equities, fixed income, and property. The fund is based in New Zealand, as indicated by the '.NZ' extension.",Alternative,Blend,Pie Funds Management Limited,NZE,XNZE
0P0001HZWG.NZ,JUNO KiwiSaver Conservative Fund,NZD,"JUNO KiwiSaver Conservative Fund is a managed investment fund, part of the KiwiSaver scheme in New Zealand, that aims to provide capital preservation and a steady stream of income. The fund invests primarily in lower-risk assets such as fixed income and cash. The fund is based in New Zealand, as indicated by the '.NZ' extension.",Alternative,Blend,Pie Funds Management Limited,NZE,XNZE
0P0001HZWH.NZ,JUNO KiwiSaver Growth Fund,NZD,"JUNO KiwiSaver Growth Fund is a managed investment fund, part of the KiwiSaver scheme in New Zealand, that aims to provide long-term capital growth. The fund invests primarily in higher-growth assets such as equities. The fund is based in New Zealand, as indicated by the '.NZ' extension.",Alternative,Growth,Pie Funds Management Limited,NZE,XNZE
0P0001I35O.NZ,BNZ YouWealth Balanced Fund,NZD,"BNZ YouWealth Balanced Fund is a balanced investment option within the BNZ YouWealth KiwiSaver scheme, aiming to provide a mix of capital growth and income. The fund invests in a diversified portfolio of assets, including equities, fixed income, and property. The fund is based in New Zealand, as indicated by the '.NZ' extension.",Alternative,Blend,BNZ Investment Services,NZE,XNZE
0P0001I35P.NZ,BNZ YouWealth Balanced Growth Fund,NZD,"BNZ YouWealth Balanced Growth Fund is a managed investment fund, part of the BNZ YouWealth KiwiSaver scheme in New Zealand, which aims to provide a mix of capital growth and income with a slightly higher growth focus than the Balanced Fund. The fund invests in a diversified portfolio of assets, with a greater allocation to equities. The fund is based in New Zealand, as indicated by the '.NZ' extension.",Alternative,Blend,BNZ Investment Services,NZE,XNZE
0P0001I35Q.NZ,BNZ YouWealth Growth Fund,NZD,"BNZ YouWealth Growth Fund is a managed investment fund, part of the BNZ YouWealth KiwiSaver scheme in New Zealand, that aims to provide long-term capital growth. The fund invests primarily in growth assets such as equities. The fund is based in New Zealand, as indicated by the '.NZ' extension.",Alternative,Growth,BNZ Investment Services,NZE,XNZE
0P0001I35R.NZ,BNZ YouWealth Income Fund,NZD,"BNZ YouWealth Income Fund is a managed investment fund, part of the BNZ YouWealth KiwiSaver scheme in New Zealand, which aims to provide a steady stream of income. The fund invests primarily in income-generating assets such as fixed income and cash. The fund is based in New Zealand, as indicated by the '.NZ' extension.",Alternative,Bonds,BNZ Investment Services,NZE,XNZE
0P0001I35S.NZ,BNZ YouWealth Moderate Fund,NZD,"BNZ YouWealth Moderate Fund is a managed investment fund, part of the BNZ YouWealth KiwiSaver scheme in New Zealand, that aims to provide a moderate level of capital growth and income. The fund invests in a diversified portfolio of assets, with a moderate allocation to equities and fixed income. The fund is based in New Zealand, as indicated by the '.NZ' extension.",Alternative,Blend,BNZ Investment Services,NZE,XNZE
0P0001IESU.NZ,Kernel NZ 20 Fund,NZD,"The Kernel NZ 20 Fund is a New Zealand based fund that invests in the top 20 companies listed on the New Zealand Stock Exchange, weighted by market capitalisation. It aims to provide investors with exposure to the New Zealand economy through a diversified portfolio of leading companies. The fund is managed by Kernel Wealth, an Auckland-based investment firm.",Equities,Equities,Kernel Wealth Limited,NZE,XNZE
0P0001IESV.NZ,Kernel NZ Level 9 Fund,NZD,"The Kernel NZ Level 9 Fund is a New Zealand based fund that aims to track the returns of a portfolio constructed to have similar risk characteristics to the overall New Zealand share market but with a higher target level of risk. It provides exposure to a diversified range of New Zealand companies. Kernel Wealth, an Auckland-based investment firm, manages the fund.",Equities,Equities,Kernel Wealth Limited,NZE,XNZE
