symbol,name,currency,summary,category_group,category,family,exchange,mic
0P000070UO.TO,FMOQ Omnibus,CAD,"FMOQ Omnibus refers to a fund that invests in a variety of other funds, offering diversification across asset classes and investment strategies. The fund's objective is to provide a balanced investment solution tailored to the needs of its investors. FMOQ stands for Fédération des médecins omnipraticiens du Québec, suggesting this fund is offered as an investment option for general practitioners in Quebec.",Equities,Canada,Les Fonds D&#39;Investissement FMOQ Inc,TOR,XTSE
0P000070UP.TO,FMOQ Fonds De Placement,CAD,"FMOQ Fonds De Placement translates to FMOQ Investment Funds, indicating a range of investment options available to investors. The funds cater to different risk tolerances and investment objectives. FMOQ stands for Fédération des médecins omnipraticiens du Québec, suggesting these funds are offered as an investment option for general practitioners in Quebec.",Financials,Canada,Les Fonds D&#39;Investissement FMOQ Inc,TOR,XTSE
0P000070V0.TO,Invesco Canadian Fund SeriesSC,CAD,Invesco Canadian Fund Series SC invests primarily in equity securities of Canadian companies. The fund aims to provide long-term capital appreciation by focusing on companies with strong growth potential and sound management. Invesco Canada Ltd. manages the fund.,Equities,Equities,Invesco Asset Management,TOR,XTSE
0P000070V7.TO,Canada Life No-Load Money Market (Portico) Gens,CAD,"Canada Life No-Load Money Market (Portico) Gens invests primarily in short-term, high-quality money market instruments. The fund aims to provide capital preservation and liquidity while generating income. Canada Life is a major Canadian insurance and financial services company, and Portico is a specific product line or platform.",Cash,Money Market Instruments,Canada Life Assurance Co,TOR,XTSE
0P000070VX.TO,Canada Life Government Bond (Portico) Gens,CAD,"Canada Life Government Bond (Portico) Gens invests primarily in Canadian government bonds. The fund aims to provide income and capital appreciation by investing in a portfolio of fixed-income securities issued by the Canadian government. Canada Life is a major Canadian insurance and financial services company, and Portico is a specific product line or platform.",Fixed Income,Government Bonds,Canada Life Assurance Co,TOR,XTSE
0P000070W1.TO,Canada Life Fid NStar Bal Gens,CAD,"Canada Life Fid NStar Bal Gens invests in a balanced portfolio of investments, including equities and fixed income, managed in coordination with Fidelity Investments and NorthStar Asset Management. The fund aims to provide a balance between capital appreciation and income generation. Canada Life is a major Canadian insurance and financial services company.",Equities,Blend,Canada Life Assurance Co,TOR,XTSE
0P000070X7.TO,Sentry U.S. Growth and Income Corporate Class A,CAD,Sentry U.S. Growth and Income Corporate Class A invests primarily in equity securities of U.S. companies with strong growth potential and dividend income. The fund aims to provide a combination of capital appreciation and income while offering tax advantages through its corporate class structure. Sentry Investments Inc. manages the fund.,Equities,Equities,CI Investments Inc,TOR,XTSE
0P000070Y7.TO,Clarica SF Cambridge American Equity Fund A,CAD,"Clarica SF Cambridge American Equity Fund A invests primarily in equity securities of U.S. companies, utilizing an investment approach managed by Cambridge Global Asset Management. The fund aims to provide long-term capital appreciation. Clarica is a brand associated with Sun Life Financial.",Equities,Equities,CI Investments Inc,TOR,XTSE
0P000070YF.TO,NBI Quebec Growth Fund - A,CAD,NBI Quebec Growth Fund - A invests primarily in equity securities of Quebec-based companies with strong growth potential. The fund aims to provide long-term capital appreciation by focusing on companies that contribute to the economic growth of Quebec. National Bank Investments Inc. manages the fund.,Equities,Equities,National Bank Investments Inc,TOR,XTSE
0P000070ZA.TO,IPC ESG Balanced Essentials Portfolio Series A,CAD,"IPC ESG Balanced Essentials Portfolio Series A invests in a diversified portfolio of assets, including equities and fixed income, while incorporating environmental, social, and governance (ESG) factors into its investment decisions. The fund aims to provide a balanced investment solution with a focus on sustainable and responsible investing. IPC Investment Corporation manages the fund.",Equities,Blend,Counsel Portfolio Services Inc,TOR,XTSE
0P00007126.TO,Pembroke Canadian Growth Fund,CAD,"Pembroke Canadian Growth Fund invests primarily in equity securities of Canadian companies with strong growth potential. The fund aims to provide long-term capital appreciation by focusing on companies with innovative products, services, or technologies. Pembroke Management Ltd. manages the fund.",Equities,Growth,Pembroke Private Wealth Management,TOR,XTSE
0P00007127.TO,Pembroke Money Market Fund,CAD,"Pembroke Money Market Fund invests primarily in short-term, high-quality money market instruments. The fund aims to provide capital preservation and liquidity while generating income. Pembroke Management Ltd. manages the fund.",Cash,Money Market Instruments,Pembroke Private Wealth Management,TOR,XTSE
0P0000712B.TO,Clarica MVP Balanced,CAD,"Clarica MVP Balanced invests in a balanced portfolio of assets, including equities and fixed income, designed to provide a mix of capital appreciation and income. The fund's objective is to achieve long-term growth while managing risk through diversification. Clarica is a brand associated with Sun Life Financial, and MVP may refer to a specific investment methodology.",Equities,Blend,CI Investments Inc,TOR,XTSE
0P0000712V.TO,Educators Mortgage &amp; Income,CAD,Educators Mortgage &amp; Income invests primarily in mortgages and other income-producing securities. The fund aims to provide a steady stream of income while preserving capital. It's associated with an organization serving the education community.,Fixed Income,Bonds,Educators Financial Group Inc,TOR,XTSE
0P0000713M.TO,Tradex Bond,CAD,"Tradex Bond invests primarily in fixed-income securities, such as government and corporate bonds. The fund aims to provide income and capital appreciation while managing risk through diversification across various bond maturities and issuers. Tradex Management Inc. manages the fund.",Fixed Income,Bonds,Tradex Management Inc,TOR,XTSE
0P00007146.TO,Pembroke American Growth Fund Inc.,CAD,"Pembroke American Growth Fund Inc. invests primarily in equity securities of U.S. companies with strong growth potential. The fund aims to provide long-term capital appreciation by focusing on companies with innovative products, services, or technologies. Pembroke Management Ltd. manages the fund.",Equities,Growth,Pembroke Private Wealth Management,TOR,XTSE
0P00007149.TO,Mawer International Equity Fund Class A,CAD,Mawer International Equity Fund Class A invests primarily in equity securities of companies located outside of North America. The fund aims to provide long-term capital appreciation by focusing on companies with strong fundamentals and sustainable competitive advantages. Mawer Investment Management Ltd. manages the fund.,Equities,Equities,Mawer Investment Management Ltd,TOR,XTSE
0P0000714C.TO,Mawer Tax Effective Balanced Fund Class A,CAD,"Mawer Tax Effective Balanced Fund Class A invests in a balanced portfolio of assets, including equities and fixed income, with a focus on minimizing taxes. The fund aims to provide a mix of capital appreciation and income while employing tax-efficient investment strategies. Mawer Investment Management Ltd. manages the fund.",Equities,Blend,Mawer Investment Management Ltd,TOR,XTSE
0P0000714D.TO,Mawer Balanced Fund Class A,CAD,"Mawer Balanced Fund Class A invests in a balanced portfolio of assets, including equities and fixed income, designed to provide a mix of capital appreciation and income. The fund's objective is to achieve long-term growth while managing risk through diversification. Mawer Investment Management Ltd. manages the fund.",Equities,Blend,Mawer Investment Management Ltd,TOR,XTSE
0P0000714Q.TO,Assumption/Louisbourg US Equity A,CAD,Assumption/Louisbourg US Equity A invests primarily in equity securities of U.S. companies. The fund aims to provide long-term capital appreciation by focusing on companies with strong growth potential and sound financial performance. The fund is offered through Assumption Life and managed in collaboration with Louisbourg Investments.,Equities,Equities,Assumption Life,TOR,XTSE
0P0000716B.TO,Mawer US Equity A,CAD,Mawer US Equity A invests primarily in equity securities of U.S. companies. The fund aims to provide long-term capital appreciation by focusing on companies with strong fundamentals and sustainable competitive advantages. Mawer Investment Management Ltd. manages the fund.,Equities,Equities,Mawer Investment Management Ltd,TOR,XTSE
0P0000716G.TO,iA Diversified Opportunity Ecoflex &amp; My Education,CAD,"iA Diversified Opportunity Ecoflex & My Education invests in a diversified portfolio of assets, offering a blend of growth and income potential. The fund is designed to be a flexible investment solution adaptable to various life stages. iA Financial Group manages the fund, and the Ecoflex & My Education designations suggest specific features tailored to those programs.",Equities,Blend,Industrial Alliance Insurance and Fin,TOR,XTSE
0P00007173.TO,Mawer Canadian Equity A,CAD,Mawer Canadian Equity A invests primarily in equity securities of Canadian companies. The fund aims to provide long-term capital appreciation by focusing on companies with strong fundamentals and sustainable competitive advantages. Mawer Investment Management Ltd. manages the fund.,Equities,Equities,Mawer Investment Management Ltd,TOR,XTSE
0P0000717M.TO,"Phillips, Hager &amp; North Balanced Fund D",CAD,"Phillips, Hager & North Balanced Fund D invests in a balanced portfolio of assets, including equities and fixed income, designed to provide a mix of capital appreciation and income. The fund's objective is to achieve long-term growth while managing risk through diversification. Phillips, Hager & North Investment Management manages the fund.",Equities,Blend,RBC Global Asset Management,TOR,XTSE
0P0000717X.TO,CI Signature Dividend Legacy II Seg,CAD,"CI Signature Dividend Legacy II Seg invests primarily in dividend-paying stocks and other income-producing securities, aiming to generate income and capital appreciation. The fund utilizes a segregated fund structure, offering potential creditor protection and estate planning benefits. CI Investments Inc. manages the fund.",Equities,Equities,CI Investments Inc,TOR,XTSE
0P0000718U.TO,Scotia CanAm Index,CAD,"Scotia CanAm Index seeks to replicate the performance of a broad market index composed of Canadian and U.S. equities. The fund employs a passive investment strategy, aiming to match the returns of the underlying index. Scotia Asset Management manages the fund.",Equities,Equities,Scotia Asset Management,TOR,XTSE
0P00007190.TO,HSBC AsiaPacific Fund Investor Series,CAD,"HSBC AsiaPacific Fund Investor Series invests primarily in equity securities of companies located in the Asia-Pacific region, excluding Japan. The fund aims to provide long-term capital appreciation by focusing on companies with strong growth potential in emerging and developed Asian markets. HSBC Global Asset Management manages the fund.",Equities,Emerging Markets,HSBC Global Asset Managemen,TOR,XTSE
0P000071A5.TO,FDP US Index Equity Portfolio Series A,CAD,"FDP US Index Equity Portfolio Series A seeks to replicate the performance of a broad market index of U.S. equities. The fund employs a passive investment strategy, aiming to match the returns of the underlying index. FDP stands for a specific financial institution or investment firm.",Equities,Equities,Professionals Financial Mutual Funds Inc,TOR,XTSE
0P000071B9.TO,Fidelity NorthStar Sr A,CAD,"Fidelity NorthStar Sr A invests in a diversified portfolio of assets, aiming to provide a balance between capital appreciation and income generation. The fund is managed in coordination with NorthStar Asset Management, utilizing their expertise in specific asset classes or investment strategies. Fidelity Investments manages the fund.",Equities,Blend,Fidelity Investments,TOR,XTSE
0P000071BR.TO,Working Opportunity Fund Balanced I,CAD,"Working Opportunity Fund Balanced I invests in a balanced portfolio of assets, including equities and fixed income, with a focus on supporting working opportunities or businesses. The fund aims to provide both financial returns and social impact. The fund's specific investment criteria prioritize companies that contribute to job creation or economic development.",Equities,Blend,Penderfund Capital Management Ltd,TOR,XTSE
0P000071C8.TO,Scotia Canadian Dividend Fund Series A,CAD,Scotia Canadian Dividend Fund Series A invests primarily in dividend-paying stocks of Canadian companies. The fund aims to provide income and capital appreciation by focusing on companies with a history of strong dividend payments and sustainable business models. Scotia Asset Management manages the fund.,Equities,Equities,Scotia Asset Management,TOR,XTSE
0P000071CH.TO,Mackenzie Ivy Canadian Balanced Fund - A,CAD,"Mackenzie Ivy Canadian Balanced Fund - A invests in a balanced portfolio of assets, including equities and fixed income, with a focus on Canadian securities. The fund combines Mackenzie Investments' expertise with Ivy Investment Management's value-oriented investment approach. The fund aims to provide a mix of capital appreciation and income.",Equities,Blend,Mackenzie Investments,TOR,XTSE
0P000071CP.TO,"Phillips, Hager &amp; North U.S. Growth Fund D",CAD,"Phillips, Hager & North U.S. Growth Fund D invests primarily in equity securities of U.S. companies with strong growth potential. The fund aims to provide long-term capital appreciation by focusing on companies with innovative products, services, or technologies. Phillips, Hager & North Investment Management manages the fund.",Equities,Growth,RBC Global Asset Management,TOR,XTSE
0P000071CW.TO,Educators Dividend,CAD,Educators Dividend invests primarily in dividend-paying stocks and other income-producing securities. The fund aims to provide a steady stream of income and potential capital appreciation. It's associated with an organization serving the education community.,Equities,Equities,Educators Financial Group Inc,TOR,XTSE
0P000071D5.TO,iA U.S. DAQ Index Ecoflex &amp; My Education,CAD,"iA U.S. DAQ Index Ecoflex & My Education seeks to replicate the performance of the NASDAQ-100 Index, a broad market index of U.S. equities, while also incorporating features related to Ecoflex and My Education programs. The fund employs a passive investment strategy, aiming to match the returns of the underlying index. iA Financial Group manages the fund.",Equities,Equities,Industrial Alliance Insurance and Fin,TOR,XTSE
0P000071DI.TO,Desjardins SocieTerra Growth Portfolio A,CAD,"Desjardins SocieTerra Growth Portfolio A invests in a diversified portfolio of socially responsible investments, including equities and fixed income, with a focus on growth. The fund incorporates environmental, social, and governance (ESG) factors into its investment decisions. Desjardins Investments Inc. manages the fund.",Equities,Blend,Desjardins Investments Inc,TOR,XTSE
0P000071ES.TO,Clarica SF Alpine Canadian Resources,CAD,"Clarica SF Alpine Canadian Resources invests primarily in equity securities of Canadian companies engaged in the exploration, development, production, or distribution of natural resources. The fund aims to provide long-term capital appreciation by focusing on companies in the energy, mining, and forestry sectors. Clarica is a brand associated with Sun Life Financial, and Alpine is the name of the portfolio manager.",Equities,Equities,CI Investments Inc,TOR,XTSE
0P000071GF.TO,Primerica Asset Builder III,CAD,Primerica Asset Builder III is a managed investment product or portfolio designed to help individuals build wealth over time. The specific investment strategy and asset allocation would depend on the product's objectives and risk profile. Primerica Financial Services Inc. is a large financial services company that offers a range of investment products.,Equities,Target Date,Primerica Life Insurance Co of Canada,TOR,XTSE
0P000071HI.TO,Mackenzie Canadian Growth Fund - A,CAD,"Mackenzie Canadian Growth Fund - A invests primarily in equity securities of Canadian companies with strong growth potential. The fund aims to provide long-term capital appreciation by focusing on companies with innovative products, services, or technologies. Mackenzie Investments manages the fund.",Equities,Growth,Mackenzie Investments,TOR,XTSE
0P000071IB.TO,Union-Vie Mer Global Equity Index MSW,CAD,"Union-Vie Mer Global Equity Index MSW seeks to replicate the performance of a broad global equity market index. The fund employs a passive investment strategy, aiming to match the returns of the underlying index. Union-Vie is a financial institution, and MER may refer to the fund's management expense ratio, while MSW could relate to its specific features.",Equities,Equities,"Union-Vie, compagnie mutuelle d&#39;assuranc",TOR,XTSE
0P000071IC.TO,Union-Vie Mercure Municipal-Fisq,CAD,"Union-Vie Mercure Municipal-Fisq invests in municipal bonds or other debt securities, possibly with a focus on Quebec. The fund's objective is to provide income while preserving capital, and the name suggests potential tax advantages for Quebec residents. Union-Vie is a financial institution, and FISQ may relate to its specific features.",Fixed Income,Municipal Bonds,"Union-Vie, compagnie mutuelle d&#39;assuranc",TOR,XTSE
0P000071IN.TO,Foresters Global Index,CAD,"Foresters Global Index seeks to replicate the performance of a broad global equity market index. The fund employs a passive investment strategy, aiming to match the returns of the underlying index. Foresters Financial is a fraternal life insurance society.",Equities,Equities,IOF Foresters,TOR,XTSE
0P000071IO.TO,Foresters Eurasia Index,CAD,"Foresters Eurasia Index seeks to replicate the performance of a broad market index composed of companies in Eurasia. The fund employs a passive investment strategy, aiming to match the returns of the underlying index. Foresters Financial is a fraternal life insurance society.",Equities,Equities,IOF Foresters,TOR,XTSE
0P000071IP.TO,Foresters Canadian Money Market,CAD,"Foresters Canadian Money Market invests primarily in short-term, high-quality money market instruments. The fund aims to provide capital preservation and liquidity while generating income. Foresters Financial is a fraternal life insurance society.",Cash,Money Market Instruments,IOF Foresters,TOR,XTSE
0P000071IQ.TO,Foresters Canadian Index,CAD,"Foresters Canadian Index seeks to replicate the performance of a broad Canadian equity market index. The fund employs a passive investment strategy, aiming to match the returns of the underlying index. Foresters Financial is a fraternal life insurance society.",Equities,Equities,IOF Foresters,TOR,XTSE
0P000071IR.TO,Foresters Canadian Equity,CAD,Foresters Canadian Equity invests primarily in equity securities of Canadian companies. The fund aims to provide long-term capital appreciation by focusing on companies with strong growth potential. Foresters Financial is a fraternal life insurance society.,Equities,Equities,IOF Foresters,TOR,XTSE
0P000071IS.TO,Foresters Canadian Bond,CAD,Foresters Canadian Bond invests primarily in Canadian government and corporate bonds. The fund aims to provide income and capital appreciation while managing risk through diversification. Foresters Financial is a fraternal life insurance society.,Fixed Income,Bonds,IOF Foresters,TOR,XTSE
