symbol,name,currency,summary,category_group,category,family,exchange,mic
0P0000Q88X.MX,Multifondo de Previsi&#195;&#179;n 1 XXI Banorte SIEFORE SA de CV S.I.E.F.R. B2P04,MXN,"Multifondo de Previsión 1 XXI Banorte SIEFORE SA de CV S.I.E.F.R. B2P04 is a Mexican pension fund (SIEFORE) managed by XXI Banorte, part of the Multifondo 1 series geared towards younger workers. The goal is to generate long-term growth for retirement through diverse investments. The fund is managed to build retirement savings.",Financials,Miscellaneous,Afore,MEX,XMEX
0P0000Q88Y.MX,Multifondo de Previsi&#195;&#179;n 1 XXI Banorte SIEFORE SA de CV S.I.E.F.R. B2P05,MXN,Multifondo de Previsión 1 XXI Banorte SIEFORE SA de CV S.I.E.F.R. B2P05 is a Mexican pension fund (SIEFORE) managed by XXI Banorte. It is part of the Multifondo 1 series and is intended for younger workers with a long investment horizon. It strives to provide returns towards retirement savings.,Financials,Miscellaneous,Afore,MEX,XMEX
0P0000Q88Z.MX,Multifondo de Previsi&#195;&#179;n 1 XXI Banorte SIEFORE SA de CV S.I.E.F.R. B2P06,MXN,"Multifondo de Previsión 1 XXI Banorte SIEFORE SA de CV S.I.E.F.R. B2P06 is a Mexican pension fund (SIEFORE) managed by XXI Banorte. It falls under the Multifondo 1 series, designed for younger workers with a long-term investment strategy. Its target is to accumulate retirement savings for its members.",Financials,Miscellaneous,Afore,MEX,XMEX
0P0000Q890.MX,Multifondo de Previsi&#195;&#179;n 1 XXI Banorte SIEFORE SA de CV S.I.E.F.R. B2P07,MXN,"Multifondo de Previsión 1 XXI Banorte SIEFORE SA de CV S.I.E.F.R. B2P07 is a Mexican pension fund (SIEFORE) managed by XXI Banorte. It is designed for younger workers with a long investment timeline, denoted by the Multifondo 1 series. The overall objective of the fund is to generate savings for retirement.",Financials,Miscellaneous,Afore,MEX,XMEX
0P0000Q892.MX,Multifondo de Previsi&#195;&#179;n 1 XXI Banorte SIEFORE SA de CV S.I.E.F.R. B2P08,MXN,"Multifondo de Previsión 1 XXI Banorte SIEFORE SA de CV S.I.E.F.R. B2P08 is a Mexican pension fund (SIEFORE) managed by XXI Banorte. It belongs to the Multifondo 1 series, aimed at younger workers who have a long time until retirement. The fund is managed with the intent of building retirement savings.",Financials,Miscellaneous,Afore,MEX,XMEX
0P0000Q893.MX,Multifondo de Previsi&#195;&#179;n 1 XXI Banorte SIEFORE SA de CV S.I.E.F.R. B2P09,MXN,Multifondo de Previsión 1 XXI Banorte SIEFORE SA de CV S.I.E.F.R. B2P09 is a Mexican pension fund (SIEFORE) managed by XXI Banorte. As a part of the Multifondo 1 series it is intended for younger workers with many years to save for retirement. The ultimate goal is to grow retirement savings through its investment strategies.,Financials,Miscellaneous,Afore,MEX,XMEX
0P0000Q894.MX,Multifondo de Previsi&#195;&#179;n 1 XXI Banorte SIEFORE SA de CV S.I.E.F.R. B2P10,MXN,"Multifondo de Previsión 1 XXI Banorte SIEFORE SA de CV S.I.E.F.R. B2P10 is a Mexican pension fund (SIEFORE) managed by XXI Banorte. It is geared towards younger workers saving for retirement, reflected by its inclusion in the Multifondo 1 series. The fund strives to provide retirement savings for its members.",Financials,Miscellaneous,Afore,MEX,XMEX
0P0000Q895.MX,Multifondo de Previsi&#195;&#179;n 1 XXI Banorte SIEFORE SA de CV S.I.E.F.R. B2V1,MXN,Multifondo de Previsión 1 XXI Banorte SIEFORE SA de CV S.I.E.F.R. B2V1 is a Mexican pension fund (SIEFORE) managed by XXI Banorte. It belongs to the Multifondo 1 series that invests funds with the long term goal of growing the retirement savings of young workers. This fund is part of the investment strategy designed to generate returns for retirement.,Financials,Miscellaneous,Afore,MEX,XMEX
0P0000Q896.MX,Multifondo de Previsi&#195;&#179;n 1 XXI Banorte SIEFORE SA de CV S.I.E.F.R. B2V2,MXN,"Multifondo de Previsión 1 XXI Banorte SIEFORE SA de CV S.I.E.F.R. B2V2 is a Mexican pension fund (SIEFORE) managed by XXI Banorte. Created for younger workers in the Multifondo 1 series, it focuses on retirement savings through a long-term investment strategy. It aims to build retirement funds for its members.",Financials,Miscellaneous,Afore,MEX,XMEX
0P0000Q89B.MX,Multifondo de Previsi&#195;&#179;n 2 XXI Banorte SIEFORE SA de CV S.I.E.F.R. B2C1,MXN,"Multifondo de Previsión 2 XXI Banorte SIEFORE SA de CV S.I.E.F.R. B2C1 is a Mexican pension fund (SIEFORE) managed by XXI Banorte. This is part of the ""Multifondo de Previsión 2"" series, which indicates a specific risk profile and time horizon for workers who are slightly older than those in Multifondo 1. The fund invests in a mix of assets intended to grow retirement savings.",Financials,Miscellaneous,Afore,MEX,XMEX
0P0000Q89C.MX,Multifondo de Previsi&#195;&#179;n 2 XXI Banorte SIEFORE SA de CV S.I.E.F.R. B2C2,MXN,"Multifondo de Previsión 2 XXI Banorte SIEFORE SA de CV S.I.E.F.R. B2C2 is a Mexican pension fund (SIEFORE) managed by XXI Banorte. It's a part of the Multifondo 2 series, designed for workers with a medium-term investment horizon. The fund aims to generate returns for retirement.",Financials,Miscellaneous,Afore,MEX,XMEX
0P0000Q89D.MX,Multifondo de Previsi&#195;&#179;n 2 XXI Banorte SIEFORE SA de CV S.I.E.F.R. B2LP1,MXN,"Multifondo de Previsión 2 XXI Banorte SIEFORE SA de CV S.I.E.F.R. B2LP1 is a Mexican pension fund (SIEFORE) managed by XXI Banorte, designed for workers with a moderate time horizon to retirement (""Multifondo de Previsión 2""). The fund aims to generate returns for retirement savings through a specific investment strategy. It aims to grow wealth for retirement over the medium term.",Financials,Miscellaneous,Afore,MEX,XMEX
0P0000Q89E.MX,Multifondo de Previsi&#195;&#179;n 2 XXI Banorte SIEFORE SA de CV S.I.E.F.R. B2LP2,MXN,"Multifondo de Previsión 2 XXI Banorte SIEFORE SA de CV S.I.E.F.R. B2LP2 is a Mexican pension fund (SIEFORE) managed by XXI Banorte. Part of the Multifondo 2 series, it targets workers with a medium-term investment horizon. The fund is managed in such a way as to obtain retirement savings.",Financials,Miscellaneous,Afore,MEX,XMEX
0P0000Q89F.MX,Multifondo de Previsi&#195;&#179;n 2 XXI Banorte SIEFORE SA de CV S.I.E.F.R. B2O01,MXN,"Multifondo de Previsión 2 XXI Banorte SIEFORE SA de CV S.I.E.F.R. B2O01 is a Mexican pension fund (SIEFORE) managed by XXI Banorte and designed for individuals with a medium-term horizon to retirement, indicated by ""Multifondo de Previsión 2"". It invests in a diversified portfolio aiming to secure retirement savings. It invests with the intent of generating retirement savings.",Financials,Miscellaneous,Afore,MEX,XMEX
0P0000Q89G.MX,Multifondo de Previsi&#195;&#179;n 2 XXI Banorte SIEFORE SA de CV S.I.E.F.R. B2P00,MXN,"Multifondo de Previsión 2 XXI Banorte SIEFORE SA de CV S.I.E.F.R. B2P00 is a Mexican pension fund (SIEFORE) managed by XXI Banorte. As part of the Multifondo 2 series, it serves workers with a medium-term investment timeline. The fund aims to produce retirement savings for its members.",Financials,Pension Plans,Afore,MEX,XMEX
0P0000Q89H.MX,Multifondo de Previsi&#195;&#179;n 2 XXI Banorte SIEFORE SA de CV S.I.E.F.R. B2P01,MXN,"Multifondo de Previsión 2 XXI Banorte SIEFORE SA de CV S.I.E.F.R. B2P01 is a Mexican pension fund (SIEFORE) managed by XXI Banorte. Intended for workers with a medium-term savings window before retirement, this fund is within the Multifondo 2 series. It invests in a diverse portfolio aiming to provide savings for retirement.",Financials,Pension Plans,Afore,MEX,XMEX
0P0000Q89I.MX,Multifondo de Previsi&#195;&#179;n 2 XXI Banorte SIEFORE SA de CV S.I.E.F.R. B2P02,MXN,"Multifondo de Previsión 2 XXI Banorte SIEFORE SA de CV S.I.E.F.R. B2P02 is a Mexican pension fund (SIEFORE) managed by XXI Banorte, part of the Multifondo 2 series targeted towards workers with a medium-term horizon to retirement. The fund is managed with the intent of providing retirement income. Its investment strategies work to accumulate wealth for its members retirement.",Financials,Pension Plans,Afore,MEX,XMEX
0P0000Q89J.MX,Multifondo de Previsi&#195;&#179;n 2 XXI Banorte SIEFORE SA de CV S.I.E.F.R. B2P03,MXN,Multifondo de Previsión 2 XXI Banorte SIEFORE SA de CV S.I.E.F.R. B2P03 is a Mexican pension fund (SIEFORE) managed by XXI Banorte. As a part of the Multifondo 2 series it is structured for workers with a medium-term investment horizon. The fund invests and accumulates wealth for future retirement payouts.,Financials,Pension Plans,Afore,MEX,XMEX
0P0000Q89K.MX,Multifondo de Previsi&#195;&#179;n 2 XXI Banorte SIEFORE SA de CV S.I.E.F.R. B2P04,MXN,"Multifondo de Previsión 2 XXI Banorte SIEFORE SA de CV S.I.E.F.R. B2P04 is a Mexican pension fund (SIEFORE) managed by XXI Banorte. Part of the Multifondo 2 series, it is specifically designed for individuals with a medium time frame before retirement. This fund aims to provide the means to retire comfortably through strategic and diverse investments.",Financials,Pension Plans,Afore,MEX,XMEX
0P0000Q89L.MX,Multifondo de Previsi&#195;&#179;n 2 XXI Banorte SIEFORE SA de CV S.I.E.F.R. B2P05,MXN,Multifondo de Previsión 2 XXI Banorte SIEFORE SA de CV S.I.E.F.R. B2P05 is a Mexican pension fund (SIEFORE) managed by XXI Banorte. The fund is for workers nearing retirement in the medium term and is part of the Multifondo 2 series. It aims to generate retirement savings through investments.,Financials,Pension Plans,Afore,MEX,XMEX
0P0000Q89M.MX,Multifondo de Previsi&#195;&#179;n 2 XXI Banorte SIEFORE SA de CV S.I.E.F.R. B2P06,MXN,"Multifondo de Previsión 2 XXI Banorte SIEFORE SA de CV S.I.E.F.R. B2P06 is a Mexican pension fund (SIEFORE) managed by XXI Banorte. It is specifically designed for individuals with a medium-term time horizon before retirement, as part of the Multifondo 2 series. The fund invests in diverse portfolios intending to accumulate wealth for payouts during retirement.",Financials,Pension Plans,Afore,MEX,XMEX
0P0000Q89N.MX,Multifondo de Previsi&#195;&#179;n 2 XXI Banorte SIEFORE SA de CV S.I.E.F.R. B2P07,MXN,Multifondo de Previsión 2 XXI Banorte SIEFORE SA de CV S.I.E.F.R. B2P07 is a Mexican pension fund (SIEFORE) managed by XXI Banorte. It serves individuals with a medium-term time frame before retirement and is part of the Multifondo 2 series. The fund strives to provide savings for the retirement years of its members.,Financials,Pension Plans,Afore,MEX,XMEX
0P0000Q89O.MX,Multifondo de Previsi&#195;&#179;n 2 XXI Banorte SIEFORE SA de CV S.I.E.F.R. B2P08,MXN,"Multifondo de Previsión 2 XXI Banorte SIEFORE SA de CV S.I.E.F.R. B2P08 is a Mexican pension fund (SIEFORE) managed by XXI Banorte, falling within the Multifondo 2 series, and designed for individuals within a medium term range of retirement. It follows an investment strategy designed to accumulate assets for payout during their retirement. It is managed with the purpose of providing income for their members later in life.",Financials,Pension Plans,Afore,MEX,XMEX
0P0000Q89P.MX,Multifondo de Previsi&#195;&#179;n 2 XXI Banorte SIEFORE SA de CV S.I.E.F.R. B2P09,MXN,"Multifondo de Previsión 2 XXI Banorte SIEFORE SA de CV S.I.E.F.R. B2P09 is a Mexican pension fund (SIEFORE) managed by XXI Banorte, designated for workers who are in the medium phase toward retirement and as part of the Multifondo 2 series. The goal of this fund is to utilize investment strategies to grow wealth for the workers. The fund is managed in such a way as to have the ability to pay during their retirement.",Financials,Pension Plans,Afore,MEX,XMEX
0P0000Q89Q.MX,Multifondo de Previsi&#195;&#179;n 2 XXI Banorte SIEFORE SA de CV S.I.E.F.R. B2P10,MXN,"Multifondo de Previsión 2 XXI Banorte SIEFORE SA de CV S.I.E.F.R. B2P10 is a Mexican pension fund (SIEFORE) managed by XXI Banorte, developed for employees in their middle years, and designated as Multifondo 2. The investments are structured for the long term accumulation of funds which can be used later in life for retirement benefits and income. With strategic investing they aim to help provide a comfortable and fulfilling retirement.",Financials,Pension Plans,Afore,MEX,XMEX
0P0000Q89R.MX,Multifondo de Previsi&#195;&#179;n 2 XXI Banorte SIEFORE SA de CV S.I.E.F.R. B2V1,MXN,Multifondo de Previsión 2 XXI Banorte SIEFORE SA de CV S.I.E.F.R. B2V1 is a Mexican pension fund (SIEFORE) managed by XXI Banorte. Designed for workers within the Multifondo 2 series which caters to people who are in the middle of their careers and are making progress toward retirement. The investments are focused on the growing of assets and funds which will later pay out a retirement benefits and income. The fund strives to provide the means to retire comfortably through strategic investments.,Financials,Pension Plans,Afore,MEX,XMEX
0P0000Q89S.MX,Multifondo de Previsi&#195;&#179;n 2 XXI Banorte SIEFORE SA de CV S.I.E.F.R. B2V2,MXN,Multifondo de Previsión 2 XXI Banorte SIEFORE SA de CV S.I.E.F.R. B2V2 is a Mexican pension fund (SIEFORE) managed by XXI Banorte. The fund provides services to workers within the Multifondo 2 system which is to help people who are in their mid-level careers. Using strategic investing techniques they seek to provide the means,Financials,Pension Plans,Afore,MEX,XMEX
1SSEMYM1.MX,Moltifondo De Prevision 3 Banorte Generali Siefore SA De CV,MXN,"Moltifondo De Prevision 3 Banorte Generali Siefore SA De CV is a pension fund offered by Banorte Generali Siefore in Mexico, designed to provide retirement savings solutions for its members, and the ""3"" indicates a specific risk profile or investment strategy within the range of Moltifondo options.",Financials,Alternative,,MEX,XMEX
1SSEMYMA2.MX,Moltifondo De Prevision 3 Banorte Generali Siefore SA De CV,MXN,"Moltifondo De Prevision 3 Banorte Generali Siefore SA De CV is a pension fund offered by Banorte Generali Siefore in Mexico, designed to provide retirement savings solutions for its members, and the ""3"" indicates a specific risk profile or investment strategy within the range of Moltifondo options.",Financials,Alternative,,MEX,XMEX
1SSEMYMB201.MX,Moltifondo De Prevision 3 Banorte Generali Siefore SA De CV,MXN,"Moltifondo De Prevision 3 Banorte Generali Siefore SA De CV is a pension fund offered by Banorte Generali Siefore in Mexico, designed to provide retirement savings solutions for its members, and the ""3"" indicates a specific risk profile or investment strategy within the range of Moltifondo options.",Financials,Alternative,,MEX,XMEX
ACOP0001.MX,"Siefore Coppel Basica 0, S.A. De C.V.",MXN,"Siefore Coppel Basica 0, S.A. De C.V. is a Mexican pension fund (Siefore) designed for younger workers with a long investment horizon. It invests in a mix of asset classes, with a higher allocation to equities to generate long-term growth. Coppel is a Mexican retailer and financial services company that manages the Siefore.",Alternatives,Emerging Markets,,MEX,XMEX
ACOP000A2.MX,"Siefore Coppel Basica 0, S.A. De C.V.",MXN,"Siefore Coppel Basica 0, S.A. De C.V. is a Mexican pension fund (Siefore) designed for younger workers with a long investment horizon. It invests in a mix of asset classes, with a higher allocation to equities to generate long-term growth. Coppel is a Mexican retailer and financial services company that manages the Siefore.",Alternatives,Emerging Markets,,MEX,XMEX
ACOP000B2.MX,"Siefore Coppel Basica 0, S.A. De C.V.",MXN,"Siefore Coppel Basica 0, S.A. De C.V. is a Mexican pension fund (Siefore) designed for younger workers with a long investment horizon. It invests in a mix of asset classes, with a higher allocation to equities to generate long-term growth. Coppel is a Mexican retailer and financial services company that manages the Siefore.",Alternatives,Emerging Markets,,MEX,XMEX
ACOP559A1.MX,SIEFORE Coppel B&#195;&#161;sica 1 SA de CV S.I.E.F.R. A1,MXN,SIEFORE Coppel B&#195;&#161;sica 1 SA de CV S.I.E.F.R. A1 is a Mexican pension fund (Siefore) targeted towards workers in a specific age range (likely those born around 1955-1959). It invests in a mix of asset classes to provide retirement savings. Coppel is a Mexican retailer and financial services company that manages the Siefore.,Alternatives,Emerging Markets,Afore,MEX,XMEX
ACOP559A2.MX,SIEFORE Coppel B&#195;&#161;sica 1 SA de CV S.I.E.F.R. A2,MXN,SIEFORE Coppel B&#195;&#161;sica 1 SA de CV S.I.E.F.R. A2 is a Mexican pension fund (Siefore) targeted towards workers in a specific age range (likely those born around 1955-1959). It invests in a mix of asset classes to provide retirement savings. Coppel is a Mexican retailer and financial services company that manages the Siefore.,Alternatives,Emerging Markets,Afore,MEX,XMEX
ACOP559B2.MX,SIEFORE Coppel B&#195;&#161;sica 1 SA de CV S.I.E.F.R. B2,MXN,SIEFORE Coppel B&#195;&#161;sica 1 SA de CV S.I.E.F.R. B2 is a Mexican pension fund (Siefore) targeted towards workers in a specific age range (likely those born around 1955-1959). It invests in a mix of asset classes to provide retirement savings. Coppel is a Mexican retailer and financial services company that manages the Siefore.,Alternatives,Emerging Markets,Afore,MEX,XMEX
ACOP604A1.MX,SIEFORE Coppel B&#195;&#161;sica 2 SA de CV S.I.E.F.R. A1,MXN,SIEFORE Coppel B&#195;&#161;sica 2 SA de CV S.I.E.F.R. A1 is a Mexican pension fund (Siefore) targeted towards workers in a specific age range (likely those born around 1960-1964). It invests in a mix of asset classes to provide retirement savings. Coppel is a Mexican retailer and financial services company that manages the Siefore.,Alternatives,Emerging Markets,Afore,MEX,XMEX
ACOP604A2.MX,SIEFORE Coppel B&#195;&#161;sica 2 SA de CV S.I.E.F.R. A2,MXN,SIEFORE Coppel B&#195;&#161;sica 2 SA de CV S.I.E.F.R. A2 is a Mexican pension fund (Siefore) targeted towards workers in a specific age range (likely those born around 1960-1964). It invests in a mix of asset classes to provide retirement savings. Coppel is a Mexican retailer and financial services company that manages the Siefore.,Alternatives,Emerging Markets,Afore,MEX,XMEX
ACOP604B2.MX,SIEFORE Coppel B&#195;&#161;sica 2 SA de CV S.I.E.F.R. B2,MXN,SIEFORE Coppel B&#195;&#161;sica 2 SA de CV S.I.E.F.R. B2 is a Mexican pension fund (Siefore) targeted towards workers in a specific age range (likely those born around 1960-1964). It invests in a mix of asset classes to provide retirement savings. Coppel is a Mexican retailer and financial services company that manages the Siefore.,Alternatives,Emerging Markets,Afore,MEX,XMEX
ACOP6591.MX,Siefore Coppel Basica 65-9 S.A. De C.V.,MXN,"Siefore Coppel Basica 65-9 S.A. De C.V. is a Mexican pension fund (Siefore) designed for workers born between 1965 and 1969. It is a retirement savings fund, investing in a diversified portfolio. The fund is managed by Coppel.",Alternatives,Emerging Markets,,MEX,XMEX
ACOP659A2.MX,Siefore Coppel Basica 65-9 S.A. De C.V.,MXN,"Siefore Coppel Basica 65-9 S.A. De C.V. is a Mexican pension fund (Siefore) designed for workers born between 1965 and 1969. It is a retirement savings fund, investing in a diversified portfolio. The fund is managed by Coppel.",Alternatives,Emerging Markets,,MEX,XMEX
ACOP659B2.MX,Siefore Coppel Basica 65-9 S.A. De C.V.,MXN,"Siefore Coppel Basica 65-9 S.A. De C.V. is a Mexican pension fund (Siefore) designed for workers born between 1965 and 1969. It is a retirement savings fund, investing in a diversified portfolio. The fund is managed by Coppel.",Alternatives,Emerging Markets,,MEX,XMEX
ACOP7041.MX,Siefore Coppel Basica 70-4 S.A. De C.V.,MXN,"Siefore Coppel Basica 70-4 S.A. De C.V. is a Mexican pension fund (Siefore) designed for workers born between 1970 and 1974. It is a retirement savings fund, investing in a diversified portfolio. The fund is managed by Coppel.",Alternatives,Emerging Markets,,MEX,XMEX
ACOP704A2.MX,Siefore Coppel Basica 70-4 S.A. De C.V.,MXN,"Siefore Coppel Basica 70-4 S.A. De C.V. is a Mexican pension fund (Siefore) designed for workers born between 1970 and 1974. It is a retirement savings fund, investing in a diversified portfolio. The fund is managed by Coppel.",Alternatives,Emerging Markets,,MEX,XMEX
ACOP704B2.MX,Siefore Coppel Basica 70-4 S.A. De C.V.,MXN,"Siefore Coppel Basica 70-4 S.A. De C.V. is a Mexican pension fund (Siefore) designed for workers born between 1970 and 1974. It is a retirement savings fund, investing in a diversified portfolio. The fund is managed by Coppel.",Alternatives,Emerging Markets,,MEX,XMEX
ACOP7591.MX,SIEFORE Coppel B&#195;&#161;sica 3 SA de CV S.I.E.F.R. 1,MXN,SIEFORE Coppel B&#195;&#161;sica 3 SA de CV S.I.E.F.R. 1 is a Mexican pension fund (Siefore) targeted towards workers in a specific age range (likely those born around 1975-1979). It invests in a mix of asset classes to provide retirement savings. Coppel is a Mexican retailer and financial services company that manages the Siefore.,Alternatives,Emerging Markets,Afore,MEX,XMEX
ACOP759A2.MX,SIEFORE Coppel B&#195;&#161;sica 3 SA de CV S.I.E.F.R. A2,MXN,SIEFORE Coppel B&#195;&#161;sica 3 SA de CV S.I.E.F.R. A2 is a Mexican pension fund (Siefore) targeted towards workers in a specific age range (likely those born around 1975-1979). It invests in a mix of asset classes to provide retirement savings. Coppel is a Mexican retailer and financial services company that manages the Siefore.,Alternatives,Emerging Markets,Afore,MEX,XMEX
ACOP759B2.MX,SIEFORE Coppel B&#195;&#161;sica 3 SA de CV S.I.E.F.R. B2,MXN,SIEFORE Coppel B&#195;&#161;sica 3 SA de CV S.I.E.F.R. B2 is a Mexican pension fund (Siefore) targeted towards workers in a specific age range (likely those born around 1975-1979). It invests in a mix of asset classes to provide retirement savings. Coppel is a Mexican retailer and financial services company that manages the Siefore.,Alternatives,Emerging Markets,Afore,MEX,XMEX
