symbol,name,currency,summary,category_group,category,family,exchange,mic
0P00008SPT.HK,Hang Seng Mandatory Provident Fund-SuperTrust Plus-European Equity Fund,HKD,"Hang Seng Mandatory Provident Fund-SuperTrust Plus-European Equity Fund is an equity fund focused on European markets within the Hang Seng Mandatory Provident Fund (MPF) SuperTrust Plus scheme in Hong Kong. The fund invests primarily in stocks of companies listed in Europe, aiming to provide long-term capital growth. It is designed for individuals seeking exposure to the European equity market for their retirement savings.",Equities,Equities,Hang Seng Investment Management Ltd,HKG,XHKG
0P00008SPU.HK,Hang Seng Mandatory Provident Fund-SuperTrust Plus-Core Accumulation,HKD,"Hang Seng Mandatory Provident Fund-SuperTrust Plus-Core Accumulation is a balanced investment option within the Hang Seng Mandatory Provident Fund (MPF) SuperTrust Plus scheme in Hong Kong. It aims to provide long-term capital growth by investing in a diversified portfolio of assets, including equities and fixed income. This fund is designed for individuals seeking a core investment strategy for their retirement savings.",Equities,Blend,Hang Seng Investment Management Ltd,HKG,XHKG
0P00008SPV.HK,HSBC Mandatory Provident Fund-SuperTrust Plus Balanced Fund,HKD,"HSBC Mandatory Provident Fund-SuperTrust Plus Balanced Fund is a balanced investment option within the HSBC Mandatory Provident Fund (MPF) SuperTrust Plus scheme in Hong Kong. The fund aims to provide long-term capital growth by investing in a mix of equities, bonds, and other asset classes. It is designed for individuals seeking a diversified investment portfolio for their retirement savings.",Equities,Blend,HSBC Global Asset Managemen,HKG,XHKG
0P00008SRL.HK,BCOM Joyful Retirement MPF Scheme-BCOM Stable Growth (CF) Fund,HKD,"BCOM Joyful Retirement MPF Scheme-BCOM Stable Growth (CF) Fund is a stable growth investment option within the BCOM Joyful Retirement MPF Scheme in Hong Kong. This fund invests in a mix of equities and fixed income, aiming to provide a balance between capital growth and stability. It caters to individuals seeking moderate growth potential with a controlled level of risk in their retirement savings.",Equities,Blend,Bank of Communications Trustee,HKG,XHKG
0P00008SRM.HK,BCOM Joyful Retirement MPF Scheme-BCOM Balanced (CF) Fund,HKD,"BCOM Joyful Retirement MPF Scheme-BCOM Balanced (CF) Fund is a balanced investment option within the BCOM Joyful Retirement MPF Scheme in Hong Kong. The fund aims to provide long-term capital growth by investing in a diversified portfolio of equities, bonds, and other asset classes. It is designed for individuals seeking a mix of growth and stability in their retirement savings.",Equities,Blend,Bank of Communications Trustee,HKG,XHKG
0P00008SSP.HK,BCT (MPF) Industry Choice-BCT (Industry) E70 Mixed Asset Fund,HKD,"BCT (MPF) Industry Choice-BCT (Industry) E70 Mixed Asset Fund is a mandatory provident fund (MPF) scheme in Hong Kong offering a mixed asset portfolio with approximately 70% exposure to equities, potentially focused on specific industry sectors. The fund aims to provide long-term capital appreciation by investing in a diversified mix of stocks and bonds. It caters to individuals seeking a balance between growth and stability within their retirement savings, potentially with an industry-specific focus.",Equities,Blend,Bank Consortium,HKG,XHKG
0P00008ST5.HK,BOC-Prudential Easy-Choice MPF Scheme-BOC-Prudential Hong Kong Equity Fund,HKD,"BOC-Prudential Easy-Choice MPF Scheme-BOC-Prudential Hong Kong Equity Fund is an equity fund within the BOC-Prudential Easy-Choice MPF Scheme in Hong Kong. It invests primarily in stocks of companies listed in Hong Kong, aiming to provide long-term capital growth. It is designed for individuals seeking exposure to the Hong Kong equity market for their retirement savings.",Equities,Equities,BOCI Asset Management,HKG,XHKG
0P00008STA.HK,Sun Life Rainbow MPF Scheme-Sun Life MPF Growth Fund A,HKD,Sun Life Rainbow MPF Scheme-Sun Life MPF Growth Fund A is an investment fund within the Sun Life Rainbow MPF Scheme in Hong Kong. The fund aims to achieve long-term capital growth by investing primarily in equities. It is designed for individuals seeking higher growth potential for their retirement savings.,Equities,Equities,Sun Life Hong Kong Limited,HKG,XHKG
0P00008STO.HK,Allianz Global Investors MPF Plan-Allianz Capital Stable Fund - B,HKD,"Allianz Global Investors MPF Plan-Allianz Capital Stable Fund - B is a capital stable fund option within the Allianz Global Investors MPF Plan. The fund seeks to provide a steady stream of income and capital preservation by investing in a mix of lower-risk assets, such as bonds and money market instruments. It caters to individuals who prefer a more conservative investment approach for their retirement savings.",Fixed Income,Bonds,Allianz Global Investors,HKG,XHKG
0P00008SU0.HK,Hang Seng Mandatory Provident Fund-SuperTrust Plus-Guaranteed Fund,HKD,"Hang Seng Mandatory Provident Fund-SuperTrust Plus-Guaranteed Fund is a guaranteed fund within the Hang Seng Mandatory Provident Fund (MPF) SuperTrust Plus scheme in Hong Kong. The fund aims to provide a guaranteed return on investment, typically with a low-risk investment strategy. It is designed for individuals seeking a secure and predictable return on their retirement savings.",Fixed Income,Alternative,Hang Seng Investment Management Ltd,HKG,XHKG
0P00008SU1.HK,Hang Seng Mandatory Provident Fund-SuperTrust Plus-HSI Tracking Fund,HKD,Hang Seng Mandatory Provident Fund-SuperTrust Plus-HSI Tracking Fund is an index-tracking fund within the Hang Seng Mandatory Provident Fund (MPF) SuperTrust Plus scheme in Hong Kong. The fund aims to replicate the performance of the Hang Seng Index (HSI) by investing in stocks that constitute the index. It is designed for individuals seeking exposure to the overall Hong Kong stock market for their retirement savings.,Equities,Equities,Hang Seng Investment Management Ltd,HKG,XHKG
0P00008SU2.HK,Hang Seng Mandatory Provident Fund-SuperTrust Plus-Hong Kong and Chinese Equity Fund,HKD,"Hang Seng Mandatory Provident Fund-SuperTrust Plus-Hong Kong and Chinese Equity Fund is an equity fund within the Hang Seng Mandatory Provident Fund (MPF) SuperTrust Plus scheme in Hong Kong. The fund invests primarily in stocks of companies listed in Hong Kong and China, aiming to provide long-term capital growth. It is designed for individuals seeking exposure to both the Hong Kong and Chinese equity markets for their retirement savings.",Equities,Equities,Hang Seng Investment Management Ltd,HKG,XHKG
0P00008SU3.HK,Hang Seng Mandatory Provident Fund-SuperTrust Plus-North American Equity Fund,HKD,"Hang Seng Mandatory Provident Fund-SuperTrust Plus-North American Equity Fund is an equity fund within the Hang Seng Mandatory Provident Fund (MPF) SuperTrust Plus scheme in Hong Kong. The fund invests primarily in stocks of companies listed in North America, aiming to provide long-term capital growth. It is designed for individuals seeking exposure to the North American equity market for their retirement savings.",Equities,Equities,Hang Seng Investment Management Ltd,HKG,XHKG
0P00008SUD.HK,HSBC Mandatory Provident Fund-SuperTrust Plus North American Equity Fund,HKD,HSBC Mandatory Provident Fund-SuperTrust Plus North American Equity Fund is an equity fund that focuses on North American equities within the HSBC Mandatory Provident Fund (MPF) SuperTrust Plus scheme. The fund's goal is long-term capital appreciation through investments in companies listed in North American markets. It aims to provide investors with exposure to the growth potential of the North American economy.,Equities,Equities,HSBC Global Asset Managemen,HKG,XHKG
0P00008SUL.HK,Sun Life MPF Comprehensive Scheme Conservative Porttfolio,HKD,"Sun Life MPF Comprehensive Scheme Conservative Porttfolio is a conservative investment portfolio within the Sun Life MPF Comprehensive Scheme. This portfolio is designed for individuals seeking capital preservation and lower risk, primarily investing in fixed-income securities and other lower-volatility assets. It aims to provide stable returns for retirement savings.",Fixed Income,Bonds,Sun Life Hong Kong Limited,HKG,XHKG
0P00008SUQ.HK,Sun Life MPF Comprehensive Scheme International Equity Portfolio,HKD,Sun Life MPF Comprehensive Scheme International Equity Portfolio is an investment portfolio within the Sun Life MPF Comprehensive Scheme that focuses on international equities. The fund's goal is to provide long-term capital growth by investing in a diversified portfolio of companies from around the world. It aims to offer exposure to global equity markets for retirement savings.,Equities,Equities,Sun Life Hong Kong Limited,HKG,XHKG
0P00008SUR.HK,Sun Life MPF Comprehensive Scheme Stable Growth Portfolio,HKD,"Sun Life MPF Comprehensive Scheme Stable Growth Portfolio is an investment portfolio within the Sun Life MPF Comprehensive Scheme that aims for stable growth. It invests in a mix of assets, including equities and fixed income, to provide a balance between growth and risk. This portfolio caters to individuals seeking moderate growth potential for their retirement savings.",Equities,Blend,Sun Life Hong Kong Limited,HKG,XHKG
0P00008SUS.HK,Sun Life MPF Comprehensive Scheme Stable Portfolio,HKD,"Sun Life MPF Comprehensive Scheme Stable Portfolio is a stable investment portfolio within the Sun Life MPF Comprehensive Scheme. This portfolio aims to provide stable returns with a focus on capital preservation, investing primarily in fixed-income securities and lower-risk assets. It is designed for individuals seeking a conservative approach to their retirement savings.",Fixed Income,Bonds,Sun Life Hong Kong Limited,HKG,XHKG
0P00008SUX.HK,Manulife Global Select (MPF) Scheme-Manulife MPF Conservative Fund,HKD,Manulife Global Select (MPF) Scheme-Manulife MPF Conservative Fund is a conservative fund offered within the Manulife Global Select (MPF) Scheme. It focuses on capital preservation and low volatility by investing primarily in fixed-income securities and other lower-risk assets. This fund caters to individuals seeking a stable and secure investment option for their retirement savings.,Fixed Income,Bonds,Manulife Investment Management (Hong Kong) Limited,HKG,XHKG
0P00008SVG.HK,Principal MPF Scheme Series 800-Principal Long Term Guaranteed Fund D,HKD,"Principal MPF Scheme Series 800-Principal Long Term Guaranteed Fund D is a guaranteed fund within the Principal MPF Scheme Series 800. This fund provides a guaranteed rate of return over the long term, offering a secure and predictable investment option for retirement savings. It typically invests in low-risk assets to ensure the guaranteed return.",Fixed Income,Alternative,Principal Trust Company (Asia) Limited,HKG,XHKG
0P00008VB8.HK,BCT (MPF) Pro Choice-BCT (Pro) E30 Mixed Asset Fund,HKD,"BCT (MPF) Pro Choice-BCT (Pro) E30 Mixed Asset Fund is a mandatory provident fund (MPF) scheme in Hong Kong, offering a mixed asset portfolio with approximately 30% exposure to equities. The fund aims to provide long-term capital appreciation by investing in a diversified mix of stocks and bonds. It caters to individuals seeking a balance between growth and stability within their retirement savings.",Equities,Blend,Bank Consortium,HKG,XHKG
0P00008VBC.HK,Manulife Global Select (MPF) Scheme-Manulife MPF International Equity Fund,HKD,"Manulife Global Select (MPF) Scheme-Manulife MPF International Equity Fund is an investment fund within the Manulife Global Select (MPF) Scheme that invests in international equities. The fund aims to achieve long-term capital appreciation by investing primarily in stocks of companies from around the world, excluding the domestic market. It is designed for individuals seeking international equity exposure for their retirement savings.",Equities,Equities,Manulife Investment Management (Hong Kong) Limited,HKG,XHKG
0P0000CQ8Y.HK,BOCHK China Consumption Growth A,HKD,BOCHK China Consumption Growth A is a fund offered by Bank of China Hong Kong (BOCHK). It focuses on investing in companies that are expected to benefit from the growth of consumption in China. The fund aims to provide investors with long-term capital appreciation by capitalizing on the increasing purchasing power of the Chinese consumer.,Consumer Discretionary,Equities,BOCI Asset Management,HKG,XHKG
0P0000FXHL.HK,Hang Seng Mainland China Bond A Inc,HKD,"The Hang Seng Mainland China Bond A Inc fund focuses on investing in bonds issued in Mainland China. It seeks to provide investors with income by investing primarily in RMB-denominated debt instruments traded on the China Interbank Bond Market. Hang Seng Bank Limited serves as the investment manager, aiming to capture the growth potential of the Chinese bond market.",Fixed Income,Bonds,Hang Seng Investment Management Ltd,HKG,XHKG
0P0000FYUD.HK,BCT (MPF) Pro Choice-BCT (Pro) European Equity Fund,HKD,BCT (MPF) Pro Choice-BCT (Pro) European Equity Fund is a European equity fund available under the BCT (MPF) Pro Choice scheme in Hong Kong. It focuses on investments in European equities. The BCT (Pro) refers to a specific series or investment option within the MPF scheme.,Equities,Equities,Bank Consortium,HKG,XHKG
0P0000GF57.HK,BCOM Joyful Retirement MPF Scheme-BCOM Hong Kong Dynamic Equity (CF) Fund,HKD,BCOM Joyful Retirement MPF Scheme-BCOM Hong Kong Dynamic Equity (CF) Fund is a Mandatory Provident Fund (MPF) scheme in Hong Kong that invests primarily in Hong Kong equities. The fund aims to achieve long-term capital growth by actively managing a portfolio of companies listed on the Hong Kong Stock Exchange. It is managed by Bank of Communications Trustee Limited.,Equities,Equities,Bank of Communications Trustee,HKG,XHKG
0P0000I0RS.HK,Fidelity Retirement Master Trust-Fidelity SaveEasy 2040 Fund,HKD,"Fidelity Retirement Master Trust-Fidelity SaveEasy 2040 Fund is a target date retirement fund offered within the Fidelity Retirement Master Trust. This fund is designed for individuals planning to retire around the year 2040. The fund's asset allocation will become more conservative over time as the target date approaches, shifting from growth-oriented investments to more stable, income-generating assets.",Financials,Blend,FIL Investment Management (HK) Ltd,HKG,XHKG
0P0000I0RW.HK,Fidelity Retirement Master Trust-Fidelity SaveEasy 2020 Fund,HKD,"Fidelity Retirement Master Trust-Fidelity SaveEasy 2020 Fund is a target date retirement fund offered within the Fidelity Retirement Master Trust. This fund is designed for individuals planning to retire around the year 2020. The fund's asset allocation is very conservative, emphasizing income generation and capital preservation as the target date has already passed.",Financials,Blend,FIL Investment Management (HK) Ltd,HKG,XHKG
0P0000INT3.HK,BCT (MPF) Pro Choice-BCT (Pro) SaveEasy 2020 Fund,HKD,"BCT (MPF) Pro Choice-BCT (Pro) SaveEasy 2020 Fund is a Mandatory Provident Fund (MPF) offered by BCT in Hong Kong, designed for individuals approaching retirement around 2020. The fund's asset allocation would have been more conservative as the target date approached. The fund aimed to provide a balance between capital preservation and potential returns for its members nearing retirement.",Financials,Blend,Bank Consortium,HKG,XHKG
0P0000INT6.HK,BCT (MPF) Pro Choice-BCT (Pro) SaveEasy 2040 Fund,HKD,"BCT (MPF) Pro Choice-BCT (Pro) SaveEasy 2040 Fund is a Mandatory Provident Fund (MPF) offered by BCT in Hong Kong, designed for individuals planning to retire around 2040. The fund's asset allocation is more growth-oriented, reflecting the longer investment horizon. The fund aims to provide long-term capital appreciation for its members.",Financials,Growth,Bank Consortium,HKG,XHKG
0P0000J1PV.HK,CCB Intl-China Policy Driven Fd Acc,HKD,,Equities,China,CCB International Asset Management Ltd,HKG,XHKG
0P0000KUYU.HK,AMTD Invesco Target 2018 Retirement Fund,HKD,"AMTD Invesco Target 2018 Retirement Fund is a retirement fund designed to provide investors with a target date investment solution. The fund invests in a diversified portfolio of assets, including equities, fixed income, and other securities, with an asset allocation that becomes more conservative over time as the target date approaches. AMTD and Invesco collaborate on managing the fund.",Financials,Blend,AMTD Financial Planning Limited,HKG,XHKG
0P0000KUYV.HK,AMTD Invesco Target 2028 Retirement Fund,HKD,"AMTD Invesco Target 2028 Retirement Fund is a retirement fund designed to provide investors with a target date investment solution. The fund invests in a diversified portfolio of assets, including equities, fixed income, and other securities, with an asset allocation that becomes more conservative over time as the target date approaches. AMTD and Invesco collaborate on managing the fund.",Financials,Blend,AMTD Financial Planning Limited,HKG,XHKG
0P0000KUYW.HK,AMTD RCM Capital Stable Fund,HKD,"AMTD RCM Capital Stable Fund aims to provide investors with stable returns through a diversified portfolio of assets, primarily focusing on fixed income securities and other low-volatility investments. The fund seeks to preserve capital while generating a modest level of income. AMTD Asset Management and RCM (Allianz Global Investors) collaborate on managing the fund.",Fixed Income,Bonds,AMTD Financial Planning Limited,HKG,XHKG
0P0000KUZ0.HK,AMTD Invesco Target 2048 Retirement Fund,HKD,"AMTD Invesco Target 2048 Retirement Fund is a retirement fund designed to provide investors with a target date investment solution. The fund invests in a diversified portfolio of assets, including equities, fixed income, and other securities, with an asset allocation that becomes more conservative over time as the target date approaches. AMTD and Invesco collaborate on managing the fund.",Financials,Blend,AMTD Financial Planning Limited,HKG,XHKG
0P0000KUZ5.HK,AMTD Invesco Hong Kong and China Fund,HKD,"AMTD Invesco Hong Kong and China Fund invests primarily in equities of companies located in Hong Kong and mainland China, aiming for long-term capital appreciation. The fund seeks to capitalize on the growth potential of the Hong Kong and Chinese economies. AMTD Asset Management and Invesco collaborate on managing the fund.",Equities,Equities,AMTD Financial Planning Limited,HKG,XHKG
0P0000LZGQ.HK,ICBC Asset Management (Global) Funds - Asia Infrastructure and Redevelopment Fund,HKD,ICBC Asset Management (Global) Funds - Asia Infrastructure and Redevelopment Fund is a fund managed by ICBC Asset Management (Global) with a focus on infrastructure and redevelopment projects in Asia. The fund aims to provide investors with exposure to the growth potential of Asian infrastructure development. It is based in Hong Kong.,Real Estate,Alternative,ICBC Asset Management (Global) Company Limited,HKG,XHKG
0P0000MPRM.HK,BCOM Joyful Retirement MPF Scheme-BCOM HSI Tracking (CF) Fund,HKD,"BCOM Joyful Retirement MPF Scheme-BCOM HSI Tracking (CF) Fund is a Mandatory Provident Fund (MPF) scheme in Hong Kong that tracks the Hang Seng Index (HSI). The fund invests in stocks listed on the Hong Kong Stock Exchange, aiming to replicate the performance of the HSI, providing retirement savings for its members. It offers a simple and transparent way for individuals to invest in the Hong Kong stock market for retirement purposes.",Equities,Equities,Bank of Communications Trustee,HKG,XHKG
0P0000MPRO.HK,Hang Seng Mandatory Provident Fund-SuperTrust Plus Age 65 Plus,HKD,"Hang Seng Mandatory Provident Fund-SuperTrust Plus Age 65 Plus is a retirement fund option within the Hang Seng Mandatory Provident Fund (MPF) scheme in Hong Kong, designed for individuals aged 65 and above. It aims to provide a conservative investment strategy focused on capital preservation and generating income for retirees. The fund typically invests in lower-risk assets such as bonds and money market instruments to meet the needs of older investors.",Fixed Income,Bonds,Hang Seng Investment Management Ltd,HKG,XHKG
0P0000MPRT.HK,HSBC Mandatory Provident Fund-SuperTrust Plus Global Bond,HKD,"HSBC Mandatory Provident Fund-SuperTrust Plus Global Bond is a Mandatory Provident Fund (MPF) scheme in Hong Kong that invests in a diversified portfolio of global bonds. Managed by HSBC, the fund aims to provide stable returns and capital preservation for retirement savings by investing in fixed-income securities from around the world. It offers members exposure to the global bond market as part of their retirement portfolio.",Fixed Income,Bonds,HSBC Global Asset Managemen,HKG,XHKG
0P0000NQ1M.HK,BOCI-Prud HK Dollar Money Market,HKD,"BOCI-Prud HK Dollar Money Market is a money market fund that invests in short-term, Hong Kong dollar-denominated debt securities. BOCI-Prudential Asset Management is a joint venture between Bank of China International and Prudential Financial. The fund is based in Hong Kong.",Cash,Money Market Instruments,BOCI Asset Management,HKG,XHKG
0P0000PRAY.HK,Barings International Umbrella Fund - Barings Hong Kong China Fund Class A HKD Inc,HKD,"Barings International Umbrella Fund - Barings Hong Kong China Fund Class A HKD Inc is a sub-fund of the Barings International Umbrella Fund, an umbrella fund structure, focused on investing in Hong Kong and China. Barings is a global investment management firm. This share class is denominated in Hong Kong Dollars (HKD) and distributes income.",Equities,Emerging Markets,Baring International Fund Managers,HKG,XHKG
0P0000S2WQ.HK,BCOM Joyful Retirement MPF Scheme-BCOM Global Bond (CF) Fund,HKD,"BCOM Joyful Retirement MPF Scheme-BCOM Global Bond (CF) Fund is a mandatory provident fund (MPF) scheme in Hong Kong, managed by Bank of Communications Trustee Limited (BCOM). The fund invests primarily in global bonds with the goal of providing stable returns for retirement savings under the MPF system. MPF schemes are designed to help Hong Kong residents save for retirement.",Fixed Income,Government Bonds,Bank of Communications Trustee,HKG,XHKG
0P0000S2WR.HK,BCOM Joyful Retirement MPF Scheme-BCOM Greater China Equity (CF) Fund,HKD,"BCOM Joyful Retirement MPF Scheme-BCOM Greater China Equity (CF) Fund is a mandatory provident fund (MPF) scheme in Hong Kong managed by Bank of Communications Trustee Limited (BCOM). The fund invests primarily in equities of companies in the Greater China region (Mainland China, Hong Kong, and Taiwan). The goal is to provide long-term capital appreciation for retirement savings within the MPF framework.",Equities,Emerging Markets,Bank of Communications Trustee,HKG,XHKG
0P0000S8R7.HK,BOCIP China Value Fund Class A,HKD,"BOCIP China Value Fund Class A is a fund offered by BOC International Prudential Asset Management (BOCIP), focusing on investments in undervalued companies in China. The fund aims to achieve long-term capital appreciation by identifying and investing in companies with strong fundamentals trading at attractive valuations. BOCIP is a joint venture between Bank of China International and Prudential Financial.",Equities,Value,BOCI Asset Management,HKG,XHKG
0P0000UAJ9.HK,Janus Henderson Capital Funds plc - High Yield Fund Class A3m HKD,HKD,"Janus Henderson Capital Funds plc - High Yield Fund Class A3m HKD is a high-yield bond fund managed by Janus Henderson Investors, targeting Hong Kong dollar investors. The fund invests primarily in below-investment-grade corporate bonds, seeking to generate a high level of current income. Janus Henderson Investors is a global asset manager.",Fixed Income,High Yield Bonds,Janus Henderson Investors,HKG,XHKG
0P0000V1BS.HK,Principal MPF Scheme Series 800-Principal Capital Guaranteed Fund I,HKD,Principal MPF Scheme Series 800-Principal Capital Guaranteed Fund I is a capital guaranteed fund offered under the Principal Mandatory Provident Fund (MPF) Scheme in Hong Kong. The fund aims to provide capital protection to its members while generating a modest return. Principal Financial Group is a global financial services firm.,Financials,Cash,Principal Trust Company (Asia) Limited,HKG,XHKG
0P0000VG5U.HK,BOCOM International Dragon Core Growth Fund,HKD,"BOCOM International Dragon Core Growth Fund is a Hong Kong-based fund focused on investing in companies with strong growth potential, primarily in the Asian region. The fund leverages the expertise of BOCOM International, a financial services group, to identify and invest in promising businesses. The fund's investment strategy is centered around identifying core growth opportunities in the Dragon economies.",Equities,Growth,BOCOM International Asset Management,HKG,XHKG
0P0000VS0Z.HK,BEA (MPF) Master Trust Scheme-BEA (MPF) North American Equity Fund,HKD,BEA (MPF) Master Trust Scheme-BEA (MPF) North American Equity Fund is a pension fund offered under the Mandatory Provident Fund (MPF) scheme in Hong Kong. It invests primarily in North American equities. BEA (Bank of East Asia) manages the fund.,Equities,Equities,BEA Union Investment Management,HKG,XHKG
0P0000WAH7.HK,Manulife Global Select (MPF) Scheme-Manulife MPF Hang Seng Index Tracking Fund,HKD,Manulife Global Select (MPF) Scheme-Manulife MPF Hang Seng Index Tracking Fund is a Hong Kong pension fund scheme tracking the Hang Seng Index. Manulife is a large insurance and financial services company. The fund's goal is to replicate the performance of the Hang Seng Index.,Equities,Equities,Manulife Investment Management (Hong Kong) Limited,HKG,XHKG
0P0000X0L7.HK,BOC-Prudential Easy-Choice MPF Scheme-BOC-Prudential CSI HK 100 Tracker Fund,HKD,"BOC-Prudential Easy-Choice MPF Scheme-BOC-Prudential CSI HK 100 Tracker Fund is a passively managed fund that aims to replicate the performance of the CSI HK 100 Index, which tracks the 100 largest Hong Kong-listed companies. It is part of the BOC-Prudential Easy-Choice Mandatory Provident Fund (MPF) Scheme, a retirement savings plan in Hong Kong. The fund is managed by BOC-Prudential Asset Management.",Equities,Developed Markets,BOCI Asset Management,HKG,XHKG
0P0000X0L8.HK,BOC-Prudential Easy-Choice MPF Scheme-BOC-Prudential European Index Tracking Fund,HKD,"BOC-Prudential Easy-Choice MPF Scheme-BOC-Prudential European Index Tracking Fund is a passively managed fund that seeks to replicate the performance of a broad European stock market index. It is offered under the BOC-Prudential Easy-Choice Mandatory Provident Fund (MPF) Scheme in Hong Kong, which is a retirement savings plan. The fund is managed by BOC-Prudential Asset Management.",Equities,Developed Markets,BOCI Asset Management,HKG,XHKG
0P0000X89S.HK,BOCHK All Weather Global Opportunities Fund B HKD,HKD,"BOCHK All Weather Global Opportunities Fund B HKD aims to achieve long-term capital appreciation by investing in a diversified portfolio of global assets. The fund seeks to provide consistent returns regardless of market conditions using an ""all weather"" approach and is denominated in Hong Kong Dollars. Bank of China Hong Kong (BOCHK) manages the fund.",Alternatives,Alternative,BOCHK Asset Management,HKG,XHKG
0P0000YE5V.HK,Janus Henderson Capital Funds plc - Flexible Income Fund Class A3m HKD,HKD,"Janus Henderson Capital Funds plc - Flexible Income Fund Class A3m HKD invests in a range of income-generating assets with flexibility to adjust to changing market conditions, denominated in HKD. Janus Henderson Investors is a global asset management group. The fund aims to provide a consistent income stream while managing risk.",Fixed Income,Bonds,Janus Henderson Investors,HKG,XHKG
0P0000YLJ5.HK,Hang Seng China A-Share Flexipower Fund Class A (HKD),HKD,"Hang Seng China A-Share Flexipower Fund Class A (HKD) invests in China A-shares, offering flexibility in its investment approach, denominated in HKD. Hang Seng Investment Management Limited manages the fund. It aims to provide capital appreciation by investing in the Chinese mainland stock market.",Equities,Equities,Hang Seng Investment Management Ltd,HKG,XHKG
0P0000YWUM.HK,CUAM China-Hong Kong Strategy Fund I,HKD,,Equities,Hong Kong,China Universal Asset Management (Hong Kong) Company Limited,HKG,XHKG
