symbol,name,currency,summary,category_group,category,family,exchange,mic
XDIF.JK,Danareksa Indonesia Top 40 ETF,IDR,"Danareksa Indonesia Top 40 ETF is an exchange-traded fund that aims to replicate the performance of the Indonesia Top 40 Index, comprising the 40 largest and most liquid stocks listed on the Indonesia Stock Exchange. The ETF offers investors a convenient way to gain exposure to the Indonesian equity market's leading companies. It is based and operates in Indonesia.",Equities,Equities,,JKT,XIDX
XDSG.JK,Reksa Dana Indeks Premier ETF Idx - Msci Indonesia Esg Screened ETF,IDR,"Reksa Dana Indeks Premier ETF Idx - Msci Indonesia Esg Screened ETF is an exchange-traded fund designed to track the performance of the MSCI Indonesia ESG Screened Index, focusing on Indonesian companies with strong environmental, social, and governance (ESG) practices. This ETF provides investors with exposure to a portfolio of Indonesian stocks that meet specific sustainability criteria. The fund is managed by Premier Investment Management in Indonesia.",Equities,Emerging Markets,,JKT,XIDX
XIFE.JK,Pt Indo Premier Investment Management - FTSE Indonesia ESG ETF,IDR,"PT Indo Premier Investment Management - FTSE Indonesia ESG ETF is an exchange-traded fund designed to track the performance of the FTSE Indonesia ESG Index, focusing on Indonesian companies with strong environmental, social, and governance (ESG) practices. This ETF provides investors with exposure to a portfolio of Indonesian stocks that meet specific sustainability criteria. The fund is managed by Indo Premier Investment Management in Indonesia.",Equities,Equities,,JKT,XIDX
XIHD.JK,Reksa Dana Indeks Premier ETF IDX High Dividend 20,IDR,"Reksa Dana Indeks Premier ETF IDX High Dividend 20 is an exchange-traded fund in Indonesia designed to track the performance of the IDX High Dividend 20 Index, which consists of 20 companies with high dividend yields listed on the Indonesia Stock Exchange. This ETF provides investors with exposure to a portfolio of Indonesian stocks known for their dividend payouts. The fund is managed by Premier Investment Management in Indonesia.",Equities,Equities,,JKT,XIDX
XIIC.JK,Premier ETF Indonesia Consumer,IDR,Premier ETF Indonesia Consumer is an exchange-traded fund in Indonesia designed to track the performance of the consumer sector in the Indonesian stock market. This ETF provides investors with exposure to a portfolio of Indonesian companies involved in the production and distribution of consumer goods and services. The fund is managed by Premier Investment Management in Indonesia.,Consumer Staples,Consumer Staples,,JKT,XIDX
XIID.JK,Reksa Dana Indeks Premier ETF IDX- Reksa Dana Indeks Premier ETF Fund,IDR,,Equities,,,JKT,XIDX
XIIF.JK,Premier ETF Indonesia Financial,IDR,"Premier ETF Indonesia Financial is an exchange-traded fund in Indonesia designed to track the performance of the financial sector in the Indonesian stock market. This ETF provides investors with exposure to a portfolio of Indonesian companies involved in banking, insurance, and other financial services. The fund is managed by Premier Investment Management in Indonesia.",Financials,Financials,,JKT,XIDX
XIIT.JK,Premier ETF IDX30,IDR,"Premier ETF IDX30 is an exchange-traded fund in Indonesia designed to track the performance of the IDX30 Index, which consists of 30 of the most liquid and highly capitalized stocks on the Indonesia Stock Exchange. This ETF provides investors with exposure to a portfolio of leading Indonesian companies. The fund is managed by Premier Investment Management in Indonesia.",Equities,Equities,,JKT,XIDX
XIJI.JK,Syariah Premier ETF JII,IDR,"Syariah Premier ETF JII is an exchange-traded fund in Indonesia that adheres to Sharia principles and tracks the performance of the Jakarta Islamic Index (JII), which includes companies that comply with Islamic investment guidelines. This ETF provides investors with exposure to a portfolio of Sharia-compliant Indonesian stocks. The fund is managed by Premier Investment Management in Indonesia.",Equities,Equities,,JKT,XIDX
XILV.JK,Reksa Dana Indeks Insight - ETF FTSE Indonesia Low Volatility Index,IDR,"Reksa Dana Indeks Insight - ETF FTSE Indonesia Low Volatility Index is an exchange-traded fund designed to track the performance of the FTSE Indonesia Low Volatility Index, focusing on Indonesian companies with lower volatility. This ETF aims to provide investors with a portfolio of Indonesian stocks that exhibit relatively stable price movements. The fund is managed by Insight Investments Management in Indonesia.",Equities,Equities,,JKT,XIDX
XIML.JK,MSCI Indonesia Large Cap ETF,IDR,"MSCI Indonesia Large Cap ETF is an exchange-traded fund that tracks the performance of large-capitalization Indonesian stocks. It provides investors with exposure to the largest companies in the Indonesian stock market. The ETF is managed by a provider like BlackRock or similar, depending on the specific fund details in the Indonesian market.",Equities,Large Cap,,JKT,XIDX
XIPI.JK,Reksa Dana Indeks Premier ETF PEFINDO i-Grade,IDR,"Reksa Dana Indeks Premier ETF PEFINDO i-Grade is an exchange-traded fund in Indonesia designed to track the performance of the PEFINDO i-Grade Index, which includes Indonesian companies with good credit ratings as determined by PEFINDO (Pemeringkat Efek Indonesia). This ETF provides investors with exposure to a portfolio of Indonesian stocks with relatively strong financial health. The fund is managed by Premier Investment Management in Indonesia.",Equities,Equities,,JKT,XIDX
XISC.JK,Premier ETF Indonesia State-Owned Companies,IDR,Premier ETF Indonesia State-Owned Companies is an exchange-traded fund designed to track the performance of state-owned enterprises (SOEs) in Indonesia. This ETF provides investors with exposure to a portfolio of Indonesian companies that are majority-owned by the Indonesian government. The fund is managed by Premier Investment Management in Indonesia.,Equities,Equities,,JKT,XIDX
XISI.JK,Premier ETF SMinfra18,IDR,"Premier ETF SMinfra18 is an exchange-traded fund (ETF) that focuses on infrastructure companies in Indonesia. It aims to track the performance of the SMinfra18 Index, which consists of 18 companies related to the infrastructure sector. This ETF provides investors exposure to companies involved in the development and maintenance of infrastructure projects in Indonesia.",Industrials,Industrials,,JKT,XIDX
XISR.JK,Premier ETF SRI-KEHATI,IDR,"Premier ETF SRI-KEHATI is an exchange-traded fund (ETF) in Indonesia designed to track the performance of the SRI-KEHATI Index, which consists of companies with good environmental, social, and governance (ESG) practices. This ETF provides investors with exposure to a portfolio of Indonesian stocks that meet specific sustainability criteria. The fund is managed by Premier Investment Management in Indonesia.",Equities,Equities,,JKT,XIDX
XKIV.JK,Reksa Dana Indeks KISI IDX Value30 ETF,IDR,"Reksa Dana Indeks KISI IDX Value30 ETF is an exchange-traded fund listed on the Indonesia Stock Exchange (IDX). The ETF aims to replicate the performance of the IDX Value30 Index, which consists of 30 stocks with high value characteristics listed on the IDX. The fund is managed by PT KISI Asset Management in Indonesia.",Equities,Equities,,JKT,XIDX
XKMS.JK,Reksa Dana Indeks - Kisi Etf Msci Indonesia,IDR,"Reksa Dana Indeks - Kisi Etf Msci Indonesia is an exchange-traded fund listed on the Indonesia Stock Exchange (IDX). The fund aims to replicate the performance of the MSCI Indonesia Index, providing investors with exposure to a broad range of Indonesian stocks. The fund is managed by PT KISI Asset Management in Indonesia.",Equities,Emerging Markets,,JKT,XIDX
XMIG.JK,Majoris Pefindo I-Grade ETF Indonesia,IDR,"Majoris Pefindo I-Grade ETF Indonesia is an exchange-traded fund listed on the Indonesia Stock Exchange (IDX) that aims to replicate the performance of the Pefindo I-Grade Index. The fund invests in Indonesian corporate bonds with investment-grade ratings from Pefindo, the Indonesian rating agency. The fund is managed by Majoris Asset Management in Indonesia.",Fixed Income,Corporate Bonds,,JKT,XIDX
XMTS.JK,ETF MNC36 LIKUID,IDR,"ETF MNC36 LIKUID is an exchange-traded fund listed on the Indonesia Stock Exchange (IDX). The ETF aims to replicate the performance of the MNC36 Index, which consists of 36 of the most liquid stocks listed on the IDX.",Equities,Equities,,JKT,XIDX
XNVE.JK,Reksa Dana Indeks Nusadana ETF IDX Value30,IDR,"Reksa Dana Indeks Nusadana ETF IDX Value30 is an Exchange Traded Fund (ETF) that aims to replicate the performance of the IDX Value30 Index. The index consists of 30 stocks listed on the Indonesia Stock Exchange (IDX) that have high dividend yields and are considered value stocks. Nusadana Investama Indonesia manages the fund, providing investors exposure to Indonesian value stocks.",Equities,Value,,JKT,XIDX
XPCR.JK,PNM CORE LQ45 ETF,IDR,PNM CORE LQ45 ETF is an Exchange Traded Fund (ETF) designed to replicate the performance of the LQ45 Index on the Indonesia Stock Exchange (IDX). The LQ45 Index comprises the 45 most liquid and largest companies in Indonesia. The ETF provides investors with diversified exposure to leading Indonesian companies.,Equities,Large Cap,,JKT,XIDX
XPDV.JK,Pinnacle Core High Dividend ETF,IDR,Pinnacle Core High Dividend ETF is an Exchange Traded Fund (ETF) that aims to provide investors with exposure to a portfolio of high dividend-yielding stocks in Indonesia. The ETF tracks a specific index that screens for companies with consistent dividend payments and strong financial fundamentals. Pinnacle Investment manages this fund to provide investors with attractive income opportunities.,Equities,Value,,JKT,XIDX
XPES.JK,Pinnacle Enhanched Sharia ETF,IDR,"Pinnacle Enhanced Sharia ETF is an Exchange Traded Fund (ETF) designed to track the performance of a Sharia-compliant index in Indonesia. The ETF invests in companies that adhere to Islamic investment principles, avoiding businesses involved in prohibited activities such as alcohol, gambling, and conventional finance. Pinnacle Investment manages this fund to provide Sharia-compliant investment options.",Equities,Equities,,JKT,XIDX
XPFT.JK,Pinnacle FTSE Indonesia ETF,IDR,Pinnacle FTSE Indonesia ETF is an Exchange Traded Fund (ETF) that aims to replicate the performance of the FTSE Indonesia Index. The index comprises the largest and most liquid stocks listed on the Indonesia Stock Exchange (IDX). The ETF provides investors with diversified exposure to the broader Indonesian equity market.,Equities,Equities,,JKT,XIDX
XPID.JK,Pinnacle IDX30 ETF,IDR,Pinnacle IDX30 ETF is an Exchange Traded Fund (ETF) designed to replicate the performance of the IDX30 Index on the Indonesia Stock Exchange (IDX). The IDX30 Index comprises 30 of the most liquid stocks in Indonesia. The ETF provides investors with exposure to the leading Indonesian stocks by liquidity.,Equities,Large Cap,,JKT,XIDX
XPLC.JK,Pinnacle Indonesia Large Cap ETF,IDR,Pinnacle Indonesia Large Cap ETF is an Exchange Traded Fund (ETF) that tracks the performance of large-capitalization companies in Indonesia. It aims to provide investors with exposure to the Indonesian equity market's leading companies. Pinnacle Investment manages this ETF.,Equities,Large Cap,,JKT,XIDX
XPLQ.JK,PINNACLE ENHANCED LIQUID ETF,IDR,"PINNACLE ENHANCED LIQUID ETF is an Exchange Traded Fund (ETF) whose aim is to replicate the performance of stocks that are highly liquid on the Indonesian Stock Exchange (IDX). The ETF invests in a portfolio of liquid stocks, offering investors an avenue to participate in the Indonesian market with ease. Pinnacle Investment manages this fund.",Equities,Equities,,JKT,XIDX
XPMI.JK,Phillip MSCI Indonesia Equity Index ETF,IDR,Phillip MSCI Indonesia Equity Index ETF is an Exchange Traded Fund (ETF) that aims to replicate the performance of the MSCI Indonesia Index. The ETF offers investors broad exposure to the Indonesian equity market by tracking the performance of leading Indonesian companies included in the index. Phillip Securities manages this fund.,Equities,Equities,,JKT,XIDX
XPSG.JK,Pinnacle Indonesia ESG ETF,IDR,"Pinnacle Indonesia ESG ETF is an Exchange Traded Fund (ETF) that tracks the performance of companies in Indonesia that meet certain environmental, social, and governance (ESG) criteria. The ETF aims to provide investors with exposure to companies that are considered to be socially responsible and sustainable. Pinnacle Investment manages the fund.",Equities,Equities,,JKT,XIDX
XPTD.JK,Panin ETF IDX30 Dinamis,IDR,"Panin ETF IDX30 Dinamis is an exchange-traded fund (ETF) listed on the Indonesia Stock Exchange (IDX) that aims to replicate the performance of the IDX30 Dynamic index. This index consists of 30 liquid stocks listed on the IDX that are selected based on certain fundamental and growth criteria. As an ETF, it provides investors with a diversified exposure to the Indonesian equity market through a single investment vehicle.",Equities,Equities,,JKT,XIDX
XSBC.JK,Reksa Dana Indeks Simas ETF IDX30,IDR,Reksa Dana Indeks Simas ETF IDX30 is an exchange-traded fund (ETF) in Indonesia that aims to replicate the performance of the IDX30 index. The IDX30 index consists of 30 of the most liquid stocks on the Indonesia Stock Exchange (IDX). This ETF provides investors with a way to invest in a basket of leading Indonesian companies through a single transaction.,Equities,Equities,,JKT,XIDX
XSMU.JK,Reksa Dana Indeks Syailendra ETF MSCI Indonesia ESG Universal Index,IDR,"Reksa Dana Indeks Syailendra ETF MSCI Indonesia ESG Universal Index is an exchange-traded fund (ETF) listed on the Indonesia Stock Exchange (IDX) that tracks the MSCI Indonesia ESG Universal Index. The index represents a broad range of Indonesian stocks while integrating Environmental, Social, and Governance (ESG) factors. This ETF allows investors to gain exposure to the Indonesian equity market while considering sustainability and responsible investing principles.",Equities,Equities,,JKT,XIDX
XSRI.JK,Reksa Dana Indeks Star Etf Sri-Kehati,IDR,"Reksa Dana Indeks Star ETF Sri-Kehati is an Exchange Traded Fund (ETF) listed on the Indonesia Stock Exchange (IDX) which tracks the SRI-Kehati Index. The SRI-Kehati index consists of stocks that meet certain environmental, social, and governance (ESG) criteria, as well as financial performance criteria. This ETF provides investors with a way to invest in companies listed on the Indonesian stock exchange while promoting socially responsible investing.",Equities,Equities,,JKT,XIDX
XSSI.JK,Reksa Dana Syariah Indeks Simas ETF JII,IDR,Reksa Dana Syariah Indeks Simas ETF JII is an exchange-traded fund (ETF) in Indonesia that tracks the Jakarta Islamic Index (JII). The JII comprises Sharia-compliant stocks listed on the Indonesia Stock Exchange (IDX). This ETF provides investors with a way to invest in a basket of Indonesian companies that adhere to Islamic investment principles.,Equities,Equities,,JKT,XIDX
XSSK.JK,Reksa Dana Indeks - Sri Kehati SAM ETF,IDR,"Reksa Dana Indeks - Sri Kehati SAM ETF is an Exchange Traded Fund (ETF) listed on the Indonesia Stock Exchange (IDX) which tracks the SRI-Kehati Index. The SRI-Kehati index consists of stocks that meet certain environmental, social, and governance (ESG) criteria, as well as financial performance criteria. This ETF provides investors with a way to invest in companies listed on the Indonesian stock exchange while promoting socially responsible investing.",Equities,Equities,,JKT,XIDX
