symbol,name,currency,summary,category_group,category,family,exchange,mic,isin
^ONEQ,FIDELITY COMMWLTH,USD,"The Fidelity Nasdaq Composite ETF seeks to track the performance of the Nasdaq Composite Index. It invests in a broad range of stocks listed on the Nasdaq stock market. The ETF is managed by Fidelity and is headquartered in Boston, MA.",Information Technology,Large Cap,Fidelity Investments,NIM,,
^PNQI,INVESCO EXCHG TRAD,USD,"The Invesco NASDAQ Internet ETF tracks the performance of companies listed on NASDAQ that are engaged in internet-related businesses. The fund aims to provide investors with exposure to the dynamic and rapidly evolving internet sector, including companies involved in e-commerce, online content, and internet infrastructure. The ETF is managed by Invesco and is headquartered in Atlanta, GA.",Information Technology,,Invesco Investment Management,NIM,,
^PRFZ,INVESCO EXCHG TRAD,USD,"The Invesco FTSE RAFI US 1500 Small-Mid ETF seeks to track the investment results of the FTSE RAFI US 1500 Small-Mid Index. The fund generally invests in small and mid-sized U.S. companies based on fundamental measures such as book value, cash flow, sales and dividends. The ETF is managed by Invesco and is headquartered in Atlanta, GA.",Financials,Mid Cap,Invesco Investment Management,NIM,,
^PSCC,INVESCO EXCH TRDII,USD,"The Invesco S&P SmallCap Consumer Staples ETF tracks the performance of small-capitalization U.S. companies in the consumer staples sector, as defined by the Global Industry Classification Standard (GICS). It includes companies that manufacture or distribute products related to food, beverages, household goods, and personal products. The ETF is managed by Invesco and is headquartered in Atlanta, GA.",Consumer Staples,Small Cap,Invesco Investment Management,NIM,,
^PSCD,INVESCO EXCH TRDII,USD,"The Invesco S&P SmallCap Consumer Discretionary ETF tracks the performance of small-capitalization U.S. companies in the consumer discretionary sector, as defined by the Global Industry Classification Standard (GICS). This sector includes businesses that tend to perform well when the economy is growing and consumers are confident and willing to spend. The ETF is managed by Invesco and is headquartered in Atlanta, GA.",Consumer Discretionary,Small Cap,Invesco Investment Management,NIM,,
^PSCE,INVESCO EXCH TRDII,USD,"The Invesco S&P SmallCap Energy ETF tracks the performance of small-capitalization U.S. companies in the energy sector, as defined by the Global Industry Classification Standard (GICS). It focuses on companies involved in the exploration, production, refining, and transportation of oil, gas, and coal. The ETF is managed by Invesco and is headquartered in Atlanta, GA.",Energy,Small Cap,Invesco Investment Management,NIM,,
^PSCF,INVESCO EXCH TRDII,USD,"The Invesco S&P SmallCap Financials ETF tracks the performance of small-capitalization U.S. companies in the financials sector, as defined by the Global Industry Classification Standard (GICS). The fund invests in companies involved in banking, insurance, asset management, and other financial services. The ETF is managed by Invesco and is headquartered in Atlanta, GA.",Financials,Small Cap,Invesco Investment Management,NIM,,
^PSCI,INVESCO EXCH TRDII,USD,"The Invesco S&P SmallCap Industrials ETF tracks the performance of small-capitalization U.S. companies in the industrials sector, as defined by the Global Industry Classification Standard (GICS). It includes companies involved in aerospace and defense, construction, engineering, and manufacturing. The ETF is managed by Invesco and is headquartered in Atlanta, GA.",Industrials,Small Cap,Invesco Investment Management,NIM,,
^PSCT,INVESCO EXCH TRDII,USD,"The Invesco S&P SmallCap Information Technology ETF tracks the performance of small-capitalization U.S. companies in the information technology sector, as defined by the Global Industry Classification Standard (GICS). The fund includes companies involved in software, hardware, semiconductors, and IT services. The ETF is managed by Invesco and is headquartered in Atlanta, GA.",Information Technology,Small Cap,Invesco Investment Management,NIM,,
^PSCU,INVESCO EXCH TRDII,USD,"The Invesco S&P SmallCap Utilities ETF tracks the performance of small-capitalization U.S. companies in the utilities sector, as defined by the Global Industry Classification Standard (GICS). It includes companies that provide electricity, gas, and water services. The ETF is managed by Invesco and is headquartered in Atlanta, GA.",Utilities,Small Cap,Invesco Investment Management,NIM,,
^QABA,FIRST TR NSQ ABA F,USD,,,,First Trust Advisors,NIM,,
^REIT,ALPS ETF TRUST,USD,"The ALPS Active REIT ETF is an actively managed ETF focused on investing in publicly traded real estate investment trusts (REITs). It aims to provide investors with exposure to the real estate sector through a diversified portfolio of REITs. ALPS is headquartered in Denver, CO.",Real Estate,REITs,,NIM,,
^SLVO,CREDIT SUISSE NASS,USD,"CREDIT SUISSE NASS is focused on providing investors with access to silver through the use of exchange traded notes. The ETN provides a return linked to the performance of the spot price of silver, less investor fees. Credit Suisse is a global financial services company, headquartered in Zurich, Switzerland.",Commodities,,Credit Suisse Asset Management,NIM,,
^SPQQ,SIREN ETF TR,USD,,,,,NIM,,
^UFO,PROCURE ETF TR II,USD,"The Procure Space ETF seeks to track the performance of companies involved in the space industry. This includes companies that manufacture satellites and rockets, provide space-based services, and are involved in the exploration and utilization of space. The ETF allows investors to gain exposure to companies that are expected to benefit from the growing space economy.",Industrials,,,NIM,,
^USLB,INVESCO EXCH TRDII,USD,,,,Invesco Investment Management,NIM,,
^USOI,CREDIT SUISSE NASS,USD,"CREDIT SUISSE NASS is focused on providing investors with access to crude oil through the use of exchange traded notes. The ETN provides a return linked to the performance of the spot price of oil, less investor fees. Credit Suisse is a global financial services company, headquartered in Zurich, Switzerland.",Commodities,,Credit Suisse Asset Management,NIM,,
^VCIT,VANGUARD SCOTTSDAL,USD,"The Vanguard Intermediate-Term Corporate Bond ETF seeks to track the performance of a market-weighted corporate bond index with an intermediate-term dollar-weighted average maturity. The ETF invests in investment-grade U.S. corporate bonds and aims to provide current income. The fund is managed by Vanguard and is headquartered in Scottsdale, Arizona.",Fixed Income,Corporate Bonds,Vanguard Asset Management,NIM,,
^VCLT,VANGUARD SCOTTSDAL,USD,"The Vanguard Long-Term Corporate Bond ETF seeks to track the performance of a market-weighted corporate bond index with a long-term dollar-weighted average maturity. The ETF invests in investment-grade U.S. corporate bonds and aims to provide current income. The fund is managed by Vanguard and is headquartered in Scottsdale, Arizona.",Fixed Income,Corporate Bonds,Vanguard Asset Management,NIM,,
^VCSH,VANGUARD SCOTTSDAL,USD,"The Vanguard Short-Term Corporate Bond ETF seeks to track the performance of a market-weighted corporate bond index with a short-term dollar-weighted average maturity. The fund invests in investment-grade U.S. corporate bonds and seeks to provide current income with lower volatility than longer-term bond funds. The fund is managed by Vanguard and is headquartered in Scottsdale, Arizona.",Fixed Income,Corporate Bonds,Vanguard Asset Management,NIM,,
^VGIT,VANGUARD SCOTTSDAL,USD,"The Vanguard Intermediate-Term Treasury ETF seeks to track the performance of a market-weighted index of investment-grade U.S. Treasury bonds with an intermediate-term dollar-weighted average maturity. The ETF provides exposure to U.S. government bonds with maturities between 3 and 10 years. The fund is managed by Vanguard and is headquartered in Scottsdale, Arizona.",Fixed Income,Treasury Bonds,Vanguard Asset Management,NIM,,
^VGLT,VANGUARD SCOTTSDAL,USD,"The Vanguard Long-Term Treasury ETF seeks to track the performance of a market-weighted index of investment-grade U.S. Treasury bonds with a long-term dollar-weighted average maturity. The ETF provides exposure to U.S. government bonds with maturities greater than 10 years. The fund is managed by Vanguard and is headquartered in Scottsdale, Arizona.",Fixed Income,Treasury Bonds,Vanguard Asset Management,NIM,,
^VGSH,VANGUARD SCOTTSDAL,USD,"The Vanguard Short-Term Treasury ETF seeks to track the performance of a market-weighted index of investment-grade U.S. Treasury bonds with a short-term dollar-weighted average maturity. The ETF provides exposure to U.S. government bonds with maturities between 1 and 3 years. The fund is managed by Vanguard and is headquartered in Scottsdale, Arizona.",Fixed Income,Treasury Bonds,Vanguard Asset Management,NIM,,
^VIGI,VANGUARD WHITEHALL,USD,"The Vanguard International Dividend Appreciation ETF seeks to track the performance of an index of international companies that have a history of increasing dividends. It focuses on providing exposure to dividend-paying stocks in developed and emerging markets, excluding the United States. The fund is managed by Vanguard and is headquartered in Whitehall, Pennsylvania.",Financials,Developed Markets,Vanguard Asset Management,NIM,,
^VMBS,VANGUARD SCOTTSDAL,USD,"The Vanguard Mortgage-Backed Securities ETF seeks to track the performance of a market-weighted index of investment-grade mortgage-backed securities. The fund invests primarily in agency mortgage-backed pass-through certificates guaranteed by Ginnie Mae, Fannie Mae, and Freddie Mac. The fund is managed by Vanguard and is headquartered in Scottsdale, Arizona.",Fixed Income,Corporate Bonds,Vanguard Asset Management,NIM,,
^VONE,VANGUARD SCOTTSDAL,USD,"The Vanguard Russell 1000 ETF seeks to track the performance of the Russell 1000 Index, which represents the largest 1,000 companies in the U.S. equity market. It provides broad exposure to large-cap U.S. stocks, allowing investors to participate in the growth of the overall market. The fund is managed by Vanguard and is headquartered in Scottsdale, Arizona.",Financials,Large Cap,Vanguard Asset Management,NIM,,
^VONG,VANGUARD SCOTTSDAL,USD,"The Vanguard Russell 1000 Growth ETF seeks to track the performance of the Russell 1000 Growth Index, which represents the growth-oriented companies within the Russell 1000 Index. It focuses on providing exposure to large-cap U.S. stocks with higher growth potential. The fund is managed by Vanguard and is headquartered in Scottsdale, Arizona.",Financials,Growth,Vanguard Asset Management,NIM,,
^VONV,VANGUARD SCOTTSDAL,USD,"The Vanguard Russell 1000 Value ETF seeks to track the performance of the Russell 1000 Value Index, which represents the value-oriented companies within the Russell 1000 Index. It focuses on providing exposure to large-cap U.S. stocks that are considered undervalued. The fund is managed by Vanguard and is headquartered in Scottsdale, Arizona.",Financials,Value,Vanguard Asset Management,NIM,,
^VRIG,INVESCO ACTIVELY M,USD,"The Invesco Active Investment Grade Corporate Bond ETF is an actively managed ETF focusing on investment-grade corporate bonds. The fund seeks to outperform its benchmark through active security selection and duration management. Invesco is headquartered in Atlanta, GA.",Fixed Income,Corporate Bonds,Invesco Investment Management,NIM,,
^VTC,VANGUARD SCOTTSDAL,USD,"The Vanguard Target Retirement 2045 Fund seeks to provide capital appreciation and current income consistent with its current asset allocation. The fund invests in a mix of Vanguard's underlying stock and bond funds, with allocations adjusted over time to become more conservative as the target retirement date approaches. The fund is managed by Vanguard and is headquartered in Scottsdale, Arizona.",Financials,Blend,Vanguard Asset Management,NIM,,
^VTHR,VANGUARD SCOTTSDAL,USD,"The Vanguard Total World Stock ETF seeks to track the performance of the FTSE Global All Cap Index, which represents stocks of large-, mid-, and small-cap companies located in developed and emerging markets. It provides broad exposure to the global stock market, allowing investors to participate in the growth of economies worldwide. The fund is managed by Vanguard and is headquartered in Scottsdale, Arizona.",Financials,Developed Markets,Vanguard Asset Management,NIM,,
^VTIP,VANGUARD MALVERN F,USD,"The Vanguard Short-Term Inflation-Protected Securities ETF seeks to track the performance of a market-weighted index of inflation-protected public obligations of the U.S. government that have a remaining maturity of less than five years. It invests in Treasury Inflation-Protected Securities (TIPS) and provides inflation protection for investors. The fund is managed by Vanguard and is headquartered in Malvern, Pennsylvania.",Fixed Income,Inflation-Protected Securities,Vanguard Asset Management,NIM,,
^VTWG,VANGUARD SCOTTSDAL,USD,"The Vanguard Russell 2000 Growth ETF seeks to track the performance of the Russell 2000 Growth Index, which represents the growth-oriented companies within the Russell 2000 Index. It focuses on providing exposure to small-cap U.S. stocks with higher growth potential. The fund is managed by Vanguard and is headquartered in Scottsdale, Arizona.",Financials,Growth,Vanguard Asset Management,NIM,,
^VTWO,VANGUARD SCOTTSDAL,USD,"The Vanguard Russell 2000 ETF seeks to track the performance of the Russell 2000 Index, which represents small-cap U.S. companies. It provides broad exposure to the small-cap segment of the U.S. equity market, allowing investors to participate in the growth of smaller, emerging companies. The fund is managed by Vanguard and is headquartered in Scottsdale, Arizona.",Financials,Small Cap,Vanguard Asset Management,NIM,,
^VTWV,VANGUARD SCOTTSDAL,USD,"The Vanguard Russell 2000 Value ETF seeks to track the performance of the Russell 2000 Value Index, which represents the value-oriented companies within the Russell 2000 Index. It focuses on providing exposure to small-cap U.S. stocks that are considered undervalued. The fund is managed by Vanguard and is headquartered in Scottsdale, Arizona.",Financials,Value,Vanguard Asset Management,NIM,,
^VWOB,VANGUARD WHITEHALL,USD,"The Vanguard Emerging Markets Government Bond ETF seeks to track the performance of a market-weighted index of U.S. dollar-denominated government bonds issued by emerging market countries. It provides exposure to the fixed-income market of developing nations. The fund is managed by Vanguard and is headquartered in Whitehall, Pennsylvania.",Fixed Income,Emerging Markets,Vanguard Asset Management,NIM,,
^VYMI,VANGUARD WHITEHALL,USD,"The Vanguard International High Dividend Yield ETF seeks to track the performance of an index of international stocks, excluding the U.S., with high dividend yields. It focuses on providing income to investors through a diversified portfolio of dividend-paying stocks in developed and emerging markets. The fund is managed by Vanguard and is headquartered in Whitehall, Pennsylvania.",Financials,Developed Markets,Vanguard Asset Management,NIM,,
