symbol,name,currency,summary,category_group,category,family,exchange,mic,isin
1625.T,NEXT FUNDS TOPIX-17 ElecAppl & Precision,JPY,"The investment seeks to track the price and performance yield, before fees and expenses, of the TOPIX-17 Electric Appliances & Precision Instruments index.The index invests in electric appliances and precision instruments sectors. It is a free-float adjusted market capitalization-weighted index and reflects market movements of the market capitalization to each base market value.",Alternatives,,Nomura Asset Management ,JPX,XJPX,
1628.T,NEXT FUNDS TOPIX-17 Tranport & Logistics,JPY,"The investment seeks to track the price and performance yield, before fees and expenses, of the TOPIX-17 Transportation & Logistics index.The index invests in land transportation, marine transportation, air transportation, and warehousing and harbor transportation service sectors. It is a free-float adjusted market capitalization-weighted index and reflects market movements of the market capitalization to each base market value.",Alternatives,,Nomura Asset Management ,JPX,XJPX,
1629.T,NEXT FUNDS TOPIX-17 Comm & Wholesale Trd,JPY,"The investment seeks to track the price and performance yield, before fees and expenses, of the TOPIX-17 Commercial & Wholesale Trade index.The index invests in the wholesale trade sector. It is a free-float adjusted market capitalization-weighted index and reflects market movements of the market capitalization to each base market value.",Alternatives,,Nomura Asset Management ,JPX,XJPX,
1652.T,Daiwa ETF MSCI Japan Empowering Women Index (WIN),JPY,This is an ETF that tracks the MSCI Japan Empowering Women Index (WIN). The fund focuses on investing in Japanese companies that demonstrate a commitment to gender diversity and women's empowerment. Daiwa Asset Management manages this ETF.,Alternatives,,Daiwa Asset Management ,JPX,XJPX,
1654.T,Daiwa ETF FTSE Blossom Japan Index,JPY,"This is an ETF that tracks the FTSE Blossom Japan Index. The fund focuses on investing in Japanese companies that demonstrate strong environmental, social, and governance (ESG) practices. Daiwa Asset Management manages this ETF.",Alternatives,,Daiwa Asset Management ,JPX,XJPX,
1660.T,MAXIS High Yield J-REIT ETF,JPY,This is an ETF that focuses on investing in high-yield Japanese Real Estate Investment Trusts (J-REITs). The fund aims to provide investors with exposure to the higher-yielding segment of the Japanese real estate market. MAXIS manages this ETF.,Real Estate,REITs,Mitsubishi Asset Management,JPX,XJPX,
1670.T,MAXIS S&P Mitsubishi Group ETF,JPY,"The investment seeks to replicate, net of expenses, the S&P Japan Corporate Group Index - Mitsubishi Group Cluster.
 The index comprises all listed members of the Mitsubishi Public Affairs Committee. Changes to the list of Mitsubishi Corporate Group companies between index rebalancings, officially announced or otherwise, will not result in changes to the index until the next rebalancing. There are no market capitalisation or liquidity eligibility requirements.",,,Mitsubishi Asset Management,JPX,XJPX,
1671.T,Simplex WTI ETF,JPY,This is an ETF that tracks the price of West Texas Intermediate (WTI) crude oil. The fund provides investors with exposure to the crude oil market through a commodity-backed investment vehicle. Simplex Asset Management manages this ETF.,Commodities,,,JPX,XJPX,
1677.T,Listed Index Fund International Bond (FTSE WGBI) Monthly Dividend Payment,JPY,"The investment seeks to track the price and performance yield, before fees and expenses, of the Citigroup World Government Bond index (ex-Japan, no hedge, in yen).
 The index invests in government bonds of major countries excluding Japan. It is calculated by converting local-currency based indices into yen without hedging.",Fixed Income,Government Bonds,Nikko Asset Management ,JPX,XJPX,
1680.T,Listed Index Fund International Developed Countries Equity (MSCI-KOKUSAI),JPY,"The investment seeks to track the price and performance yield, before fees and expenses, of the MSCI-KOKUSAI index (in yen equivalent).
 The index is composed of equity from mainly the developed countries, excluding Japan stocks (including depositary receipts and country fund).",Alternatives,Developed Markets,Nikko Asset Management ,JPX,XJPX,
1681.T,Listed Index Fund International Emerging Countries Equity (MSCI EMERGING),JPY,"The investment seeks to track the price and performance yield, before fees and expenses, of the MSCI EMERGING Markets index (in yen equivalent).
 The index is composed of equity from mainly emerging markets (including depositary receipts and country fund).",Alternatives,Emerging Markets,Nikko Asset Management ,JPX,XJPX,
2033.T,NEXT NOTES KOSPI200 Leverage ETN,JPY,NEXT NOTES KOSPI200 Leverage ETN is an Exchange Traded Note that tracks the leveraged performance of the KOSPI 200 index. The ETN aims to provide investors with twice the daily performance of the KOSPI 200. It is listed on the Tokyo Stock Exchange.,Derivatives,,Nomura Asset Management,JPX,XJPX,
2042.T,NEXT NOTES Tokyo Stock Exchange Mothers Index ETN,JPY,NEXT NOTES Tokyo Stock Exchange Mothers Index ETN is an Exchange Traded Note that tracks the performance of the Tokyo Stock Exchange Mothers Index. The ETN aims to provide investors with exposure to emerging growth companies listed on the Mothers section of the Tokyo Stock Exchange. It is listed on the Tokyo Stock Exchange.,Derivatives,,Nomura Asset Management,JPX,XJPX,
2043.T,NEXT NOTES STOXX ASEAN-Five Select Dividend 50 (NR-JPY) ETN,JPY,"NEXT NOTES STOXX ASEAN-Five Select Dividend 50 (NR-JPY) ETN is an Exchange Traded Note that tracks the performance of the STOXX ASEAN-Five Select Dividend 50 Net Return Index. The ETN aims to provide investors with exposure to high-dividend-yielding companies from the five ASEAN countries (Singapore, Malaysia, Thailand, Indonesia, and the Philippines). It is listed on the Tokyo Stock Exchange and denominated in JPY.",Derivatives,,Nomura Asset Management,JPX,XJPX,
2050.T,"NEXT NOTES Niche Top Mid Small Cap Japan Equity, Net Total Return ETN",JPY,"The investment seeks to track the performance of ""FactSet Global Niche Top Japanese Enterprise Index Net Total Return"".",Derivatives,,Nomura Asset Management,JPX,XJPX,
2510.T,NEXT FUNDS Japan Bond NOMURA-BPI Exchange Traded Fund,JPY,NEXT FUNDS Japan Bond NOMURA-BPI Exchange Traded Fund is an exchange-traded fund listed on the Tokyo Stock Exchange. The fund aims to track the performance of the NOMURA-BPI Japan Government Bond Index. It provides investors with exposure to the Japanese government bond market.,Fixed Income,Government Bonds,Nomura Asset Management,JPX,XJPX,
2511.T,NEXT FUNDS International Bond FTSE World Government Bd Idx ex Jpn UnHdg ETF,JPY,"NEXT FUNDS International Bond FTSE World Government Bd Idx ex Jpn UnHdg ETF is an exchange-traded fund listed on the Tokyo Stock Exchange. The fund aims to track the performance of the FTSE World Government Bond Index ex Japan. It provides investors with exposure to international government bonds, excluding Japan, without currency hedging.",Fixed Income,Government Bonds,Nomura Asset Management,JPX,XJPX,
2515.T,NEXT FUNDS International REIT S&P Developed REIT Index (ex Japan UnHdg) ETF,JPY,"NEXT FUNDS International REIT S&P Developed REIT Index (ex Japan UnHdg) ETF is an exchange-traded fund listed on the Tokyo Stock Exchange. The fund aims to track the performance of the S&P Developed REIT Index (ex Japan). It provides investors with exposure to international real estate investment trusts, excluding Japan, without currency hedging.",Real Estate,REITs,Nomura Asset Management,JPX,XJPX,
2516.T,TSE Mothers ETF,JPY,"TSE Mothers ETF is an exchange-traded fund listed on the Tokyo Stock Exchange. This fund aims to track the performance of companies listed on the Mothers section of the Tokyo Stock Exchange, which focuses on high-growth and emerging companies. It offers investors exposure to these smaller, innovative businesses.",Equities,Small Cap,Simplex Asset Management ,JPX,XJPX,
2518.T,NEXT FUNDS MSCI Japan Empowering Women Select Index Exchange Traded Fund,JPY,NEXT FUNDS MSCI Japan Empowering Women Select Index Exchange Traded Fund is an exchange-traded fund listed on the Tokyo Stock Exchange. The fund aims to track the performance of the MSCI Japan Empowering Women Select Index. It provides exposure to Japanese companies that demonstrate a commitment to empowering women in the workplace.,Equities,Developed Markets,Nomura Asset Management,JPX,XJPX,
2519.T,NEXT FUNDS Emerging Market Bond J.P. Morgan EMBI Plus (Unhedged) ETF,JPY,NEXT FUNDS Emerging Market Bond J.P. Morgan EMBI Plus (Unhedged) ETF is an exchange-traded fund listed on the Tokyo Stock Exchange. The fund aims to track the performance of the J.P. Morgan EMBI Plus Index. It provides investors with exposure to emerging market bonds without currency hedging.,Fixed Income,Emerging Markets,Nomura Asset Management,JPX,XJPX,
2524.T,NZAM ETF TOPIX,JPY,"NZAM ETF TOPIX is an exchange-traded fund listed on the Tokyo Stock Exchange. The fund aims to track the performance of the TOPIX Index, representing the broad Japanese stock market. It seeks to provide investors with diversified exposure to Japanese equities.",Equities,Developed Markets,Nikko Asset Management,JPX,XJPX,
2525.T,NZAM ETF Nikkei 225,JPY,"NZAM ETF Nikkei 225 is an exchange-traded fund listed on the Tokyo Stock Exchange. The fund aims to track the performance of the Nikkei 225 Index, representing 225 of the largest publicly traded companies in Japan. It provides investors with diversified exposure to the Japanese stock market.",Equities,Developed Markets,Nikko Asset Management,JPX,XJPX,
2526.T,NZAM ETF JPX-Nikkei400,JPY,NZAM ETF JPX-Nikkei400 is an exchange-traded fund listed on the Tokyo Stock Exchange. This fund aims to track the performance of the JPX-Nikkei 400 Index. This index selects 400 companies in Japan with high capital efficiency and investor-focused management.,Equities,Developed Markets,Nikko Asset Management,JPX,XJPX,
2527.T,NZAM ETF J-REIT Core Index,JPY,NZAM ETF J-REIT Core Index is an exchange-traded fund listed on the Tokyo Stock Exchange. The fund aims to track the performance of the J-REIT Core Index. It provides investors with exposure to Japanese Real Estate Investment Trusts (REITs).,Real Estate,REITs,Nikko Asset Management,JPX,XJPX,
2530.T,MAXIS HuaAn China Equity (SSE 180 index) ETF,JPY,"MAXIS HuaAn China Equity (SSE 180 index) ETF is an exchange-traded fund that aims to track the performance of the SSE 180 Index, providing investors with exposure to a portfolio of leading Chinese companies listed on the Shanghai Stock Exchange. The fund is managed by Mitsubishi UFJ Kokusai Asset Management Co., Ltd. and seeks to replicate the index by investing in constituent stocks.",Equities,Emerging Markets,Mitsubishi Asset Management,JPX,XJPX,
2557.T,SMDAM TOPIX ETF,JPY,"SMDAM TOPIX ETF is an exchange-traded fund managed by Sumitomo Mitsui DS Asset Management Company, Ltd., tracking the TOPIX (Tokyo Stock Price Index), which represents all domestic companies listed on the Tokyo Stock Exchange. The fund aims to provide investors with exposure to the broad Japanese equity market, reflecting the overall performance of the Japanese economy.",Equities,Developed Markets,Sumitomo Mitsui DS Asset Management,JPX,XJPX,
2558.T,MAXIS S&P500 US Equity ETF,JPY,"MAXIS S&P500 US Equity ETF is an exchange-traded fund that seeks to track the performance of the S&P 500 Index, providing investors with exposure to a diversified portfolio of 500 of the largest publicly traded companies in the United States. The fund is managed by Mitsubishi UFJ Kokusai Asset Management Co., Ltd., and it aims to replicate the index by investing in constituent stocks.",Equities,Developed Markets,Mitsubishi Asset Management,JPX,XJPX,
2559.T,MAXIS World Equity (MSCI ACWI) ETF,JPY,"MAXIS World Equity (MSCI ACWI) ETF is an exchange-traded fund that aims to track the performance of the MSCI ACWI (All Country World Index), providing investors with exposure to a broad range of developed and emerging market equities worldwide. The fund is managed by Mitsubishi UFJ Kokusai Asset Management Co., Ltd., seeking to replicate the index by investing in constituent stocks.",Equities,Developed Markets,Mitsubishi Asset Management,JPX,XJPX,
2560.T,MAXIS Carbon Efficient Japan Equity ETF,JPY,"MAXIS Carbon Efficient Japan Equity ETF is an exchange-traded fund that focuses on Japanese equities while considering carbon efficiency, aiming to track an index that selects companies with lower carbon emissions and intensities within the Japanese market. Managed by Mitsubishi UFJ Kokusai Asset Management, it seeks to provide investors with exposure to Japanese stocks that are more environmentally responsible.",Equities,Developed Markets,Mitsubishi Asset Management,JPX,XJPX,
2567.T,NZAM ETF S&P/JPX Carbon Efficient Index,JPY,"NZAM ETF S&P/JPX Carbon Efficient Index is an exchange-traded fund that tracks the S&P/JPX Carbon Efficient Index, providing exposure to Japanese companies selected based on their carbon emissions efficiency relative to their peers. The fund is managed by Nikko Asset Management Co., Ltd. and aims to offer investors a way to invest in Japanese equities while considering environmental sustainability.",Equities,Developed Markets,Nikko Asset Management,JPX,XJPX,
2624.T,iFreeETF-Nikkei225(Quarterly Dividend Type),JPY,"iFreeETF-Nikkei225(Quarterly Dividend Type) is an exchange-traded fund that tracks the Nikkei 225 Index, comprised of 225 of the largest publicly traded companies in Japan, and distributes dividends on a quarterly basis. Managed by Nomura Asset Management, it offers investors exposure to the Japanese stock market with regular income payouts.",Equities,Developed Markets,Nomura Asset Management,JPX,XJPX,
2625.T,iFreeETF-TOPIX(Quarterly Dividend Type),JPY,"iFreeETF-TOPIX(Quarterly Dividend Type) is an exchange-traded fund that tracks the TOPIX (Tokyo Stock Price Index), representing all domestic companies listed on the Tokyo Stock Exchange, and distributes dividends on a quarterly basis. Managed by Nomura Asset Management, it offers investors broad exposure to the Japanese equity market with regular income payouts.",Equities,Developed Markets,Nomura Asset Management,JPX,XJPX,
2628.T,iFreeETF China STAR50,JPY,"iFreeETF China STAR50 is an exchange-traded fund that focuses on investing in companies listed on the Shanghai Stock Exchange Science and Technology Innovation Board (STAR Market), which features innovative and high-growth Chinese companies. Managed by Nomura Asset Management, it offers investors exposure to China's technology and innovation sector.",Information Technology,Emerging Markets,Nomura Asset Management,JPX,XJPX,
2629.T,iFreeETF China GBA100,JPY,"iFreeETF China GBA100 is an exchange-traded fund that focuses on investing in the top 100 companies in the Guangdong-Hong Kong-Macau Greater Bay Area (GBA) of China. Managed by Nomura Asset Management, it provides investors with exposure to the economic growth and development of this key region in China.",Equities,Emerging Markets,Nomura Asset Management,JPX,XJPX,
2631.T,MAXIS NASDAQ100 ETF,JPY,"MAXIS NASDAQ100 ETF is an exchange-traded fund that aims to track the performance of the NASDAQ-100 Index, providing investors with exposure to a portfolio of 100 of the largest non-financial companies listed on the NASDAQ Stock Market. The fund is managed by Mitsubishi UFJ Kokusai Asset Management Co., Ltd., and it seeks to replicate the index by investing in constituent stocks.",Information Technology,Developed Markets,Mitsubishi Asset Management,JPX,XJPX,
2632.T,MAXIS NASDAQ100 ETF (JPY Hedged),JPY,"MAXIS NASDAQ100 ETF (JPY Hedged) is an exchange-traded fund that aims to track the performance of the NASDAQ-100 Index while hedging against fluctuations in the Japanese Yen (JPY) to mitigate currency risk for Japanese investors. Managed by Mitsubishi UFJ Kokusai Asset Management Co., Ltd., it provides exposure to leading NASDAQ companies with currency hedging.",Information Technology,Developed Markets,Mitsubishi Asset Management,JPX,XJPX,
2636.T,Global X MSCI Governance-Quality Japan ETF,JPY,"Global X MSCI Governance-Quality Japan ETF is an exchange-traded fund that invests in Japanese companies with high environmental, social, and governance (ESG) ratings, with a focus on governance and quality factors. Managed by Global X Japan, it aims to provide investors with exposure to Japanese equities that meet specific ESG criteria.",Equities,Developed Markets,Global X Funds,JPX,XJPX,
