symbol,name,currency,summary,category_group,category,family,exchange,mic,isin
BITI.TO,BetaPro Inverse Bitcoin ETF,CAD,"BetaPro Inverse Bitcoin ETF is an exchange-traded fund that seeks to provide daily investment results, before fees, expenses, and taxes, which correspond to the inverse (opposite) of the daily performance of the Bitcoin. The fund uses financial instruments such as swap agreements to achieve its investment objective. Investors use this fund to profit from a decrease in Bitcoin's value or to hedge existing Bitcoin holdings.",Alternatives,,BetaShares Capital,TOR,XTSE,
BLCK.TO,First Trust Indxx Innovative Transaction and Process ETF,CAD,"The First Trust ETF seeks to replicate, to the extent possible, the performance of an innovative transaction and process index. Currently, the First Trust ETF seeks to replicate, to the extent possible, the performance of the Indxx Blockchain Index (the âIndexâ) provided by Indxx, LLC (the âIndex Providerâ), net of expenses. The First Trust ETF will obtain exposure to the Index by investing in the First Trust Indxx Innovative Transaction & Process ETF (the âUnderlying Fundâ), a U.S.-listed index ETF which itself seeks to replicate or substantially replicate the performance of the Index. The Index includes securities of companies that are either actively using, investing in, developing or have products that are poised to benefit from blockchain technology and/or the potential for increased efficiency that it provides to various business processes. The Index seeks to include only companies that have devoted material resources to the use of blockchain technologies.",Information Technology,,First Trust Advisors,TOR,XTSE,
BLOV.TO,Brompton North American Low Volatility Dividend ETF,CAD,"The investment objectives of Brompton North American Low Volatility Dividend ETF are to provide Unitholders with: (a) stable monthly cash distributions; (b) the opportunity for capital appreciation; and (c) low overall volatility of portfolio returns by investing in a portfolio of North American large capitalization equity securities. The Brompton ETF seeks to hedge substantially all of its direct foreign currency exposure back to the Canadian dollar. However, any exposure that the Brompton ETFâs assets allocable to the USD Units have to foreign currencies will not be hedged.",Financials,,Brompton Funds,TOR,XTSE,
BNC.TO,Purpose Canadian Financial Income Fund Series ETF,CAD,The fund seeks to provide shareholders with (i) long-term capital appreciation through investment in a portfolio of Canadian Banks (defined below) (up to 70% on an equal weighted basis) and Canadian Insurance Companies (defined below) (up to 30% on an equal weighted basis) and (ii) monthly distributions.,Financials,,Purpose Investments,TOR,XTSE,
BND.TO,Purpose Global Bond Fund Series ETF,CAD,The Purpose Tactical Investment Grade Bond Fund is designed to achieve positive total returns without taking on additional risk. The Fund maximizes the risk/return trade-off by enhancing bonds yields while managing duration across a broad range of Canadian & U.S. investment grade fixed income securities.,Fixed Income,Investment Grade Bonds,Purpose Investments,TOR,XTSE,
BPRF-U.TO,Brompton Flaherty & Crumrine Investment Grade Preferred ETF,USD,Brompton Flaherty & Crumrine Investment Grade Preferred ETF is an exchange-traded fund managed by Brompton Funds. It invests primarily in a portfolio of investment-grade preferred shares issued by North American companies. The fund aims to provide investors with a consistent stream of income and long-term capital appreciation.,Financials,Investment Grade Bonds,Brompton Funds,TOR,XTSE,
BPRF.TO,Brompton Flaherty & Crumrine Investment Grade Preferred ETF,CAD,"The investment objectives of Brompton Flaherty & Crumrine Investment Grade Preferred ETF are to provide Unitholders of the Brompton ETF with: (a) stable monthly cash distributions and (b) a stable net asset value. The Brompton ETF seeks to hedge substantially all of its direct foreign currency exposure back to the Canadian dollar. However, any exposure that Brompton ETFâs assets allocable to the USD Units have to foreign currencies will not be hedged back to the Canadian dollar.",Financials,Investment Grade Bonds,Brompton Funds,TOR,XTSE,
BREA.TO,Brompton Global Real Assets Dividend ETF,CAD,"The investment objectives of the ETF are to provide unitholders with stable monthly cash distributions, and the opportunity for capital appreciation and lower overall volatility of portfolio returns than would otherwise be experienced by owning securities of global Real Asset Companies (as defined in the Prospectus) directly. The ETF seeks to hedge substantially all of its direct foreign currency exposure back to the Canadian dollar.",Real Estate,,Brompton Funds,TOR,XTSE,
BSKT.TO,Manulife Smart Core Bond ETF,CAD,Manulife Smart Core Bond ETF seeks to earn the highest level of income consistent with the preservation of capital,Fixed Income,Corporate Bonds,Manulife Investment Management,TOR,XTSE,
BTCC-B.TO,Purpose Bitcoin ETF,CAD,"The Purpose Bitcoin ETF seeks to provide investors with exposure to Bitcoin by investing directly in physically settled Bitcoin. This ETF trades on the Toronto Stock Exchange (TSX) and offers a convenient way for investors to gain access to Bitcoin without directly managing digital wallets. The fund aims to track the price of Bitcoin, less fees and expenses.",Commodities,,Purpose Investments,TOR,XTSE,
BTCC-U.TO,Purpose Bitcoin ETF,USD,"The Purpose Bitcoin ETF seeks to provide investors with exposure to Bitcoin by investing directly in physically settled Bitcoin. This ETF trades on the Toronto Stock Exchange (TSX) and offers a convenient way for investors to gain access to Bitcoin without directly managing digital wallets. The fund aims to track the price of Bitcoin, less fees and expenses, and is denominated in USD.",Commodities,,Purpose Investments,TOR,XTSE,
BTCC.TO,Purpose Bitcoin ETF CAD ETF Currency Hedged Units,CAD,"The Fund has been created to buy and hold substantially all of its assets in
long-term holdings of Bitcoin and seeks to provide holders of ETF Units
(âUnitholdersâ) with the opportunity for long-term capital appreciation.",Commodities,,Purpose Investments,TOR,XTSE,
BTCQ-U.TO,3iQ CoinShares Bitcoin ETF,USD,The 3iQ CoinShares Bitcoin ETF is designed to provide investors with exposure to Bitcoin by investing in physically settled Bitcoin. It trades on the Toronto Stock Exchange (TSX) and is denominated in USD. The ETF seeks to provide a secure and convenient way for investors to participate in the Bitcoin market without the complexities of direct ownership.,Commodities,,Purpose Investments,TOR,XTSE,
BTCQ.TO,3iQ CoinShares Bitcoin ETF,CAD,The 3iQ CoinShares Bitcoin ETF is designed to provide investors with exposure to Bitcoin by investing in physically settled Bitcoin. It trades on the Toronto Stock Exchange (TSX). The ETF seeks to provide a secure and convenient way for investors to participate in the Bitcoin market without the complexities of direct ownership.,Commodities,,Purpose Investments,TOR,XTSE,
BTCX-B.TO,CI Galaxy Bitcoin ETF C$ Unhedged Series Units,CAD,"To achieve its investment objective, the ETF will invest directly in bitcoin and will utilize high-quality service providers in the digital assets sector (e.g., digital asset custodians, trading platforms and trading counterparties) in order to manage the assets of the ETF. For example, the ETFâs portfolio will be priced based on, and the ETFâs Net Asset Value will be calculated using, the Bloomberg Galaxy Bitcoin Index (âBTCâ). The BTC is designed to measure the performance of a single bitcoin traded in USD and is owned and administered by Bloomberg Index Services Limited and is co-branded with Galaxy Digital Capital Management LP, the Subadvisor of the ETF.",Commodities,,CI Investments,TOR,XTSE,
BTCX-U.TO,CI Galaxy Bitcoin ETF US$ SeriesUnits,USD,"To achieve its investment objective, the ETF will invest directly in bitcoin and will utilize high-quality service providers in the digital assets sector (e.g., digital asset custodians, trading platforms and trading counterparties) in order to manage the assets of the ETF. For example, the ETFâs portfolio will be priced based on, and the ETFâs Net Asset Value will be calculated using, the Bloomberg Galaxy Bitcoin Index (âBTCâ). The BTC is designed to measure the performance of a single bitcoin traded in USD and is owned and administered by Bloomberg Index Services Limited and is co-branded with Galaxy Digital Capital Management LP, the Subadvisor of the ETF.",Commodities,,CI Investments,TOR,XTSE,
BXF.TO,CI 1-5 Year Laddered Government Strip Bond Index ETF Common,CAD,"BXF has been designed to replicate, to the extent possible, the performance of a Canadian 1-5 year laddered government strip bond index, net of expenses. The current index is the FTSE Canada 1-5 Year Laddered Government Strip Bond IndexTM (the âIndexâ). BXF invests primarily in Strip Bonds, both coupons and residuals, derived from Canadian federal and provincial government bonds issued domestically in Canada and denominated in Canadian dollars.",Fixed Income,Government Bonds,CI Investments,TOR,XTSE,
CACB.TO,CIBC Active Investment Grade Corporate Bond ETF,CAD,"CIBC Active Investment Grade Corporate Bond ETF seeks to generate a high level of current income while preserving capital by investing primarily in bonds, debentures, notes and other debt instruments of Canadian issuers.",Fixed Income,Corporate Bonds,CIBC Asset Management,TOR,XTSE,
CAFR.TO,CIBC Active Investment Grade Floating Rate Bond ETF,CAD,CIBC Active Investment Grade Floating Rate Bond ETF seeks to generate current income while preserving capital by investing primarily in a portfolio of Canadian debt securities and by using interest rate derivatives that seek to mitigate the effect of interest rate fluctuations.,Fixed Income,Investment Grade Bonds,CIBC Asset Management,TOR,XTSE,
CAGG.TO,CI Yield Enhanced Canada Aggregate Bond Index ETF,CAD,"Each WisdomTree ETF seeks to track, to the extent possible, the price and yield
performance of the applicable Index, before fees and expenses. The investment strategy of
each WisdomTree ETF is to invest in and hold the Constituent Securities of the applicable
Index in the same proportion as they are reflected in the applicable Index or otherwise
invest in a manner intended to track the price and yield performance of the Index.",Fixed Income,Investment Grade Bonds,WisdomTree Asset Management,TOR,XTSE,
CAGS.TO,CI Yield Enhanced Canada Short-Term Aggregate Bond Index ETF,CAD,"Each WisdomTree ETF seeks to track, to the extent possible, the price and yield
performance of the applicable Index, before fees and expenses. The investment strategy of
each WisdomTree ETF is to invest in and hold the Constituent Securities of the applicable
Index in the same proportion as they are reflected in the applicable Index or otherwise
invest in a manner intended to track the price and yield performance of the Index.",Fixed Income,Government Bonds,WisdomTree Asset Management,TOR,XTSE,
CALL-U.TO,Evolve US Banks Enhanced Yield Fund UnHedged Units USD,USD,"CALL seeks to replicate, to the extent reasonably possible before fees and expenses, the performance of the Solactive Equal Weight US Bank Index Canadian Dollar Hedged, or any successor thereto, while mitigating downside risk. CALL invests primarily in the equity constituents of the Solactive Equal Weight US Bank Index Canadian Dollar Hedged, or any successor thereto, while writing covered call options on up to 33% of the portfolio securities, at the discretion of the Manager. The level of covered call option writing may vary based on market volatility and other factors.",Financials,,Evolve Funds Group,TOR,XTSE,
CALL.TO,Evolve US Banks Enhanced Yield Fund Hedged Units,CAD,"CALL seeks to replicate, to the extent reasonably possible before fees and expenses, the performance of the Solactive Equal Weight US Bank Index Canadian Dollar Hedged, or any successor thereto, while mitigating downside risk. CALL invests primarily in the equity constituents of the Solactive Equal Weight US Bank Index Canadian Dollar Hedged, or any successor thereto, while writing covered call options on up to 33% of the portfolio securities, at the discretion of the Manager. The level of covered call option writing may vary based on market volatility and other factors.",Financials,,Evolve Funds Group,TOR,XTSE,
CARS-B.TO,Evolve Automobile Innovation Index Fund - UnHedged Units,CAD,"CARS seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the Solactive Future Cars Index Canadian Dollar Hedged, or any successor thereto. CARS invests primarily in equity securities of companies that are directly or indirectly involved in developing electric drivetrains, autonomous driving or network connected services for automobiles.",Consumer Discretionary,,Evolve Funds Group,TOR,XTSE,
CARS.TO,Evolve Automobile Innovation Index Fund - Hedged Units,CAD,"CARS seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the Solactive Future Cars Index Canadian Dollar Hedged, or any successor thereto. CARS invests primarily in equity securities of companies that are directly or indirectly involved in developing electric drivetrains, autonomous driving or network connected services for automobiles.",Consumer Discretionary,,Evolve Funds Group,TOR,XTSE,
CBH.TO,iShares 1-10 Year Laddered Corporate Bond Index ETF Common Class,CAD,"CBH has been designed to replicate, to the extent possible, the performance of the FTSE Canada 1-10 Year Laddered Corporate Bond Index, net of expenses. Under normal market conditions, CBH will primarily invest in securities of one or more iShares ETFs and/or Canadian fixed income securities.",Fixed Income,Corporate Bonds,BlackRock Asset Management,TOR,XTSE,
CBND.TO,Manulife Smart Corporate Bond ETF,CAD,Manulife Smart Corporate Bond ETF seeks to earn the highest level of income consistent with the preservation of capital by investing primarily in a diversified portfolio of fixed income securities issued by Canadian corporations.,Fixed Income,Corporate Bonds,Manulife Investment Management,TOR,XTSE,
CBO.TO,iShares 1-5 Year Laddered Corporate Bond Index ETF Common Class,CAD,"CBO has been designed to replicate, to the extent possible, the performance of the FTSE Canada 1-5 Year Laddered Corporate Bond Index, net of expenses. Under normal market conditions, CBO will primarily invest in securities of one or more iShares ETFs and/or Canadian fixed income securities.",Fixed Income,Corporate Bonds,BlackRock Asset Management,TOR,XTSE,
CCBI.TO,CIBC Canadian Bond Index ETF,CAD,"Seeks to replicate, to the extent reasonably
possible and before fees and expenses, the
performance of a Canadian aggregate bond index
that measures the investment return of the
Canadian investment grade bond market.
Currently, this CIBC ETF seeks to track the
MorningstarÂ® Canada Core Bond Indexâ¢ (or any
successor thereto).",Fixed Income,Investment Grade Bonds,CIBC Asset Management,TOR,XTSE,
CCEI.TO,CIBC Canadian Equity Index ETF,CAD,"Seeks to replicate, to the extent reasonably
possible and before fees and expenses, the
performance of a broad Canadian equity market
index that measures the investment return of
publicly traded securities in the Canadian market.
Currently, this CIBC ETF seeks to track the
MorningstarÂ® Canada Domestic Indexâ¢ (or any
successor thereto).",Information Technology,Developed Markets,CIBC Asset Management,TOR,XTSE,
CCNS.TO,CIBC Conservative Fixed Income Pool ETF,CAD,"The Pool will focus on generating regular income with the potential for modest long-term capital appreciation, by investing primarily in units of other mutual funds that invest in fixed income securities.",Fixed Income,,CI Investments,TOR,XTSE,
CCOR-U.TO,CI DoubleLine Core Plus Fixed Income US$ Fund ETF US$ Series,USD,The fundâs investment objective is to seek to maximize current income and total return by primarily investing in a portfolio of fixed income securities of any maturity across the global fixed income spectrum.,Fixed Income,Investment Grade Bonds,CI Investments,TOR,XTSE,
CCOR.TO,CI DoubleLine Core Plus Fixed Income US$ Fund ETF C$ Hedged Series,CAD,"""The fundâs investment objective is to seek to maximize current income and total return by primarily investing in a portfolio of fixed income securities of any maturity across the global fixed income spectrum.
Any change to the investment objective must be approved by a majority of the votes cast by unitholders at a meeting called to consider the change.""",Fixed Income,Investment Grade Bonds,CI Investments,TOR,XTSE,
CCRE.TO,CIBC Core Fixed Income Pool ETF,CAD,"The Pool will focus on generating regular income with the potential for modest long-term capital appreciation, by investing primarily in units of other mutual funds that invest in fixed income securities.",Fixed Income,,CIBC Asset Management,TOR,XTSE,
CDIV.TO,Manulife Smart Dividend ETF,CAD,Manulife Smart Dividend ETF seeks to provide a steady flow of income and long-term capital appreciation by investing primarily in a diversified portfolio of Canadian dividend paying securities.,Financials,Developed Markets,Manulife Investment Management,TOR,XTSE,
CDLB-B.TO,CI DoubleLine Total Return Bond US$ Fund ETF C$ Unhedged Series,CAD,"""The fundâs investment objective is to seek to maximize total return by primarily investing in securitized investments and other fixed income securities issued by the U.S. government or other issuers.
Any change to the investment objective must be approved by a majority of the votes cast by unitholders at a meeting called to consider the change.""",Fixed Income,Investment Grade Bonds,CI Investments,TOR,XTSE,
CDLB-U.TO,CI DoubleLine Total Return Bond US$ Fund ETF US$ Series,USD,"""The fundâs investment objective is to seek to maximize total return by primarily investing in securitized investments and other fixed income securities issued by the U.S. government or other issuers.
Any change to the investment objective must be approved by a majority of the votes cast by unitholders at a meeting called to consider the change.""",Fixed Income,Investment Grade Bonds,CI Investments,TOR,XTSE,
CDLB.TO,CI DoubleLine Total Return Bond US$ Fund ETF C$ Hedged Series,CAD,"""The fundâs investment objective is to seek to maximize total return by primarily investing in securitized investments and other fixed income securities issued by the U.S. government or other issuers.
Any change to the investment objective must be approved by a majority of the votes cast by unitholders at a meeting called to consider the change.""",Fixed Income,Investment Grade Bonds,CI Investments,TOR,XTSE,
CDZ.TO,iShares S&P/TSX Canadian Dividend Aristocrats Index ETF Common Class,CAD,"CDZ has been designed to replicate, to the extent possible, the performance of the S&P/TSX Canadian Dividend Aristocrats Index, net of expenses. Under normal market conditions, CDZ will primarily invest in securities of one or more iShares ETFs and/or Canadian equity securities.",Financials,Developed Markets,BlackRock Asset Management,TOR,XTSE,
CEW.TO,iShares Equal Weight Banc & Lifeco ETF Common Class,CAD,"CEWâs investment objective is to provide Unitholders with a diversified equal weighted investment in a portfolio (the âCEW Portfolioâ) of common shares of the largest Canadian banks and Canadian life insurance companies. Cash distributions on the Units of CEW are expected to be made monthly and will be derived from dividends received by CEW on the CEW Portfolio. Such distributions may also include capital gains and returns of capital. CEW will endeavour to provide holders of its Units with monthly cash distributions targeted to be $0.04167 per Unit (approximately $0.50 per annum). Unitholders will also participate in any potential appreciation in the CEW Portfolio. There can be no assurance that CEW will achieve its stated investment objective, including making distributions at its targeted rate. Currently, CEW is paying monthly cash distributions of $0.043 per Unit ($0.516 per annum).",,,CI Investments,TOR,XTSE,
CFLX.TO,CIBC Flexible Yield ETF (CAD-Hedged),CAD,"CIBC Flexible Yield ETF (CAD-Hedged) seeks to generate long-term total return and current income by investing primarily in high yielding debt and investment grade fixed income securities of issuers located anywhere in the world. Exposure to these types of securities will be obtained by investing primarily in Renaissance Flexible Yield Fund (or its successor fund), and/or by investing directly in the securities.",Fixed Income,High Yield Bonds,CIBC Asset Management,TOR,XTSE,
CGAA.TO,CI Global Asset Allocation Private Pool ETF,CAD,"The CI First Asset ETFâs investment objective is to generate income and longterm capital growth by investing in a combination of equity and fixed-income
securities of countries and companies located anywhere in the world.",,Blend,CI Investments,TOR,XTSE,
CGL-C.TO,iShares Gold Bullion ETF (Non-Hedged),CAD,"The investment objective of CGL is to replicate the performance of the price of gold bullion, less CGLâs fees and expenses. To achieve its investment objective, CGL invests in long-term holdings of unencumbered gold bullion, in 100 or 400 troy ounce international bar sizes.",Commodities,,BlackRock Asset Management,TOR,XTSE,
CGL.TO,iShares Gold Bullion ETF (CAD-Hedged),CAD,"The investment seeks to replicate, net of expenses, the price of gold bullion.
 The fund invests assets in holdings of unencumbered gold bullion, in 100 or 400 troy ounce international bar sizes, and will not speculate with regard to short-term changes in gold prices. It may also utilize forward contracts relating to the currency hedge.",Commodities,,BlackRock Asset Management,TOR,XTSE,
CGLO.TO,CIBC Global Growth ETF,CAD,"CIBC Global Growth ETF seeks to generate long-term capital growth by investing in a diversified portfolio consisting primarily of equity securities of companies located anywhere in the world. Exposure to these types of securities will be obtained by investing primarily in Renaissance Global Growth Fund (or its successor fund), and/or by investing directly in the securities.",,Growth,CI Investments,TOR,XTSE,
CGR.TO,iShares Global Real Estate Index ETF Common Class,CAD,"CGR has been designed to replicate, to the extent possible, the performance of the Cohen & Steers Global Realty Majors Index, net of expenses. Under normal market conditions, CGR will primarily invest in securities of one or more iShares ETFs and/or equity securities issued by international issuers participating in the real estate sector.",Real Estate,REITs,BlackRock Asset Management,TOR,XTSE,
