symbol,name,currency,summary,category_group,category,family,exchange,mic,isin
OIH.SN,VanEck Vectors Oil Services ETF,,"The investment seeks to replicate as closely as possible, before fees and expenses, the price and yield performance of the MVISÂ® US Listed Oil Services 25 Index.
 The fund normally invests at least 80% of its total assets in securities that comprise the fund&#39;s benchmark index. The index includes common stocks and depositary receipts of U.S. exchange-listed companies in the oil services segment. Such companies may include small- and medium-capitalization companies and foreign companies that are listed on a U.S. exchange. The fund is non-diversified.",Energy,Energy,VanEck Asset Management,,,
PPH.SN,VanEck Vectors Pharmaceutical ETF,,"The investment seeks to replicate as closely as possible, before fees and expenses, the price and yield performance of the MVISÂ® US Listed Pharmaceutical 25 Index.
 The fund normally invests at least 80% of its total assets in securities that comprise the fund&#39;s benchmark index. The index includes common stocks and depositary receipts of U.S. exchange-listed companies in the pharmaceutical industry. Such companies may include medium-capitalization companies and foreign companies that are listed on a U.S. exchange. It is non-diversified.",Health Care,Health Care,VanEck Asset Management,,,
REMX.SN,VanEck Vectors Rare Earth/Strategic Metals ETF,,"The investment seeks to replicate as closely as possible, before fees and expenses, the price and yield performance of the MVISÂ® Global Rare Earth/Strategic Metals Index.
 The fund normally invests at least 80% of its total assets in securities that comprise the fund&#39;s benchmark index. The index includes companies primarily engaged in a variety of activities that are related to the producing, refining and recycling of rare earth and strategic metals and minerals. It is non-diversified.",Materials,Materials,VanEck Asset Management,,,
SMH.SN,VanEck Vectors Semiconductor ETF,,"The investment seeks to replicate as closely as possible, before fees and expenses, the price and yield performance of the MVISÂ® US Listed Semiconductor 25 Index.
 The fund normally invests at least 80% of its total assets in securities that comprise the fund&#39;s benchmark index. The index includes common stocks and depositary receipts of U.S. exchange-listed companies in the semiconductor industry. Such companies may include medium-capitalization companies and foreign companies that are listed on a U.S. exchange. The fund is non-diversified.",Information Technology,Technology,VanEck Asset Management,,,
SMOG.SN,VanEck Vectors Low Carbon Energy ETF,,"The investment seeks to replicate as closely as possible, before fees and expenses, the price and yield performance of the MVIS Global Low Carbon Energy Index.
 The fund normally invests at least 80% of its total assets in stocks of low carbon energy companies. Such companies may include small- and medium-capitalization companies and foreign issuers. âLow carbon energy companiesâ refers to companies primarily engaged in renewable energy, including renewable energy production, alternative fuels, electric vehicles, and related technologies and building materials (such as advanced batteries). It is non-diversified.",Equities,Developed Markets,VanEck Asset Management,,,
VFDEF,Vanguard Funds Public Limited Company - Vanguard FTSE Developed Europe UCITS ETF,,VFDEF is an exchange-traded fund (ETF) that aims to replicate the performance of the FTSE Developed Europe Index. It invests in the stocks of large-cap and mid-cap companies in developed European countries.,Equities,,,,,
VGFPF,Vanguard Funds Public Limited Company - Vanguard S&P 500 UCITS ETF,,The Vanguard S&P 500 UCITS ETF (USD) Accumulating seeks to track the S&P 500 index. The S&P 500 index tracks the 500 largest US stocks.,Equities,,,,,
VNGCF,Vanguard Funds Public Limited Company - Vanguard USD Corporate Bond UCITS ETF,,,,,,,,
WDSSF,WisdomTree Issuer ICAV - WisdomTree US Quality Dividend Growth UCITS ETF,,"The WisdomTree Issuer ICAV - WisdomTree US Quality Dividend Growth UCITS ETF aims to track the performance of U.S. companies with strong dividend growth and quality characteristics. It operates as a UCITS ETF, selecting holdings based on fundamental factors like profitability and dividend growth, offering investors exposure to a portfolio of high-quality, dividend-growing U.S. stocks.",Equities,,,,,
WSDMF,WisdomTree Issuer ICAV - WisdomTree Europe Equity UCITS ETF,,"The WisdomTree Issuer ICAV - WisdomTree Europe Equity UCITS ETF aims to track the performance of European equity markets, focusing on dividend-paying companies and employing a fundamentally weighted index. This ETF operates under UCITS regulations, incorporating ESG criteria and offering currency-hedged options to manage exchange rate risks.",Equities,,,,,
ZKBHF,ZKB Gold ETF,,The ZKB Gold ETF provides investors with exposure to the gold market by investing in physical gold bullion.,Commodities,,,,,
