symbol,name,currency,summary,category_group,category,family,exchange,mic,isin
2B7U.MU,ISHSII-UK PROP. LSDIS,EUR,ISHSII-UK PROP. LSDIS is an exchange-traded fund (ETF) managed by iShares that provides exposure to the UK property market. The fund aims to track the investment results of an index composed of UK real estate companies and REITs.,Real Estate,REITs,BlackRock Asset Management,MUN,XMUN,
2GJA.MU,BLOCKCHAIN TECHNO.ETF,EUR,,Information Technology,,,MUN,XMUN,
2IM1.MU,Creating Alpha Fund - German Champions,EUR,"Creating Alpha Fund - German Champions invests in German companies with the strongest sales and earnings growth. It is managed by German boutique asset management firm Creating Alpha Investment GmbH, headquartered in Frankfurt. The fund focuses on identifying companies with sustainable business models and growth potential.",,,,MUN,XMUN,
2UJC.MU,BSF - BLACKROCK MIPD A2DL,EUR,,,,BlackRock Asset Management,MUN,XMUN,
2UJD.MU,BSF - BLACKROCK MIPM A2DL,EUR,,,,BlackRock Asset Management,MUN,XMUN,
2UJE.MU,BSF - BLACKROCK MIPG A2DL,EUR,,,,BlackRock Asset Management,MUN,XMUN,
2UJF.MU,B.S.F.-B.ESG EUR.BD A4EOD,EUR,,,,BlackRock Asset Management,MUN,XMUN,
2UJG.MU,BSF-BLACKROCK MIPC A4 EO,EUR,,,,BlackRock Asset Management,MUN,XMUN,
2UJH.MU,BSF-BLACKROCK MIPC A2 DL,EUR,,,,BlackRock Asset Management,MUN,XMUN,
2UJJ.MU,BGF-SEEBL A2HEOA,EUR,,,,BlackRock Asset Management,MUN,XMUN,
2UJL.MU,BGF-W.HEALTH A2HEOA,EUR,,Health Care,,BlackRock Asset Management,MUN,XMUN,
2UJM.MU,BGF-ESG EM.MA.BD A2DLA,EUR,,Fixed Income,,BlackRock Asset Management,MUN,XMUN,
2UJP.MU,BGF-S.ESG E.M. BL. A2DLA,EUR,,,,BlackRock Asset Management,MUN,XMUN,
2UJQ.MU,BLRK-ESG EO CBD A2EOA,EUR,,,,BlackRock Asset Management,MUN,XMUN,
2WP.MU,"Postal Realty Trust, Inc.",EUR,"Postal Realty Trust, Inc. is a real estate investment trust (REIT) that owns and manages properties leased to the United States Postal Service (USPS). The company's business model focuses on acquiring, owning, and managing postal properties across the United States, generating revenue through rental income. Postal Realty Trust is headquartered in Cedarhurst, New York.",Real Estate,REITs,,MUN,XMUN,
31Q3.MU,BLACKR.S.-A.D.E.A.R.A2EOH,EUR,,,,BlackRock Asset Management,MUN,XMUN,
31Q4.MU,BGF-US BAS.VAL.N.A2 EO H.,EUR,"This is a BlackRock fund focused on US base value companies. The fund invests in undervalued companies within the US market, seeking long-term capital appreciation. It is domiciled in Europe.",,Value,BlackRock Asset Management,MUN,XMUN,
31Q5.MU,BGF-US FLEX.EQ.NA.A4 EO,EUR,"This is a BlackRock fund focused on US flexible equity. The fund invests in a portfolio of US equities with a flexible investment strategy, varying sector and market cap allocations. It is domiciled in Europe.",,Blend,BlackRock Asset Management,MUN,XMUN,
31Q6.MU,BGF-US FLEX.EQ.NA.A4 EO-H,EUR,"This is a BlackRock fund focused on US flexible equity with currency hedging. The fund invests in a portfolio of US equities with a flexible investment strategy, with currency hedging implemented. It is domiciled in Europe.",,Blend,BlackRock Asset Management,MUN,XMUN,
31Q8.MU,BGF-WORLD ENERGY NAM.A4EO,EUR,"This is a BlackRock fund focused on global energy companies. The fund invests in companies involved in the exploration, production, and distribution of energy resources worldwide. It is domiciled in Europe.",Energy,,BlackRock Asset Management,MUN,XMUN,
31QA.MU,BGF-SESGEMC A2EOA,EUR,"This is a BlackRock fund investing in companies with strong environmental, social and governance (ESG) practices in emerging markets. The fund focuses on sustainable and responsible investments within developing economies. It is domiciled in Europe.",,Emerging Markets,BlackRock Asset Management,MUN,XMUN,
31QB.MU,BGF-SESGEMC A2DLA,EUR,,,,BlackRock Asset Management,MUN,XMUN,
31QD.MU,BGF-WORLD HEALTHSCIE.A4DL,EUR,"This is a BlackRock fund focused on global healthcare companies. The fund invests in companies involved in pharmaceuticals, biotechnology, medical devices, and healthcare services globally. It is domiciled in Europe.",Health Care,,BlackRock Asset Management,MUN,XMUN,
31QE.MU,BGF-WORLD HEALTHSCIE.A4EO,EUR,"This is a BlackRock fund focused on global healthcare companies. The fund invests in companies involved in pharmaceuticals, biotechnology, medical devices, and healthcare services globally. It is domiciled in Europe.",Health Care,,BlackRock Asset Management,MUN,XMUN,
33UA.MU,BGF-GL.CORP.BD N.A4EUR H,EUR,"This is a BlackRock fund investing in global corporate bonds denominated in EUR with currency hedging. The fund provides exposure to a diversified portfolio of corporate debt securities, mitigating currency risk for Euro-based investors. It is domiciled in Europe.",Fixed Income,Corporate Bonds,BlackRock Asset Management,MUN,XMUN,
33UE.MU,BGF-GL DYN.EQU. FD N.A4EO,EUR,"This is a BlackRock fund focused on global dynamic equity. The fund invests in a portfolio of global equities with a dynamic allocation strategy, adjusting sector and regional exposures based on market conditions. It is domiciled in Europe.",Alternatives,Developed Markets,BlackRock Asset Management,MUN,XMUN,
33UI.MU,BGF-BGF CHINA BD A2ADL,EUR,This is a BlackRock fund that invests in Chinese bonds. The fund aims to provide investors with access to the fixed income market in China through diversified bond holdings. It is domiciled in Europe.,Fixed Income,Emerging Markets,BlackRock Asset Management,MUN,XMUN,
33UJ.MU,BGF-GL.ALLOCATION FD A4DL,EUR,"This is a BlackRock fund that invests in global assets with an allocation strategy. The fund aims to provide investors with a diversified portfolio across different asset classes, such as equities, bonds, and commodities, based on a strategic allocation model. It is domiciled in Europe.",Alternatives,,BlackRock Asset Management,MUN,XMUN,
33UL.MU,BGF-DYN.HGH INC.FD A6DLD,EUR,"This is a BlackRock fund focused on dynamic high-income opportunities. The fund aims to generate high income through investments in various asset classes, including high-yield bonds, dividend-paying stocks, and other income-producing securities globally. It is domiciled in Europe.",Alternatives,High Yield Bonds,BlackRock Asset Management,MUN,XMUN,
36B1.MU,Ishares II PLC - Ishares J.P. Morgan ESG Emerging Bond Ucits ETF,EUR,"The iShares J.P. Morgan ESG Emerging Markets Bond UCITS ETF is an exchange-traded fund domiciled in Ireland. It aims to track the investment results of an index composed of U.S. dollar-denominated emerging market bonds that have been screened for certain environmental, social and governance (ESG) characteristics. The ETF seeks to provide exposure to a broad range of emerging market debt while incorporating ESG considerations into the investment process.",Fixed Income,Emerging Markets,BlackRock Asset Management,MUN,XMUN,
36B5.MU,ISHSIV-MSCI EM SRI DLDIS,EUR,"ISHSIV-MSCI EM SRI DLDIS is an exchange-traded fund (ETF) designed to track the performance of the MSCI Emerging Markets SRI Filtered Index. This index focuses on companies in emerging markets with high environmental, social, and governance (ESG) ratings while excluding those involved in controversial activities. The ETF aims to provide investors with exposure to sustainable and responsible investments in the emerging markets equity space.",Financials,Emerging Markets,BlackRock Asset Management,MUN,XMUN,
36B7.MU,ISHS GL.CORP.BD ETF EOHD,EUR,ISHS GL.CORP.BD ETF EOHD is an exchange-traded fund (ETF) that aims to track the performance of an index composed of global corporate bonds. The fund provides investors with exposure to a diversified portfolio of investment-grade corporate debt from around the world. It is designed for investors seeking income and diversification through global corporate bond markets.,Fixed Income,Corporate Bonds,BlackRock Asset Management,MUN,XMUN,
36BA.MU,ISH2-DL C.BD E. HGDEOD,EUR,ISH2-DL C.BD E. HGDEOD is an exchange-traded fund (ETF) that tracks the performance of an index composed of Euro-denominated corporate bonds with a high credit rating. The fund offers exposure to investment-grade corporate debt within the Eurozone. It is designed for investors seeking income and stability through investment in high-quality Euro corporate bonds.,Fixed Income,Corporate Bonds,BlackRock Asset Management,MUN,XMUN,
3BJ1.MU,KEPPLER-GLOBAL VALUE-INV.,EUR,KEPPLER-GLOBAL VALUE-INV. is a global value investment fund. Its objective is to achieve long-term capital appreciation by investing in a diversified portfolio of undervalued securities worldwide.,Alternatives,Value,,MUN,XMUN,
3BJ3.MU,MULTIZINS-INVEST,EUR,MULTIZINS-INVEST is an investment fund focused on generating returns through a diversified portfolio of fixed-income securities. The fund invests in various types of bonds and debt instruments to provide income and capital appreciation. The investment strategy involves actively managing the portfolio to optimize returns based on market conditions and interest rate movements.,Fixed Income,Corporate Bonds,,MUN,XMUN,
3BJ4.MU,WELTZINS-INVEST (P),EUR,WELTZINS-INVEST (P) is a global bond fund. It aims to generate returns by investing in a diversified portfolio of international fixed-income securities. The fund seeks to capitalize on global interest rate trends and credit opportunities.,Fixed Income,Government Bonds,,MUN,XMUN,
3ISP.MU,ISHSTR.-US MEDIC.DEV.ETF,EUR,"ISHSTR.-US MEDIC.DEV.ETF is an exchange-traded fund (ETF) that seeks to track the investment results of an index composed of U.S. companies in the medical device industry. The fund provides investors with exposure to companies involved in the research, development, manufacturing, and distribution of medical devices. It aims to offer a targeted investment in the growing healthcare sector, focusing specifically on the medical devices segment.",Health Care,,BlackRock Asset Management,MUN,XMUN,
3PDA.MU,PALADIN ONE ANLAGE-AKTI.F,EUR,PALADIN ONE ANLAGE-AKTI.F is an investment fund that aims to achieve capital appreciation through investments in a diversified portfolio of equities. The fund's investment strategy focuses on identifying and selecting undervalued or growth-oriented companies. The fund managers actively manage the portfolio to maximize returns while considering risk management and diversification.,Financials,,,MUN,XMUN,
3PT3.MU,SGKB L.-DANUBE TIGER EO B,EUR,SGKB L.-DANUBE TIGER EO B is an investment fund that focuses on investing in companies located in the Danube region of Europe. The fund aims to capitalize on the growth potential of economies in this region through investments in various sectors. It seeks to achieve long-term capital appreciation by identifying and investing in promising companies within the Danube area.,Alternatives,,3 Banken-Generali Investment-Gesellschaft,MUN,XMUN,
3QV.MU,FED.HERM.AS.EX-JP.EQ.RADL,EUR,"FED.HERM.AS.EX-JP.EQ.RADL is an equity fund. The fund aims to provide long-term capital appreciation by investing in a diversified portfolio of stocks from developed markets, excluding Japan. The investment process integrates environmental, social, and governance (ESG) factors.",Alternatives,Developed Markets,Amundi Asset Management,MUN,XMUN,
3SP1.MU,PHAIDROS FDS-BALANCED D,EUR,PHAIDROS FDS-BALANCED D is a balanced investment fund. Its goal is to achieve a mix of capital appreciation and income by investing in a diversified portfolio of stocks and bonds. The fund seeks to provide moderate risk exposure.,Alternatives,Blend,3 Banken-Generali Investment-Gesellschaft,MUN,XMUN,
3SP2.MU,STARCAP.-WINBONDS PL.A EO,EUR,STARCAP.-WINBONDS PL.A EO is a bond fund that aims to generate returns through investments in global bond markets. The fund focuses on identifying and investing in undervalued bonds to achieve capital appreciation and income. The investment strategy involves active portfolio management and macroeconomic analysis.,Alternatives,Corporate Bonds,3 Banken-Generali Investment-Gesellschaft,MUN,XMUN,
3SP3.MU,STARS DEFENSIV A,EUR,,,,,MUN,XMUN,
3SP4.MU,STARS FLEXIBEL A,EUR,,,,,MUN,XMUN,
3SPG.MU,BOERSE.DE-WELTFONDS TM,EUR,BOERSE.DE-WELTFONDS TM is a global equity fund that invests in a diversified portfolio of international stocks. The fund seeks to achieve long-term capital appreciation by investing in companies with strong growth potential. The investment strategy is based on fundamental analysis and a selection process that focuses on quality and value.,Alternatives,Developed Markets,3 Banken-Generali Investment-Gesellschaft,MUN,XMUN,
3SPH.MU,Phaidros Funds - Schumpeter Aktien,EUR,,,,,MUN,XMUN,
3SPI.MU,BAK.GL.F.-PR.METALS A2EUR,EUR,"BAK.GL.F.-PR.METALS A2EUR is a fund focused on investing in companies involved in the extraction, production, and processing of precious metals. The fund's objective is to achieve long-term capital growth by investing in a diversified portfolio of precious metal-related businesses. The fund's strategy is based on the outlook for precious metals and the performance of the companies in this sector.",Alternatives,,3 Banken-Generali Investment-Gesellschaft,MUN,XMUN,
3SPP.MU,BAK.GL.F.-PR.METALS A USD,EUR,,,,,MUN,XMUN,
3SPQ.MU,BAK.GL.F.-PR.METALS A EUR,EUR,,,,,MUN,XMUN,
3X80.MU,"VTSAGI A.I.+T.O.DL-,00001",EUR,,,,,MUN,XMUN,
45U.MU,ORCHID ISLAND CAPIT.DL-01,EUR,"ORCHID ISLAND CAPIT.DL-01 is referring to Orchid Island Capital Inc., a specialty finance company. It invests in residential mortgage-backed securities (RMBS) and aims to provide attractive risk-adjusted total returns through leveraged investments in these assets.",Financials,Corporate Bonds,,MUN,XMUN,
4I41.MU,LGT SEL.EQ.EM.MKTS B,EUR,LGT SEL.EQ.EM.MKTS B is a fund from LGT Capital Management that invests in equities of emerging markets. The fund aims to provide long-term capital appreciation through a diversified portfolio of stocks in developing countries.,Alternatives,Emerging Markets,Candriam Lux,MUN,XMUN,
