symbol,name,currency,summary,category_group,category,family,exchange,mic,isin
HUKX-GB.AQ,HSBC ETFS PLC,GBP,,,,HSBC Investment Funds,AQS,AQXE,
IAPD-GB.AQ,,GBP,,,,,AQS,AQXE,
IEUX-GB.AQ,ISHARES,GBP,,,,,AQS,AQXE,
IGUS-GB.AQ,ISHARES V PLC,GBP,,,,Shares Investments,AQS,AQXE,
IGWD-GB.AQ,ISHARES V PLC,GBP,,,,Shares Investments,AQS,AQXE,
IITU-GB.AQ,ISHARES V PLC,GBP,"ISHARES V PLC is an investment company that offers a range of exchange-traded funds (ETFs) providing exposure to various asset classes, sectors, and geographic regions. The company's ETFs are designed to track the performance of specific indices, allowing investors to gain diversified exposure to the market. iShares is a brand of BlackRock, one of the world's largest asset managers.",,,BlackRock Asset Management,AQS,AQXE,
IJPH-GB.AQ,ISHARES V PLC,GBP,"ISHARES V PLC is an investment company that offers a range of exchange-traded funds (ETFs) providing exposure to various asset classes, sectors, and geographic regions. The company's ETFs are designed to track the performance of specific indices, allowing investors to gain diversified exposure to the market. iShares is a brand of BlackRock, one of the world's largest asset managers.",,,BlackRock Asset Management,AQS,AQXE,
IPRP-GB.AQ,ISHARES,GBP,"ISHARES is an investment company that offers a range of exchange-traded funds (ETFs) providing exposure to various asset classes, sectors, and geographic regions. The company's ETFs are designed to track the performance of specific indices, allowing investors to gain diversified exposure to the market. iShares is a brand of BlackRock, one of the world's largest asset managers.",Equities,Developed Markets,BlackRock Asset Management,AQS,AQXE,
IPRV-GB.AQ,ISHARES II PLC,GBP,"ISHARES II PLC is an investment company that offers a range of exchange-traded funds (ETFs) providing exposure to various asset classes, sectors, and geographic regions. The company's ETFs are designed to track the performance of specific indices, allowing investors to gain diversified exposure to the market. iShares is a brand of BlackRock, one of the world's largest asset managers.",Equities,Developed Markets,BlackRock Asset Management,AQS,AQXE,
ISPY-GB.AQ,LEGAL & GENERAL UC,GBP,,,,,AQS,AQXE,
IUKP-GB.AQ,ISHARES II PLC,GBP,,,,,AQS,AQXE,
IWDP-GB.AQ,ISHARES II PLC,GBP,,,,,AQS,AQXE,
IWRD-GB.AQ,ISHARES,GBP,,,,,AQS,AQXE,
JPLG-GB.AQ,JPMORGAN ETFS (IRE,GBP,"JPMorgan ETFs (Ireland) represents a suite of exchange-traded funds (ETFs) offered by JP Morgan, domiciled in Ireland. These ETFs aim to provide investors with diversified exposure to various asset classes, sectors, and investment strategies. JPMorgan ETFs offer a range of investment solutions to meet different investor needs and risk profiles.",Alternatives,,JPMorgan Asset Management,AQS,AQXE,
KLWD-GB.AQ,WISDOMTREE ISSUER,GBP,WISDOMTREE ISSUER ,,,,AQS,AQXE,
LYXIB-GB.AQ,LYXOR INTL AM,EUR,"LYXOR INTL AM is Lyxor International Asset Management, an asset management company. Lyxor offers a range of investment solutions, including ETFs, mutual funds, and structured products. The company is headquartered in France and operates globally.",,,Lyxor International Asset Management,AQS,AQXE,
PADV-GB.AQ,SSGA SPDR ETFS E I,GBP,,,,,AQS,AQXE,
PSRF-GB.AQ,INVESCO MKTS III,GBP,,,,,AQS,AQXE,
RIOL-GB.AQ,MULTI UNITS LUXEMB,GBP,"MULTI UNITS LUXEMB is a sub-fund within a larger umbrella fund structure based in Luxembourg. It invests across a range of asset classes or strategies, as indicated by ""MULTI UNITS."" Further details regarding the specific investment mandate and focus would require analysis of the fund's prospectus.",,,,AQS,AQXE,
ROBG-GB.AQ,LEGAL & GENERAL UC,GBP,,,,,AQS,AQXE,
SJPA-GB.AQ,ISHARES III PLC,GBP,,,,,AQS,AQXE,
SPOG-GB.AQ,,GBP,,,,,AQS,AQXE,
SPX5-GB.AQ,SSGA SPDR ETFS E I,GBP,,,,,AQS,AQXE,
SWDA-GB.AQ,ISHARES III PLC,GBP,ISHARES III PLC ,,,,AQS,AQXE,
TURL-GB.AQ,MULTI UNITS LUXEMB,GBP,,,,,AQS,AQXE,
UKDV-GB.AQ,SSGA SPDR ETFS EUROPE I PLC,GBP,,,,State Street Global Advisors,AQS,AQXE,
USDV-GB.AQ,SSGA SPDR ETFS E I,GBP,,,,State Street Global Advisors,AQS,AQXE,
VAPX-GB.AQ,VANGUARD FUNDS PLC,GBP,"VANGUARD FUNDS PLC is an investment management company that offers a wide range of mutual funds and exchange-traded funds (ETFs) to individual and institutional investors. The company is known for its low-cost investment strategies and its focus on providing long-term value to its clients. Vanguard is headquartered in Malvern, Pennsylvania, and is one of the world's largest investment management companies.",,,Vanguard Asset Management,AQS,AQXE,
VEUR-GB.AQ,VANGUARD FUNDS PLC,GBP,,,,Vanguard Asset Management,AQS,AQXE,
VEVE-GB.AQ,VANGUARD FUNDS PLC,GBP,,,,Vanguard Asset Management,AQS,AQXE,
VHYL-GB.AQ,VANGUARD FUNDS PLC,GBP,,,,,AQS,AQXE,
VMID-GB.AQ,VANGUARD FUNDS PLC,GBP,,,,Vanguard Asset Management,AQS,AQXE,
VMIG-GB.AQ,VANGUARD FUNDS PLC,GBP,,,,Vanguard Asset Management,AQS,AQXE,
VUAG-GB.AQ,VANGUARD FUNDS PLC,GBP,,,,Vanguard Asset Management,AQS,AQXE,
VUKG-GB.AQ,VANGUARD FUNDS PLC,GBP,,,,Vanguard Asset Management,AQS,AQXE,
VWRL-GB.AQ,VANGUARD FUNDS PLC,GBP,,,,Vanguard Asset Management,AQS,AQXE,
WATL-GB.AQ,MULTI UNITS FRANCE,GBP,,,,,AQS,AQXE,
XD5S-GB.AQ,,GBP,,,,,AQS,AQXE,
XDPG-GB.AQ,XTRACKERS (IE) PLC,GBP,,,,Xtrackers,AQS,AQXE,
XNIF-GB.AQ,XTRACKERS,GBP,,,,,AQS,AQXE,
XUKS-GB.AQ,XTRACKERS,GBP,"XTRACKERS is a brand name for a range of exchange-traded funds (ETFs) managed by DWS Group, the asset management arm of Deutsche Bank. Xtrackers ETFs offer investors exposure to various asset classes, regions, and investment strategies, including equities, fixed income, and commodities. The funds aim to replicate the performance of underlying indices or benchmarks.",,,Xtrackers,AQS,AQXE,
XUKX-GB.AQ,XTRACKERS,GBP,"XTRACKERS is a brand name for a range of exchange-traded funds (ETFs) managed by DWS Group, the asset management arm of Deutsche Bank. Xtrackers ETFs offer investors exposure to various asset classes, regions, and investment strategies, including equities, fixed income, and commodities. The funds aim to replicate the performance of underlying indices or benchmarks.",,,Xtrackers,AQS,AQXE,
ZGLD-GB.AQ,SWISSCANTO,CHF,,,,Swisscanto Fondsleitung,AQS,AQXE,
