symbol,name,currency,summary,category_group,category,family,exchange,mic,isin
BSCM,Invesco BulletShares 2022 Corporate Bond ETF,USD,"The investment seeks to track the investment results (before fees and expenses) of the Nasdaq BulletSharesÂ® USD Corporate Bond 2022 Index (the ""underlying index"").
 The fund generally will invest at least 80% of its total assets in securities that comprise the underlying index. The underlying index seeks to measure the performance of a portfolio of U.S. dollar-denominated investment grade corporate bonds with maturities or, in some cases, ""effective maturities"" in the year 2022 (collectively, ""2022 Bonds"").",Fixed Income,Corporate Bonds,Invesco Investment Management,NGM,XNAS,
BSCN,Invesco BulletShares 2023 Corporate Bond ETF,USD,"The investment seeks to track the investment results (before fees and expenses) of the Nasdaq BulletSharesÂ® USD Corporate Bond 2023 Index (the ""underlying index"").
 The fund generally will invest at least 80% of its total assets in securities that comprise the underlying index. The underlying index seeks to measure the performance of a portfolio of U.S. dollar-denominated investment grade corporate bonds with maturities or, in some cases, ""effective maturities"" in the year 2023 (collectively, ""2023 Bonds"").",Fixed Income,Corporate Bonds,Invesco Investment Management,NGM,XNAS,
BSCP,Invesco BulletShares 2025 Corporate Bond ETF,USD,"The investment seeks to track the investment results (before fees and expenses) of the Nasdaq BulletSharesÂ® USD Corporate Bond 2025 Index (the ""underlying index"").
 The fund generally will invest at least 80% of its total assets in securities that comprise the underlying index. The underlying index seeks to measure the performance of a portfolio of U.S. dollar-denominated investment grade corporate bonds with maturities or, in some cases, ""effective maturities"" in the year 2025 (collectively, ""2025 Bonds"").",Fixed Income,Corporate Bonds,Invesco Investment Management,NGM,XNAS,US46138J8255
BSCQ,Invesco BulletShares 2026 Corporate Bond ETF,USD,"The investment seeks to track the investment results (before fees and expenses) of the Nasdaq BulletSharesÂ® USD Corporate Bond 2026 Index (the ""underlying index"").
 The fund generally will invest at least 80% of its total assets in securities that comprise the underlying index. The underlying index seeks to measure the performance of a portfolio of U.S. dollar-denominated investment grade corporate bonds with maturities or, in some cases, ""effective maturities"" in the year 2026 (collectively, ""2026 Bonds"").",Fixed Income,Corporate Bonds,Invesco Investment Management,NGM,XNAS,US46138J7919
BSCT,Invesco BulletShares 2029 Corporate Bond ETF,USD,"The investment seeks to track the investment results (before fees and expenses) of the Nasdaq BulletSharesÂ® USD Corporate Bond 2029 Index (the ""underlying index"").
 The fund generally will invest at least 80% of its total assets in securities that comprise the underlying index. The underlying index seeks to measure the performance of a portfolio of U.S. dollar-denominated investment grade corporate bonds with maturities or, in some cases, ""effective maturities"" in the year 2029 (collectively, ""2029 Bonds""). The fund is non-diversified.",Fixed Income,Corporate Bonds,Invesco Investment Management,NGM,XNAS,US46138J5772
BSDE,Invesco BulletShares (R) 2024 Emerging Markets Debt ETF,USD,"The investment seeks to track the investment results (before fees and expenses) of the Nasdaq BulletSharesÂ® USD Emerging Markets Debt 2024 Index (the ""underlying index"").
 The fund generally will invest at least 80% of its total assets in securities that comprise the underlying index. The underlying index is designed to represent the performance of a held-to-maturity portfolio of U.S. dollar-denominated emerging markets bonds with maturities or, in some cases, ""effective maturities"" in the year 2024 (collectively, ""2024 Bonds""). The fund is non-diversified.",Fixed Income,Emerging Markets,Invesco Investment Management,NGM,XNAS,
BSJL,Invesco BulletShares 2021 High Yield Corporate Bond ETF,USD,"The investment seeks to track the investment results (before fees and expenses) of the Nasdaq BulletSharesÂ® USD High Yield Corporate Bond 2021 Index (the ""underlying index"").
 The fund generally will invest at least 80% of its total assets in securities that comprise the underlying index. The underlying index seeks to measure the performance of a portfolio of U.S. dollar-denominated high yield corporate bonds (commonly known as ""junk bonds"") with maturities or, in some cases, ""effective maturities"" in the year 2021 (collectively, ""2021 Bonds""). The fund is non-diversified.",Fixed Income,High Yield Bonds,Invesco Investment Management,NGM,XNAS,
BSJN,Invesco BulletShares 2023 High Yield Corporate Bond ETF,USD,"The investment seeks to track the investment results (before fees and expenses) of the Nasdaq BulletSharesÂ® USD High Yield Corporate Bond 2023 Index (the ""underlying index"").
 The fund generally will invest at least 80% of its total assets in securities that comprise the underlying index. The underlying index seeks to measure the performance of a portfolio of U.S. dollar-denominated high yield corporate bonds (commonly known as ""junk bonds"") with maturities or, in some cases, ""effective maturities"" in the year 2023 (collectively, ""2023 Bonds"").",Fixed Income,High Yield Bonds,Invesco Investment Management,NGM,XNAS,
BSJO,Invesco BulletShares 2024 High Yield Corporate Bond ETF,USD,"The investment seeks to track the investment results (before fees and expenses) of the Nasdaq BulletSharesÂ® USD High Yield Corporate Bond 2024 Index (the ""underlying index"").
 The fund generally will invest at least 80% of its total assets in securities that comprise the underlying index. The underlying index seeks to measure the performance of a portfolio of U.S. dollar-denominated high yield corporate bonds (commonly known as ""junk bonds"") with maturities or, in some cases, ""effective maturities"" in the year 2024 (collectively, ""2024 Bonds"").",Fixed Income,High Yield Bonds,Invesco Investment Management,NGM,XNAS,US46138J8339
BSJR,Invesco BulletShares 2027 High Yield Corporate Bond ETF,USD,"The investment seeks to track the investment results (before fees and expenses) of the Nasdaq BulletSharesÂ® USD High Yield Corporate Bond 2027 Index (the ""underlying index"").
 The fund generally will invest at least 80% of its total assets in securities that comprise the underlying index. The underlying index seeks to measure the performance of a portfolio of U.S. dollar-denominated high yield corporate bonds (commonly known as ""junk bonds"") with maturities or, in some cases, ""effective maturities"" in the year 2027 (collectively, ""2027 Bonds""). The fund is non-diversified.",Fixed Income,High Yield Bonds,Invesco Investment Management,NGM,XNAS,US46138J5855
BSML,Invesco BulletShares (R) 2021 Municipal Bond ETF,USD,"The investment seeks to track the investment results (before fees and expenses) of the Invesco BulletSharesÂ® Municipal Bond 2021 Index.
 The fund generally will invest at least 80% of its total assets in securities that comprise the index. The index is designed to measure the performance of a portfolio of U.S. dollar-denominated investment-grade municipal bonds with maturities in the year 2021 or, in some cases, ""effective maturities"" in the year 2021. It is non-diversified.",Fixed Income,Municipal Bonds,Invesco Investment Management,NGM,XNAS,
BSMM,Invesco BulletShares (R) 2022 Municipal Bond ETF,USD,"The investment seeks to track the investment results (before fees and expenses) of the Invesco BulletSharesÂ® Municipal Bond 2022 Index.
 The fund generally will invest at least 80% of its total assets in securities that comprise the underlying index. The underlying index is designed to measure the performance of a portfolio of U.S. dollar-denominated investment-grade municipal bonds with maturities in the year 2022 or, in some cases, ""effective maturities"" in the year 2022. It is non-diversified.",Fixed Income,Municipal Bonds,Invesco Investment Management,NGM,XNAS,
BSMP,Invesco BulletShares (R) 2025 Municipal Bond ETF,USD,"The investment seeks to track the investment results (before fees and expenses) of the Invesco BulletSharesÂ® Municipal Bond 2025 Index.
 The fund generally will invest at least 80% of its total assets in securities that comprise the underlying index. The underlying index seeks to measure the performance of a portfolio of U.S. dollar-denominated investment-grade municipal bonds with maturities or, in some cases, âeffective maturities,â in the year 2025 (collectively, â2025 Bondsâ). It is non-diversified.",Fixed Income,Municipal Bonds,Invesco Investment Management,NGM,XNAS,US46138J5285
BSMR,Invesco BulletShares (R) 2027 Municipal Bond ETF,USD,"The investment seeks to track the investment results (before fees and expenses) of the Invesco BulletSharesÂ® Municipal Bond 2027 Index.
 The fund generally will invest at least 80% of its total assets in securities that comprise the underlying index. The underlying index seeks to measure the performance of a portfolio of U.S. dollar-denominated investment-grade municipal bonds with maturities or, in some cases, âeffective maturities,â in the year 2027 (collectively, â2027 Bondsâ). It is non-diversified.",Fixed Income,Municipal Bonds,Invesco Investment Management,NGM,XNAS,US46138J4940
BSMS,Invesco BulletShares (R) 2028 Municipal Bond ETF,USD,"The investment seeks to track the investment results (before fees and expenses) of the Invesco BulletSharesÂ® Municipal Bond 2028 Index.
 The fund generally will invest at least 80% of its total assets in securities that comprise the underlying index. The underlying index seeks to measure the performance of a portfolio of U.S. dollar-denominated investment-grade municipal bonds with maturities or, in some cases, âeffective maturities,â in the year 2028 (collectively, â2028 Bondsâ). It is non-diversified.",Fixed Income,Municipal Bonds,Invesco Investment Management,NGM,XNAS,US46138J4866
BUG,Global X Cybersecurity ETF,USD,"The investment seeks to provide investment results that correspond generally to the price and yield performance, before fees and expenses, of the Indxx Cybersecurity Index.
 The fund invests at least 80% of its total assets in the securities of the underlying index and in American Depositary Receipts (""ADRs"") and Global Depositary Receipts (""GDRs"") based on the securities in the underlying index. The underlying index is designed to provide exposure to exchange-listed companies that are positioned to benefit from increased adoption of cybersecurity technology. The fund is non-diversified.",Information Technology,,Global X Funds,NGM,XNAS,US37954Y3844
CACG,ClearBridge All Cap Growth ETF,USD,"The investment seeks to achieve long-term capital appreciation.
 The fund seeks to invest in a diversified portfolio of large, medium and small capitalization stocks that have the potential for above-average long-term earnings and/or cash flow growth. The fund&#39;s subadviser uses a bottom-up investment process that seeks to find inefficiently priced companies with strong fundamentals, incentive-driven management teams, dominant positions in niche markets and/or goods and services that are in high customer demand.",Financials,Growth,Franklink Templeton Investments,NGM,XNAS,US5246821012
CARZ,First Trust NASDAQ Global Auto Index Fund,USD,"The investment seeks investment results that correspond generally to the price and yield (before the fund&#39;s fees and expenses) of an equity index called the NASDAQ OMX Global Auto Index(SM).
 The fund will normally invest at least 90% of its net assets (including investment borrowings) in the common stocks and depositary receipts that comprise the index. The index is designed to track the performance of the largest and most liquid companies engaged in the manufacturing of automobiles. The fund is non-diversified.",Consumer Discretionary,Consumer Discretionary,First Trust Advisors,NGM,XNAS,US33734X3098
CDC,VictoryShares US EQ Income Enhanced Volatility Wtd ETF,USD,"The investment seeks to provide investment results that track the performance of the Nasdaq Victory US Large Cap High Dividend 100 Long/Cash Volatility Weighted Index before fees and expenses.
 The fund seeks to achieve its investment objective by investing, under normal market conditions, at least 80% of its assets directly or indirectly in the securities included in the Nasdaq Victory US Large Cap 100 High Dividend Long/Cash Volatility Weighted Index. The index identifies the 100 highest dividend yielding stocks in the Nasdaq Victory US Large Cap 500 Volatility Weighted Index.",Financials,,Victory Capital,NGM,XNAS,US92647N8240
CEFA,Global X S&P Catholic Values Developed ex-U.S. ETF,USD,"The investment seeks to provide investment results that correspond generally to the price and yield performance, before fees and expenses, of the S&P Developed ex-U.S. Catholic Values Index.
 The fund invests at least 80% of its total assets, plus borrowings for investments purposes (if any), in the securities of the underlying index and in ADRs and GDRs based on the securities in the underlying index. The underlying index is designed to provide exposure to developed market equity securities outside the U.S. while maintaining alignment with the moral and social teachings of the Catholic Church. It is non-diversified.",Equities,Developed Markets,Global X Funds,NGM,XNAS,US37954Y3687
CEY,VictoryShares Emerging Market High Div Volatility Wtd ETF,USD,"The investment seeks to provide investment results that track the performance of the Nasdaq Victory Emerging Market High Dividend 100 Volatility Weighted Index before fees and expenses.
 The fund seeks to achieve its investment objective by investing, under normal market conditions, at least 80% of its assets directly or indirectly in the securities included in the Nasdaq Victory Emerging Market High Dividend 100 Volatility Weighted Index (the ""index""). The index identifies the 100 highest dividend yielding stocks in the Nasdaq Victory Emerging Market 500 Volatility Weighted Index.",Equities,Emerging Markets,Victory Capital,NGM,XNAS,
CEZ,VictoryShares Emerging Market Volatility Wtd ETF,USD,"The investment seeks to provide investment results that track the performance of the Nasdaq Victory Emerging Market 500 Volatility Weighted Index before fees and expenses.
 The fund seeks to achieve its investment objective by investing, under normal market conditions, at least 80% of its assets directly or indirectly in the securities included in the Nasdaq Victory Emerging Market 500 Volatility Weighted Index (the ""index""), an unmanaged, volatility weighted index maintained exclusively by the index provider. The index combines fundamental criteria with individual security risk control achieved through volatility weighting of individual securities.",,Emerging Markets,Victory Capital,NGM,XNAS,
CFO,VictoryShares US 500 Enhanced Volatility Wtd ETF,USD,"The investment seeks to provide investment results that track the performance of the Nasdaq Victory US Large Cap 500 Long/Cash Volatility Weighted Index before fees and expenses.
 The fund seeks to achieve its investment objective by investing, under normal market conditions, at least 80% of its assets directly or indirectly in the securities included in the Nasdaq Victory US Large Cap 500 Long/Cash Volatility Weighted Index, an unmanaged, volatility weighted index maintained exclusively by the index provider. The index identifies the 500 largest U.S. stocks by market capitalization measured at the time the index&#39;s constituent securities are determined.",,Large Cap,Victory Capital,NGM,XNAS,US92647N7820
CIL,VictoryShares International Volatility Wtd ETF,USD,"The investment seeks to provide investment results that track the performance of the Nasdaq Victory International 500 Volatility Weighted Index before fees and expenses.
 The fund seeks to achieve its investment objective by investing, under normal market conditions, at least 80% of its assets directly or indirectly in the securities included in the Nasdaq Victory International 500 Volatility Weighted Index, an unmanaged, volatility weighted index maintained exclusively by the index provider. The index identifies the 500 largest foreign companies by market capitalization measured at the time the index&#39;s constituent securities are determined.",Financials,Factors,Victory Capital,NGM,XNAS,US92647N8406
CIZ,VictoryShares Developed Enhanced Volatility Wtd ETF,USD,"The investment seeks to track the performance of the Nasdaq Victory International 500 Long/Cash Volatility Weighted Index before fees and expenses.
 The fund seeks to achieve its investment objective by investing, under normal market conditions, at least 80% of its assets directly or indirectly in the securities included in the Nasdaq Victory International 500 Long/Cash Volatility Weighted Index, an unmanaged, volatility weighted index maintained exclusively by the index provider. The index identifies the 500 largest foreign companies by market capitalization measured at the time the index&#39;s constituent securities are determined.",Financials,Factors,Victory Capital,NGM,XNAS,US92647N8166
CLOU,Global X Cloud Computing ETF Global X Cloud Computing ETF,USD,"The investment seeks to provide investment results that correspond generally to the price and yield performance, before fees and expenses, of the Indxx Global Cloud Computing Index.
 The fund invests at least 80% of its total assets in the securities of the underlying index and in American Depositary Receipts (""ADRs"") and Global Depositary Receipts (""GDRs"") based on the securities in the underlying index. The underlying index is designed to provide exposure to exchange-listed companies that are positioned to benefit from the increased adoption of cloud computing technology. It is non-diversified.",Information Technology,Technology,Global X Funds,NGM,XNAS,US37954Y4420
CLRG,IQ Chaikin U.S. Large Cap ETF,USD,"The investment seeks investment results that track (before fees and expenses) the price and yield performance of the Nasdaq Chaikin Power US Large Cap Index (the ""underlying index"").
 The underlying index is an equally weighted index of large-capitalization securities. The fund generally will invest in all of the securities that comprise its underlying index in proportion to their weightings in the underlying index. It invests, under normal circumstances, at least 80% of the value of its assets (net assets plus the amount of any borrowings for investment purposes) in securities of large-capitalization U.S. issuers.",Financials,Factors,Alpha Architect,NGM,XNAS,
CNCR,Loncar Cancer Immunotherapy ETF,USD,"The investment seeks to track the total return performance, before fees and expenses, of the Loncar Cancer Immunotherapy Index.
 The index is composed of the common stock of approximately 30 pharmaceutical or biotechnology companies identified by the fund&#39;s index provider, as having a high strategic focus on the development of drugs that harness the body&#39;s own immune system to fight cancer. The adviser attempts to invest all, or substantially all, of its assets in the component securities and ADRs that make up the index. Normally it will invest at least 80% of its total assets in the component securities of the index. The fund is non-diversified.",Health Care,Health Care,Loncar Investments,NGM,XNAS,US26922A8264
CSB,VictoryShares US Small Cap High Div Volatility Wtd ETF,USD,"The investment seeks to provide investment results that track the performance of the Nasdaq Victory US Small Cap High Dividend 100 Volatility Weighted Index.
 The fund seeks to achieve its investment objective by investing, under normal market conditions, at least 80% of its assets directly or indirectly in the securities included in the Nasdaq Victory US Small Cap High Dividend 100 Volatility Weighted Index, an unmanaged, volatility weighted index maintained exclusively by the index provider. The index identifies the 100 highest dividend yielding stocks in the Nasdaq Victory US Small Cap 500 Volatility Weighted Index.",Financials,Small Cap,Victory Capital,NGM,XNAS,US92647N8737
CSF,VictoryShares US Discovery Enhanced Volatility Wtd ETF,USD,"The investment seeks investment results that match the performance of the Nasdaq Victory US Small Cap 500 Long/Cash Volatility Weighted Index before fees and expenses.
 The fund seeks to achieve its investment objective by investing, under normal market conditions, at least 80% of its assets directly or indirectly in the securities included in the Nasdaq Victory US Small Cap 500 Long/Cash Volatility Weighted Index. The index identifies the 500 largest U.S. companies with market capitalizations of less than $3 billion measured at the time the index&#39;s constituent securities are determined.",Financials,Small Cap,Victory Capital,NGM,XNAS,US92647N7747
DALI,First Trust Dorsey Wright DALI 1 ETF,USD,"The investment seeks investment results that correspond generally to the price and yield (before the fund&#39;s fees and expenses) of an index called the Nasdaq Dorsey Wright DALI 1 Index.
 Under normal conditions, the fund will invest at least 90% of its net assets (including investment borrowings) in the equity securities that comprise the index. The index has been designed based upon the principle that the asset class exhibiting the highest levels of ""relative strength,"" based on current prices, will be the asset class with the best performance over the near term. It is non-diversified.",Information Technology,Factors,First Trust Advisors,NGM,XNAS,US33738R7127
DGRE,WisdomTree Emerging Markets Quality Dividend Growth Fund,USD,"The investment seeks income and capital appreciation.
 The fund seeks to achieve its investment objective by investing primarily in emerging market dividend-paying common stocks with growth characteristics. The adviser, using a disciplined model-based process focused on a long-term approach to investing, seeks to identify dividend-paying companies with strong corporate profitability and sustainable growth characteristics. The fund is non-diversified.",Financials,Emerging Markets,WisdomTree Asset Management,NGM,XNAS,US97717W3236
DGRS,WisdomTree U.S. SmallCap Quality Dividend Growth Fund,USD,"The investment seeks to track the price and yield performance, before fees and expenses, of the WisdomTree U.S. SmallCap Quality Dividend Growth Index.
 The index is a fundamentally weighted index that consists of the small-capitalization segment of dividend-paying U.S. common stocks with growth characteristics. Under normal circumstances, at least 80% of the fund&#39;s total assets (exclusive of collateral held from securities lending) will be invested in component securities of the index and investments that have economic characteristics that are substantially identical to the economic characteristics of such component securities. It is non-diversified.",Financials,Small Cap,WisdomTree Asset Management,NGM,XNAS,US97717X6519
DVOL,First Trust Dorsey Wright Momentum & Low Volatility ETF,USD,"The investment seeks investment results that correspond generally to the price and yield (before the fund&#39;s fees and expenses) of an index called the Dorsey Wright Momentum Plus Low Volatility Index (the ""index"").
 Under normal conditions, the fund will invest at least 90% of its net assets (including investment borrowings) in the equity securities that comprise the index. The index is a rules-based equity index designed to track the overall performance of the 50 stocks comprising the NASDAQ US Large Mid Index that exhibit the lowest levels of volatility while still maintaining high levels of ""relative strength."" The fund is non-diversified.",Equities,Factors,First Trust Advisors,NGM,XNAS,US33741L1089
DVY,iShares Select Dividend ETF,USD,"The investment seeks to track the investment results of the Dow Jones U.S. Select Dividend Index composed of relatively high dividend paying U.S. equities.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. The underlying index measures the performance of the U.S.&#39;s leading stocks by dividend yield.",Equities,,BlackRock Asset Management,NGM,XNAS,US4642871689
DWAW,AdvisorShares Dorsey Wright FSM All Cap World ETF,USD,"The investment seeks to provide long-term capital appreciation with capital preservation as a secondary objective.
 The fund is an actively managed exchange-traded fund (""ETF"") that is primarily a ""fund of funds."" The Advisor seeks to achieve it&#39;s investment objective by investing in ETFs that invest primarily in domestic and foreign equity securities of any capitalization, including in emerging markets. The fund invests in fixed income ETFs with a short or ultra-short duration, money market funds, cash and cash equivalents (""Defensive Investments""). It may invest in affiliated and unaffiliated ETFs.",Equities,,AdvisorShares,NGM,XNAS,US00768Y4796
DWFI,SPDR Dorsey Wright Fixed Income Allocation ETF,USD,"The investment seeks to provide investment results that, before fees and expenses, correspond generally to the price and yield performance of the Dorsey Wright Fixed Income Allocation Index.
 The index is comprised of exchange-traded funds advised by SSGA Funds Management, Inc. The selection universe for the index includes U.S.-listed fixed income ETFs advised by SSGA FM or its affiliates that are designed to target exposure to fixed income securities. The fund invests at least 80%, of its total assets in securities comprising the index. It is non-diversified.",Equities,Bonds,State Street Global Advisors,NGM,XNAS,
DWPP,First Trust Dorsey Wright People's Portfolio ETF,USD,"The investment seeks investment results that correspond generally to the price and yield of an index called the Nasdaq Dorsey Wright People&#39;s Portfolio Index.
 The fund will normally invest at least 80% of its total assets in the common stocks or an exchange-traded fund (""ETF"") that comprise the index. The index is a modified market-capitalization weighted index designed to tactically allocate exposure to one of three allocations: (i) Nasdaq US 500 Large Cap Index; (ii) Nasdaq US 500 Large Cap Equal Weight Index; or (iii) First Trust Enhanced Short Maturity ETF (""FTSM"") (each, an ""Underlying Allocation""), based on daily relative strength readings.",Equities,Factors,First Trust Advisors,NGM,XNAS,
DWUS,AdvisorShares Dorsey Wright FSM US Core ETF,USD,"The investment seeks to provide long-term capital appreciation with capital preservation as a secondary objective.
 The fund is an actively managed exchange-traded fund (""ETF"") that is primarily a ""fund of funds."" The Advisor seeks to achieve it&#39;s investment objective by investing in ETFs that invest primarily in domestic large capitalization equity securities. The fund invests in fixed income ETFs with a short or ultra-short duration, money market funds, cash and cash equivalents (""Defensive Investments""). It may invest in affiliated and unaffiliated ETFs. Under normal circumstances, the fund invests at least 80% of its net assets in U.S. investments.",Alternatives,Blend,AdvisorShares,NGM,XNAS,US00768Y4879
ECOW,Pacer Emerging Markets Cash Cows 100 ETF,USD,"The investment seeks to track the total return performance, before fees and expenses, of the Pacer Emerging Markets Cash Cows 100 Index.
 The index uses an objective, rules-based methodology to provide exposure to large and mid-capitalization companies in emerging markets with high free cash flow yields. Under normal circumstances, at least 80% of the fund&#39;s total assets (exclusive of collateral held from securities lending) will be invested in the component securities of the index and investments that have economic characteristics that are substantially identical to the economic characteristics of such component securities. It is non-diversified.",Financials,Emerging Markets,Pacer,NGM,XNAS,US69374H8658
EDOC,Global X Telemedicine & Digital Health ETF,USD,"The investment seeks to provide investment results that correspond generally to the price and yield performance, before fees and expenses, of the Solactive Telemedicine & Digital Health Index.
 The index is designed to provide exposure to exchange-listed companies that are positioned to benefit from further advances in the field of telemedicine and digital health, as well as applications thereof (collectively, ""Telemedicine & Digital Health Companies""), as defined by Solactive AG, the provider of the index. The Adviser uses a ""passive"" or indexing approach to try to achieve the fund&#39;s investment objective. The fund is non-diversified.",Health Care,Health Care,Global X Funds,NGM,XNAS,
EEMA,iShares MSCI Emerging Markets Asia ETF,USD,"The investment seeks to track the investment results of the MSCI EM Asia Custom Capped Index.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The underlying index is designed to measure equity market performance in the emerging market countries of Asia. It will include large- and mid-capitalization companies and may change over time.",Financials,Emerging Markets,BlackRock Asset Management,NGM,XNAS,US4642864262
EFAS,Global X MSCI SuperDividend EAFE ETF,USD,"The investment seeks to provide investment results that correspond generally to the price and yield performance, before fees and expenses, of the MSCI EAFE Top 50 Dividend Index (""underlying index"").
 The fund invests at least 80% of its total assets in the securities of the underlying index. The underlying index tracks the performance of 50 equally-weighted companies that rank among the highest dividend yielding equity securities in Europe, Australasia and the Far East, as defined by MSCI, the provider of the underlying index (""index provider"").",,Developed Markets,Global X Funds,NGM,XNAS,US37954Y6995
